t,q,dq_dt,dq_dt_noisy
4.008001778172926777e+01,5.282561143655644109e-01,2.494978729625021985e-04,2.526960426056296116e-03
4.009779951100244233e+01,5.282605458629613393e-01,2.489376997070399944e-04,-5.967023597772513031e-03
4.011558124027561689e+01,5.282649674098043313e-01,2.483787905095194426e-04,4.543825221538405276e-03
4.013336296954878435e+01,5.282693790286054902e-01,2.478211424822400477e-04,1.254591606384683825e-02
4.015114469882195891e+01,5.282737807418269593e-01,2.472647527440342829e-04,1.614342399090927353e-03
4.016892642809512637e+01,5.282781725718806998e-01,2.467096184203022846e-04,-1.757493416227314063e-03
4.018670815736830093e+01,5.282825545411290458e-01,2.461557366429355242e-04,-1.273216187602157178e-02
4.020448988664147549e+01,5.282869266718842605e-01,2.456031045503619115e-04,-6.523786090669451282e-03
4.022227161591464295e+01,5.282912889864083139e-01,2.450517192876013051e-04,-9.230833401432830040e-04
4.024005334518781751e+01,5.282956415069135492e-01,2.445015780061510213e-04,1.009639320179820700e-02
4.025783507446098497e+01,5.282999842555622383e-01,2.439526778640621618e-04,1.227046278892558002e-03
4.027561680373415953e+01,5.283043172544666932e-01,2.434050160258875717e-04,-5.965741554392653412e-03
4.029339853300733409e+01,5.283086405256891549e-01,2.428585896627616370e-04,1.606164899623478996e-03
4.031118026228050155e+01,5.283129540912421263e-01,2.423133959522962011e-04,5.814654863129735049e-03
4.032896199155367611e+01,5.283172579730878171e-01,2.417694320786742401e-04,-7.409635438368723185e-04
4.034674372082685068e+01,5.283215521931386993e-01,2.412266952325735347e-04,-4.304918294425236387e-03
4.036452545010001813e+01,5.283258367732570626e-01,2.406851826112117732e-04,3.018662315723996507e-03
4.038230717937319270e+01,5.283301117352555698e-01,2.401448914183222649e-04,2.906997707463096058e-03
4.040008890864636015e+01,5.283343771008965906e-01,2.396058188641712883e-04,-2.037350594618792324e-02
4.041787063791953472e+01,5.283386328918926456e-01,2.390679621655407427e-04,-9.707349612656498983e-03
4.043565236719270928e+01,5.283428791299061844e-01,2.385313185457593743e-04,-1.587816081749902214e-02
4.045343409646587673e+01,5.283471158365498077e-01,2.379958852346264475e-04,1.799733987763873708e-02
4.047121582573905130e+01,5.283513430333861560e-01,2.374616594685088899e-04,3.263069726683791652e-04
4.048899755501221875e+01,5.283555607419276878e-01,2.369286384902684339e-04,-3.499314251473606592e-03
4.050677928428539332e+01,5.283597689836372346e-01,2.363968195492720248e-04,-4.385698781703342188e-03
4.052456101355856788e+01,5.283639677799272238e-01,2.358661999014542709e-04,-1.313599133949340915e-03
4.054234274283173534e+01,5.283681571521605669e-01,2.353367768092029522e-04,1.453863548528987540e-03
4.056012447210490990e+01,5.283723371216498821e-01,2.348085475414492251e-04,-1.093664125732366800e-02
4.057790620137808446e+01,5.283765077096578278e-01,2.342815093736606846e-04,6.773259491647198004e-03
4.059568793065125192e+01,5.283806689373972132e-01,2.337556595877754440e-04,-8.689381349052010747e-03
4.061346965992442648e+01,5.283848208260308876e-01,2.332309954722680545e-04,-1.411464322549368759e-02
4.063125138919759394e+01,5.283889633966715182e-01,2.327075143221252196e-04,2.622401431437551556e-02
4.064903311847076850e+01,5.283930966703821452e-01,2.321852134388215083e-04,-1.249140499186183681e-02
4.066681484774394306e+01,5.283972206681755157e-01,2.316640901303609890e-04,4.252485551126459866e-03
4.068459657701711052e+01,5.284013354110146388e-01,2.311441417112425345e-04,2.035060600093301867e-03
4.070237830629028508e+01,5.284054409198122304e-01,2.306253655025118643e-04,2.028895288010222186e-03
4.072016003556345254e+01,5.284095372154313797e-01,2.301077588316539912e-04,-6.116982860317265319e-03
4.073794176483662710e+01,5.284136243186849935e-01,2.295913190327111830e-04,-2.024670390912742396e-03
4.075572349410980166e+01,5.284177022503361298e-01,2.290760434462101036e-04,9.808255750843366746e-03
4.077350522338296912e+01,5.284217710310977756e-01,2.285619294191722217e-04,-5.151265318306871670e-03
4.079128695265614368e+01,5.284258306816329576e-01,2.280489743051519747e-04,-1.791132209393950063e-03
4.080906868192931114e+01,5.284298812225548536e-01,2.275371754641604405e-04,2.531278416412254158e-03
4.082685041120248570e+01,5.284339226744264595e-01,2.270265302627555437e-04,-4.812642230844155428e-04
4.084463214047566026e+01,5.284379550577609219e-01,2.265170360739622579e-04,-1.225867954870771097e-02
4.086241386974882772e+01,5.284419783930214276e-01,2.260086902773142392e-04,1.459365735769810150e-02
4.088019559902200228e+01,5.284459927006212032e-01,2.255014902588295400e-04,1.135488969996554208e-02
4.089797732829517685e+01,5.284499980009232933e-01,2.249954334110799981e-04,5.512477541354946116e-03
4.091575905756834430e+01,5.284539943142411156e-01,2.244905171330524585e-04,-1.236515227433880419e-03
4.093354078684151887e+01,5.284579816608377945e-01,2.239867388302771434e-04,-4.321432209321129057e-03
4.095132251611468632e+01,5.284619600609267165e-01,2.234840959147652018e-04,3.706002788056599918e-04
4.096910424538786089e+01,5.284659295356637365e-01,2.229825856796228967e-04,-1.428620135216089083e-02
4.098688597466103545e+01,5.284698901064061038e-01,2.224822053926919785e-04,-9.191490213881013671e-03
4.100466770393420290e+01,5.284738417929851773e-01,2.219829525147848370e-04,-3.613103219293446570e-03
4.102244943320737747e+01,5.284777846151842429e-01,2.214848245129692750e-04,-8.890742293871014418e-04
4.104023116248054492e+01,5.284817185927487282e-01,2.209878188592397097e-04,-1.427907606203706768e-03
4.105801289175371949e+01,5.284856437453864242e-01,2.204919330305726843e-04,-6.320827323888011245e-03
4.107579462102689405e+01,5.284895600927672632e-01,2.199971645088470706e-04,5.188680120168510761e-03
4.109357635030006151e+01,5.284934676545234300e-01,2.195035107809134578e-04,-4.387875498274642315e-03
4.111135807957323607e+01,5.284973664502493618e-01,2.190109693385663969e-04,-3.612736748621174672e-03
4.112913980884641063e+01,5.285012564995015261e-01,2.185195376785409316e-04,2.344489314075652239e-02
4.114692153811957809e+01,5.285051378217988649e-01,2.180292133025056589e-04,-1.306445764531840616e-02
4.116470326739275265e+01,5.285090104366223507e-01,2.175399937170904852e-04,6.585946652186906551e-04
4.118248499666592011e+01,5.285128743634153192e-01,2.170518764338519313e-04,2.457150690756067235e-02
4.120026672593909467e+01,5.285167296215831367e-01,2.165648589693112969e-04,-7.336888129338366149e-03
4.121804845521226923e+01,5.285205762304935329e-01,2.160789388448956794e-04,-1.633757331958757275e-02
4.123583018448543669e+01,5.285244142094763786e-01,2.155941135870108327e-04,-1.415881661469051492e-02
4.125361191375861125e+01,5.285282435778239085e-01,2.151103807269474921e-04,4.039910938329822551e-03
4.127139364303177871e+01,5.285320643547902764e-01,2.146277378009993353e-04,-2.534888845863944324e-03
4.128917537230495327e+01,5.285358765595922215e-01,2.141461823503450213e-04,1.248588226017921000e-02
4.130695710157812783e+01,5.285396802114085135e-01,2.136657119211175793e-04,4.273574460050741028e-03
4.132473883085129529e+01,5.285434753293799526e-01,2.131863240644044089e-04,7.583333668103285630e-03
4.134252056012446985e+01,5.285472619326099242e-01,2.127080163362056464e-04,-2.519661985188823613e-03
4.136030228939763731e+01,5.285510400401638442e-01,2.122307862974515125e-04,-9.865579086416403302e-04
4.137808401867081187e+01,5.285548096710693811e-01,2.117546315140161894e-04,3.657534712921532618e-03
4.139586574794398643e+01,5.285585708443162334e-01,2.112795495567282300e-04,4.360936264653236978e-03
4.141364747721715389e+01,5.285623235788566854e-01,2.108055380013011681e-04,-9.592821001452467994e-03
4.143142920649032845e+01,5.285660678936048296e-01,2.103325944284271942e-04,-7.868216330500459391e-03
4.144921093576350302e+01,5.285698038074373439e-01,2.098607164236904188e-04,2.030541002088465455e-02
4.146699266503667047e+01,5.285735313391929369e-01,2.093899015776223838e-04,1.862783407427122655e-03
4.148477439430984504e+01,5.285772505076725691e-01,2.089201474856847152e-04,-2.303098927347718011e-02
4.150255612358301249e+01,5.285809613316392319e-01,2.084514517482795315e-04,-7.633145309944992449e-03
4.152033785285618706e+01,5.285846638298186129e-01,2.079838119706869937e-04,4.177327281623486460e-03
4.153811958212936162e+01,5.285883580208980970e-01,2.075172257631902051e-04,-6.400918684132353431e-03
4.155590131140252907e+01,5.285920439235274326e-01,2.070516907409433727e-04,1.229816218875174477e-02
4.157368304067570364e+01,5.285957215563189537e-01,2.065872045240307875e-04,-1.887286845166339863e-02
4.159146476994887109e+01,5.285993909378466915e-01,2.061237647374772330e-04,2.466202583811533643e-03
4.160924649922204566e+01,5.286030520866471516e-01,2.056613690112341075e-04,-6.841187155843786970e-03
4.162702822849522022e+01,5.286067050212189811e-01,2.052000149801655460e-04,1.410122370120432678e-02
4.164480995776838768e+01,5.286103497600231904e-01,2.047397002840553593e-04,1.099100799760064501e-02
4.166259168704156224e+01,5.286139863214829315e-01,2.042804225676105034e-04,6.644661522998935449e-03
4.168037341631473680e+01,5.286176147239833867e-01,2.038221794804749576e-04,3.866632508235334515e-03
4.169815514558790426e+01,5.286212349858723236e-01,2.033649686771950293e-04,1.664106494484331178e-02
4.171593687486107882e+01,5.286248471254593184e-01,2.029087878172505799e-04,-2.067936663191440733e-02
4.173371860413424628e+01,5.286284511610164216e-01,2.024536345650237990e-04,1.731625196953529315e-03
4.175150033340742084e+01,5.286320471107779362e-01,2.019995065898269604e-04,5.346861484589750767e-03
4.176928206268059540e+01,5.286356349929401954e-01,2.015464015658989527e-04,1.842063704718987713e-02
4.178706379195376286e+01,5.286392148256618961e-01,2.010943171723740541e-04,3.801302926410201483e-03
4.180484552122693742e+01,5.286427866270638765e-01,2.006432510933166269e-04,1.096459232369298084e-02
4.182262725050010488e+01,5.286463504152292270e-01,2.001932010177107091e-04,6.596129452148337055e-03
4.184040897977327944e+01,5.286499062082031797e-01,1.997441646394496062e-04,4.589663443621590753e-03
4.185819070904645400e+01,5.286534540239933300e-01,1.992961396573324218e-04,-5.617102044009827586e-03
4.187597243831962146e+01,5.286569938805695257e-01,1.988491237750709961e-04,9.101165919124265882e-03
4.189375416759279602e+01,5.286605257958634230e-01,1.984031147013280705e-04,-1.565166551348489560e-02
4.191153589686597059e+01,5.286640497877694855e-01,1.979581101496201423e-04,1.279277190607160369e-03
4.192931762613913804e+01,5.286675658741438744e-01,1.975141078384250182e-04,-2.935953222712917813e-03
4.194709935541231260e+01,5.286710740728053359e-01,1.970711054911020166e-04,-2.117355846362365887e-02
4.196488108468548006e+01,5.286745744015346471e-01,1.966291008359301318e-04,7.637090693953264018e-04
4.198266281395865462e+01,5.286780668780748371e-01,1.961880916061045643e-04,1.191482588385701924e-02
4.200044454323182919e+01,5.286815515201311877e-01,1.957480755397193739e-04,7.518054894289922206e-03
4.201822627250499664e+01,5.286850283453711219e-01,1.953090503797813571e-04,5.687751806529497273e-03
4.203600800177817121e+01,5.286884973714243152e-01,1.948710138742100473e-04,-4.821745536129782498e-05
4.205378973105133866e+01,5.286919586158828066e-01,1.944339637758134287e-04,-6.979321314024875683e-03
4.207157146032451323e+01,5.286954120963005543e-01,1.939978978423330391e-04,-5.465867092253399485e-03
4.208935318959768779e+01,5.286988578301939912e-01,1.935628138364058060e-04,-1.982687915280081925e-02
4.210713491887085524e+01,5.287022958350416912e-01,1.931287095255466990e-04,1.490529841220596466e-02
4.212491664814402981e+01,5.287057261282844811e-01,1.926955826822181195e-04,8.242386202536226489e-03
4.214269837741719726e+01,5.287091487273252177e-01,1.922634310837674498e-04,-4.719690458347451482e-03
4.216048010669037183e+01,5.287125636495292325e-01,1.918322525124270539e-04,1.208920914845473078e-03
4.217826183596354639e+01,5.287159709122237761e-01,1.914020447553871351e-04,-1.531169799065641886e-02
4.219604356523671385e+01,5.287193705326986848e-01,1.909728056046708367e-04,1.091760162667650136e-02
4.221382529450988841e+01,5.287227625282058252e-01,1.905445328572417940e-04,-6.638904004289170740e-03
4.223160702378306297e+01,5.287261469159592053e-01,1.901172243149486241e-04,-3.130338636223091442e-03
4.224938875305623043e+01,5.287295237131350856e-01,1.896908777845700278e-04,-2.234488891820269121e-02
4.226717048232940499e+01,5.287328929368719788e-01,1.892654910777523403e-04,-1.656919068045449583e-02
4.228495221160257245e+01,5.287362546042707612e-01,1.888410620110442251e-04,1.688109357602712119e-03
4.230273394087574701e+01,5.287396087323943394e-01,1.884175884059001438e-04,-4.761044825580163994e-03
4.232051567014892157e+01,5.287429553382677616e-01,1.879950680886942338e-04,4.099450598705457749e-03
4.233829739942208903e+01,5.287462944388784392e-01,1.875734988906543887e-04,5.389115588945311668e-03
4.235607912869526359e+01,5.287496260511761470e-01,1.871528786479177697e-04,-1.855057040056577646e-03
4.237386085796843105e+01,5.287529501920725794e-01,1.867332052015377442e-04,1.164737406449037945e-03
4.239164258724160561e+01,5.287562668784416831e-01,1.863144763974561302e-04,1.361876990427056920e-02
4.240942431651478017e+01,5.287595761271198791e-01,1.858966900864997274e-04,1.999795878842047098e-02
4.242720604578794763e+01,5.287628779549056190e-01,1.854798441243803164e-04,1.876055322207071741e-03
4.244498777506112219e+01,5.287661723785594958e-01,1.850639363717362929e-04,6.391813398906123073e-03
4.246276950433429676e+01,5.287694594148045768e-01,1.846489646940424612e-04,-2.005544692610021149e-03
4.248055123360746421e+01,5.287727390803257377e-01,1.842349269617557517e-04,-1.731304526882371936e-02
4.249833296288063877e+01,5.287760113917705507e-01,1.838218210501244010e-04,4.909705494095988401e-03
4.251611469215380623e+01,5.287792763657486184e-01,1.834096448393406076e-04,-1.048332838009661226e-02
4.253389642142698079e+01,5.287825340188314627e-01,1.829983962145127763e-04,-1.314569578228157003e-02
4.255167815070015536e+01,5.287857843675531910e-01,1.825880730655857209e-04,-7.737784976057357489e-03
4.256945987997332281e+01,5.287890274284101633e-01,1.821786732873996451e-04,3.103322739180218708e-03
4.258724160924649738e+01,5.287922632178605475e-01,1.817701947797317752e-04,1.038688486455313295e-02
4.260502333851966483e+01,5.287954917523253195e-01,1.813626354471714608e-04,-6.655418716457031690e-04
4.262280506779283940e+01,5.287987130481870413e-01,1.809559931992832382e-04,-1.017458664981240463e-02
4.264058679706601396e+01,5.288019271217908601e-01,1.805502659504507057e-04,-8.201217917828747261e-03
4.265836852633918141e+01,5.288051339894442870e-01,1.801454516199528511e-04,2.298144759580227937e-03
4.267615025561235598e+01,5.288083336674165302e-01,1.797415481320022157e-04,-1.702967890416182952e-03
4.269393198488552343e+01,5.288115261719396054e-01,1.793385534156373418e-04,-1.842131041337520970e-03
4.271171371415869800e+01,5.288147115192073366e-01,1.789364654048060388e-04,-2.018824858656374528e-03
4.272949544343187256e+01,5.288178897253758004e-01,1.785352820383619143e-04,-7.978239455548171918e-03
4.274727717270504002e+01,5.288210608065635476e-01,1.781350012600123323e-04,-6.613842626035804778e-03
4.276505890197821458e+01,5.288242247788511596e-01,1.777356210183496377e-04,-9.593299182122859772e-03
4.278284063125138914e+01,5.288273816582813591e-01,1.773371392668546265e-04,2.077763351594876309e-03
4.280062236052455660e+01,5.288305314608592322e-01,1.769395539639000148e-04,-6.431417771388112277e-03
4.281840408979773116e+01,5.288336742025521175e-01,1.765428630727261528e-04,1.061025450625167378e-02
4.283618581907089862e+01,5.288368098992893840e-01,1.761470645614653108e-04,1.814301428224931664e-02
4.285396754834407318e+01,5.288399385669626529e-01,1.757521564031278016e-04,-1.218408935118944552e-03
4.287174927761724774e+01,5.288430602214261311e-01,1.753581365755638166e-04,3.574512622053403321e-03
4.288953100689041520e+01,5.288461748784956118e-01,1.749650030615883256e-04,5.825766287287161525e-03
4.290731273616358976e+01,5.288492825539496955e-01,1.745727538488110742e-04,-6.758965475490017610e-03
4.292509446543675722e+01,5.288523832635287913e-01,1.741813869297684225e-04,-8.884828566760202134e-03
4.294287619470993178e+01,5.288554770229356716e-01,1.737909003018643650e-04,8.906314257529480624e-03
4.296065792398310634e+01,5.288585638478354722e-01,1.734012919673497133e-04,6.545315046897605057e-03
4.297843965325627380e+01,5.288616437538552484e-01,1.730125599334053632e-04,1.018023123977953963e-02
4.299622138252944836e+01,5.288647167565845297e-01,1.726247022120486196e-04,-1.636550825164817622e-03
4.301400311180262293e+01,5.288677828715748763e-01,1.722377168201887077e-04,3.997696263544043595e-03
4.303178484107579038e+01,5.288708421143403227e-01,1.718516017795886086e-04,-6.091530672372361295e-03
4.304956657034896494e+01,5.288738945003568226e-01,1.714663551169171019e-04,-1.231111186957694476e-02
4.306734829962213240e+01,5.288769400450625824e-01,1.710819748637106008e-04,4.252215700164880229e-03
4.308513002889530696e+01,5.288799787638583938e-01,1.706984590563453974e-04,-1.509299744255637732e-02
4.310291175816848153e+01,5.288830106721067459e-01,1.703158057361070510e-04,-3.026347382952641798e-03
4.312069348744164898e+01,5.288860357851327132e-01,1.699340129491418161e-04,1.023767552722482793e-02
4.313847521671482355e+01,5.288890541191080263e-01,1.695530786348237173e-04,-6.401754506761020251e-03
4.315625694598799100e+01,5.288920656903146611e-01,1.691730007187253193e-04,1.703167574388272584e-02
4.317403867526116557e+01,5.288950705137598352e-01,1.687937772874084641e-04,-1.626188316184744645e-02
4.319182040453434013e+01,5.288980686044174595e-01,1.684154064317336386e-04,-2.468430781388950262e-03
4.320960213380750758e+01,5.289010599772329124e-01,1.680378862462805767e-04,1.040460862903363516e-02
4.322738386308068215e+01,5.289040446471234835e-01,1.676612148292407067e-04,8.079492054363307876e-03
4.324516559235385671e+01,5.289070226289780408e-01,1.672853902825281736e-04,2.569159611802047938e-03
4.326294732162702417e+01,5.289099939376576964e-01,1.669104107116271829e-04,-9.434585175853649674e-05
4.328072905090019873e+01,5.289129585879948081e-01,1.665362742257654738e-04,-2.062306083173723846e-03
4.329851078017336619e+01,5.289159165947940888e-01,1.661629789377755406e-04,4.015353134245991103e-04
4.331629250944654075e+01,5.289188679728316078e-01,1.657905229641709610e-04,-1.666117486413203758e-02
4.333407423871971531e+01,5.289218127368554567e-01,1.654189044251012930e-04,3.559679726134517479e-04
4.335185596799288277e+01,5.289247509015853055e-01,1.650481214444214639e-04,-1.500903173217708192e-02
4.336963769726605733e+01,5.289276824817129574e-01,1.646781721495807482e-04,3.712134219999758608e-03
4.338741942653922479e+01,5.289306074919016831e-01,1.643090546717268507e-04,-2.776454395299619241e-03
4.340520115581239935e+01,5.289335259467867756e-01,1.639407671456330484e-04,-1.719831590577250435e-02
4.342298288508557391e+01,5.289364378609751061e-01,1.635733077097571708e-04,2.535808115433444906e-02
4.344076461435874137e+01,5.289393432490455682e-01,1.632066745062034363e-04,2.669868420559089010e-03
4.345854634363191593e+01,5.289422421255487450e-01,1.628408656807016353e-04,-4.740387086774623497e-03
4.347632807290508339e+01,5.289451345050070197e-01,1.624758793826591718e-04,5.495736129900782169e-03
4.349410980217825795e+01,5.289480204019144649e-01,1.621117137651610640e-04,5.676877987833864499e-03
4.351189153145143251e+01,5.289508998307371757e-01,1.617483669848901462e-04,3.421827933929116883e-03
4.352967326072459997e+01,5.289537728059128252e-01,1.613858372022276833e-04,1.169534381410665055e-02
4.354745498999777453e+01,5.289566393418509982e-01,1.610241225811805121e-04,1.881490419897231771e-03
4.356523671927094910e+01,5.289594994529329686e-01,1.606632212894365530e-04,-8.241140459924691311e-03
4.358301844854411655e+01,5.289623531535120327e-01,1.603031314982815425e-04,1.219010044714370460e-02
4.360080017781729111e+01,5.289652004579129541e-01,1.599438513827204644e-04,-2.096589518650286005e-02
4.361858190709045857e+01,5.289680413804326298e-01,1.595853791213318329e-04,4.405996098620798508e-04
4.363636363636363313e+01,5.289708759353395351e-01,1.592277128964064703e-04,-1.979875428519105047e-03
4.365414536563680770e+01,5.289737041368739456e-01,1.588708508938815878e-04,-1.161899228295239749e-02
4.367192709490997515e+01,5.289765259992479374e-01,1.585147913032887435e-04,-5.894961415318502457e-03
4.368970882418314972e+01,5.289793415366456086e-01,1.581595323178613954e-04,-1.485179315489037555e-03
4.370749055345631717e+01,5.289821507632224140e-01,1.578050721344724516e-04,1.830688894887688017e-02
4.372527228272949174e+01,5.289849536931060525e-01,1.574514089536203920e-04,5.544572263267258036e-03
4.374305401200266630e+01,5.289877503403958015e-01,1.570985409794570242e-04,-5.492719753847190474e-03
4.376083574127583375e+01,5.289905407191626274e-01,1.567464664198117696e-04,-1.259145682226403377e-02
4.377861747054900832e+01,5.289933248434494084e-01,1.563951834861257439e-04,-1.277595024785152002e-02
4.379639919982218288e+01,5.289961027272710448e-01,1.560446903934795126e-04,6.774432142187616218e-03
4.381418092909535034e+01,5.289988743846136821e-01,1.556949853606590106e-04,1.229259640629566663e-02
4.383196265836852490e+01,5.290016398294359323e-01,1.553460666100028864e-04,-4.722504166745372482e-03
4.384974438764169236e+01,5.290043990756675418e-01,1.549979323675863829e-04,1.187706206022445782e-04
4.386752611691486692e+01,5.290071521372106123e-01,1.546505808630652123e-04,9.727718733484200242e-03
4.388530784618804148e+01,5.290098990279386015e-01,1.543040103297727006e-04,9.929672630011321388e-03
4.390308957546120894e+01,5.290126397616971010e-01,1.539582190046712151e-04,8.743976174521005812e-03
4.392087130473438350e+01,5.290153743523032803e-01,1.536132051283729816e-04,2.126297164100725279e-03
4.393865303400755096e+01,5.290181028135461094e-01,1.532689669451331449e-04,-4.183882177659799077e-03
4.395643476328072552e+01,5.290208251591865807e-01,1.529255027028324221e-04,-1.592057844520807473e-03
4.397421649255390008e+01,5.290235414029571537e-01,1.525828106530256745e-04,-3.719904574129621888e-03
4.399199822182706754e+01,5.290262515585623104e-01,1.522408890508863966e-04,-1.102918510174016181e-02
4.400977995110024210e+01,5.290289556396783333e-01,1.518997361552205938e-04,8.570992568546691864e-03
4.402756168037340956e+01,5.290316536599530828e-01,1.515593502285118854e-04,1.983615065808894823e-02
4.404534340964658412e+01,5.290343456330064420e-01,1.512197295368521155e-04,6.332241314645389342e-03
4.406312513891975868e+01,5.290370315724299832e-01,1.508808723499864557e-04,5.767151732336363301e-03
4.408090686819292614e+01,5.290397114917870791e-01,1.505427769412856498e-04,9.552537308661603055e-03
4.409868859746610070e+01,5.290423854046129026e-01,1.502054415877911164e-04,1.011022830764895988e-05
4.411647032673927527e+01,5.290450533244145381e-01,1.498688645701351518e-04,-7.424958595130560016e-03
4.413425205601244272e+01,5.290477152646706482e-01,1.495330441726380744e-04,6.291254963756000816e-03
4.415203378528561728e+01,5.290503712388318069e-01,1.491979786832353660e-04,4.246424850166486201e-03
4.416981551455878474e+01,5.290530212603204996e-01,1.488636663934776727e-04,-1.395945344717732309e-02
4.418759724383195930e+01,5.290556653425306788e-01,1.485301055986071317e-04,1.063949761847719951e-02
4.420537897310513387e+01,5.290583034988284306e-01,1.481972945974602274e-04,-7.770265797814913250e-03
4.422316070237830132e+01,5.290609357425514192e-01,1.478652316925302412e-04,9.392046552608390719e-03
4.424094243165147589e+01,5.290635620870093314e-01,1.475339151899152101e-04,1.328459616198611601e-03
4.425872416092464334e+01,5.290661825454832101e-01,1.472033433994289486e-04,-4.946627910327400582e-03
4.427650589019781791e+01,5.290687971312265647e-01,1.468735146343894127e-04,-8.876994754506579641e-03
4.429428761947099247e+01,5.290714058574639278e-01,1.465444272118962554e-04,-8.766905642913200292e-03
4.431206934874415992e+01,5.290740087373922984e-01,1.462160794525706187e-04,-1.888428857761630109e-02
4.432985107801733449e+01,5.290766057841801429e-01,1.458884696807181969e-04,-9.518728241629938885e-03
4.434763280729050905e+01,5.290791970109676168e-01,1.455615962242910733e-04,1.577164783090755909e-03
4.436541453656367651e+01,5.290817824308668982e-01,1.452354574148426170e-04,-1.352072028305189785e-02
4.438319626583685107e+01,5.290843620569619654e-01,1.449100515875691164e-04,-4.077234630573274045e-03
4.440097799511001853e+01,5.290869359023084861e-01,1.445853770813028405e-04,4.278188514905695815e-03
4.441875972438319309e+01,5.290895039799338173e-01,1.442614322385259162e-04,-2.413243301506277222e-02
4.443654145365636765e+01,5.290920663028372273e-01,1.439382154053391039e-04,-1.124888900815674241e-02
4.445432318292953511e+01,5.290946228839900067e-01,1.436157249314444495e-04,1.054647203035801936e-02
4.447210491220270967e+01,5.290971737363348026e-01,1.432939591702250826e-04,-6.342481000426759830e-03
4.448988664147587713e+01,5.290997188727863954e-01,1.429729164786723572e-04,-3.696931184433705810e-03
4.450766837074905169e+01,5.291022583062311435e-01,1.426525952174205469e-04,8.811530674274837063e-03
4.452545010002222625e+01,5.291047920495274282e-01,1.423329937507052112e-04,-1.166176452584110831e-02
4.454323182929539371e+01,5.291073201155052086e-01,1.420141104464152371e-04,-2.684961689504184595e-02
4.456101355856856827e+01,5.291098425169662445e-01,1.416959436760893698e-04,6.504016929101920884e-03
4.457879528784173573e+01,5.291123592666843178e-01,1.413784918148433545e-04,2.886746261769834471e-03
4.459657701711491029e+01,5.291148703774047890e-01,1.410617532414740194e-04,-1.042792801726119371e-02
4.461435874638808485e+01,5.291173758618449297e-01,1.407457263383586621e-04,-2.407578897543708601e-02
4.463214047566125231e+01,5.291198757326935898e-01,1.404304094915626022e-04,1.450653031664717041e-02
4.464992220493442687e+01,5.291223700026117527e-01,1.401158010907281593e-04,-1.154291820334942984e-03
4.466770393420760143e+01,5.291248586842319801e-01,1.398018995291371025e-04,6.374298244000613581e-04
4.468548566348076889e+01,5.291273417901586340e-01,1.394887032037106511e-04,6.162807267197132656e-03
4.470326739275394345e+01,5.291298193329678767e-01,1.391762105150094742e-04,1.186185927778349129e-02
4.472104912202711091e+01,5.291322913252077820e-01,1.388644198671781793e-04,-4.093166089153359687e-03
4.473883085130028547e+01,5.291347577793981127e-01,1.385533296680216409e-04,-2.618615360988985150e-04
4.475661258057346004e+01,5.291372187080304323e-01,1.382429383289668356e-04,1.747933226531440953e-02
4.477439430984662749e+01,5.291396741235681045e-01,1.379332442650489654e-04,-4.294209043122473911e-04
4.479217603911980206e+01,5.291421240384462932e-01,1.376242458949565595e-04,7.716889998208496760e-04
4.480995776839296951e+01,5.291445684650718517e-01,1.373159416410002498e-04,9.634302688669408796e-03
4.482773949766614408e+01,5.291470074158237669e-01,1.370083299290711376e-04,-2.521804033044211524e-02
4.484552122693931864e+01,5.291494409030523816e-01,1.367014091887448768e-04,2.796499461375389749e-03
4.486330295621248609e+01,5.291518689390801722e-01,1.363951778531775905e-04,-9.547334667941498321e-03
4.488108468548566066e+01,5.291542915362011934e-01,1.360896343591717905e-04,9.788502766379801774e-04
4.489886641475883522e+01,5.291567087066814112e-01,1.357847771471486220e-04,-2.765307528516604014e-03
4.491664814403200268e+01,5.291591204627585920e-01,1.354806046611582715e-04,-4.725423008308794921e-03
4.493442987330517724e+01,5.291615268166420805e-01,1.351771153488591504e-04,6.913718592747144023e-03
4.495221160257834470e+01,5.291639277805134656e-01,1.348743076615352421e-04,-5.185101416498697630e-03
4.496999333185151926e+01,5.291663233665255817e-01,1.345721800541203883e-04,-2.310498822969105776e-02
4.498777506112469382e+01,5.291687135868036185e-01,1.342707309851150221e-04,1.649625234661192957e-02
4.500555679039786128e+01,5.291710984534440110e-01,1.339699589167075988e-04,-6.360091270947565607e-03
4.502333851967103584e+01,5.291734779785153275e-01,1.336698623146566345e-04,-2.258005987179383372e-03
4.504112024894420330e+01,5.291758521740579368e-01,1.333704396483600951e-04,9.721416580960436093e-03
4.505890197821737786e+01,5.291782210520837859e-01,1.330716893908519272e-04,5.353483895026930200e-03
4.507668370749055242e+01,5.291805846245769551e-01,1.327736100187396073e-04,-5.731521455881426197e-03
4.509446543676371988e+01,5.291829429034928811e-01,1.324762000123186345e-04,-3.306641386632264319e-03
4.511224716603689444e+01,5.291852959007592450e-01,1.321794578554372213e-04,7.121364904335032026e-03
4.513002889531006900e+01,5.291876436282750840e-01,1.318833820356246633e-04,-5.830775986541773467e-03
4.514781062458323646e+01,5.291899860979116799e-01,1.315879710439699091e-04,5.079028665302551086e-03
4.516559235385641102e+01,5.291923233215116706e-01,1.312932233752221733e-04,2.629455914628376842e-02
4.518337408312957848e+01,5.291946553108898277e-01,1.309991375277388959e-04,-3.574008541798933021e-03
