t,V,w,z,ca,dV_dt,dV_dt_noisy
2.266053210642128590e+02,-1.784070633898011016e+00,6.153551058958918185e-01,5.645190892643905389e-01,5.500187331420255260e-02,6.999114277406459639e-02,2.292076907940859831e-01
2.266853370674134851e+02,-1.778468442415089168e+00,6.027609095332291389e-01,5.556018525660544327e-01,5.329404740677353564e-02,7.003556344873235195e-02,9.564926712540770815e-02
2.267653530706141396e+02,-1.772862755709802896e+00,5.902829145574730596e-01,5.468269443617637116e-01,5.164872716659470869e-02,7.007846563302638776e-02,-6.073192447869199539e-02
2.268453690738147657e+02,-1.767253692652750896e+00,5.779208568984594008e-01,5.381921206299260518e-01,5.006316300125653040e-02,7.011989063431811608e-02,7.618874749332892049e-02
2.269253850770154202e+02,-1.761641368526651874e+00,5.656744689773309798e-01,5.296951732573991212e-01,4.853475280689022869e-02,7.015988206762191481e-02,1.345385075596826630e-01
2.270054010802160462e+02,-1.756025894862820680e+00,5.535434788250188642e-01,5.213339294747939556e-01,4.706103299009292001e-02,7.019848783125087754e-02,1.216320851375500417e-01
2.270854170834167007e+02,-1.750407379258626328e+00,5.415276091616897380e-01,5.131062513008882719e-01,4.563967004762305851e-02,7.023576289370142556e-02,2.601572108063970878e-01
2.271654330866173268e+02,-1.744785925189353382e+00,5.296265764399661347e-01,5.050100349961161861e-01,4.426845267587761756e-02,7.027177320278188422e-02,5.119992822943515709e-02
2.272454490898179813e+02,-1.739161631831035226e+00,5.178400898550293840e-01,4.970432105249112387e-01,4.294528438183849856e-02,7.030660107724961971e-02,-2.951070771748449950e-02
2.273254650930186074e+02,-1.733534593977681171e+00,5.061678503257827089e-01,4.892037410268776365e-01,4.166817656737822201e-02,7.034035409231587099e-02,8.279382889469506790e-03
2.274054810962192619e+02,-1.727904900445232261e+00,4.946095494461597575e-01,4.814896222964350492e-01,4.043524205922446185e-02,7.037313686862195494e-02,1.360992183076418227e-01
2.274854970994198879e+02,-1.722272631490726180e+00,4.831648684132107130e-01,4.738988822709386262e-01,3.924468905770030214e-02,7.040500142775144021e-02,-7.947039226810392876e-03
2.275655131026205424e+02,-1.716637859866903204e+00,4.718334769522449790e-01,4.664295805274830120e-01,3.809481547856884837e-02,7.043599133682160174e-02,-3.166606468668024810e-02
2.276455291058211685e+02,-1.711000650593030636e+00,4.606150322300384126e-01,4.590798077879604255e-01,3.698400366291972052e-02,7.046615343387768737e-02,-1.129724664619033425e-02
2.277255451090218230e+02,-1.705361060719686517e+00,4.495091777668389077e-01,4.518476854322866498e-01,3.591071543145027412e-02,7.049555004816701609e-02,1.908290996207923917e-01
2.278055611122224491e+02,-1.699719139267958923e+00,4.385155423553748211e-01,4.447313650197998736e-01,3.487348746067896882e-02,7.052427590765603105e-02,9.493288130817659209e-02
2.278855771154231036e+02,-1.694074927383368179e+00,4.276337389949442236e-01,4.377290278186611872e-01,3.387092695981611112e-02,7.055248026081734070e-02,3.824259880439450504e-02
2.279655931186237297e+02,-1.688428458746350502e+00,4.168633638494354532e-01,4.308388843432577886e-01,3.290170762825913447e-02,7.058039469313784342e-02,1.554515688755834790e-01
2.280456091218243841e+02,-1.682779759466115799e+00,4.062039952354042360e-01,4.240591738993578774e-01,3.196456587482755796e-02,7.060834819337530321e-02,1.394739824733300382e-01
2.281256251250250102e+02,-1.677128834212385344e+00,3.956551926026594668e-01,4.173881641354746375e-01,3.105829728033992695e-02,7.063646710516943705e-02,-2.467875600103383582e-02
2.282056411282256647e+02,-1.671475666749331346e+00,3.852164956139935703e-01,4.108241506033121215e-01,3.018175328831104731e-02,7.066472079433616660e-02,1.537872231238363030e-01
2.282856571314262908e+02,-1.665820229512788186e+00,3.748874233178619564e-01,4.043654563269335478e-01,2.933383810824330765e-02,7.069316836082542577e-02,9.579456575660554030e-02
2.283656731346269453e+02,-1.660162485255155529e+00,3.646674733646545485e-01,3.980104313786241854e-01,2.851350581605948190e-02,7.072201486319207309e-02,-1.319473797138348004e-01
2.284456891378275714e+02,-1.654502389083626568e+00,3.545561213049239768e-01,3.917574524623437804e-01,2.771975763865497724e-02,7.075167287474634636e-02,-4.537594819364629273e-02
2.285257051410282259e+02,-1.648839882850042571e+00,3.445528199487669641e-01,3.856049225035586558e-01,2.695163940954654544e-02,7.078265423442614557e-02,9.767563594697191431e-02
2.286057211442288519e+02,-1.643174864075406916e+00,3.346569987264091384e-01,3.795512702428340823e-01,2.620823918261519503e-02,7.081492249545878748e-02,1.199914791425296945e-01
2.286857371474295064e+02,-1.637507210240559008e+00,3.248680633593095113e-01,3.735949498437003968e-01,2.548868499812473321e-02,7.084846253183341158e-02,4.365809506601801837e-02
2.287657531506301325e+02,-1.631836791633512806e+00,3.151853956086052011e-01,3.677344405066684807e-01,2.479214278704660115e-02,7.088357393115404803e-02,-2.654013376370316368e-02
2.288457691538307870e+02,-1.626163474735367931e+00,3.056083531128879205e-01,3.619682460893077769e-01,2.411781440426992440e-02,7.092094841301618824e-02,9.669012536108864686e-02
2.289257851570314131e+02,-1.620487086377166319e+00,2.961362692004200214e-01,3.562948947275020317e-01,2.346493577974452516e-02,7.096093658197702436e-02,-1.085578298053251622e-01
2.290058011602320676e+02,-1.614807402596072361e+00,2.867684529248181735e-01,3.507129384666869409e-01,2.283277518354003693e-02,7.100336404799942325e-02,1.273230288855234926e-01
2.290858171634326936e+02,-1.609124195316394612e+00,2.775041894697580225e-01,3.452209529092027940e-01,2.222063160031067033e-02,7.104851972764697488e-02,5.750555913473925224e-02
2.291658331666333481e+02,-1.603437238410276633e+00,2.683427405429975598e-01,3.398175368631357052e-01,2.162783319913584579e-02,7.109727236342747170e-02,6.981779301985262254e-02
2.292458491698339742e+02,-1.597746248245113687e+00,2.592833446434263389e-01,3.345013119869276186e-01,2.105373588964077822e-02,7.114989464625312565e-02,8.239663182914330752e-03
2.293258651730346287e+02,-1.592050889160968374e+00,2.503252177265051781e-01,3.292709224506082388e-01,2.049772196825668663e-02,7.120622395341766331e-02,1.546737132789136604e-01
2.294058811762352548e+02,-1.586350835616266552e+00,2.414675542548133380e-01,3.241250346144984862e-01,1.995919884947108813e-02,7.126689622750648212e-02,-1.574144192951955346e-01
2.294858971794359093e+02,-1.580645745143786973e+00,2.327095280252506060e-01,3.190623366998770472e-01,1.943759786465674294e-02,7.133280799732390209e-02,-1.278873488313857221e-02
2.295659131826365353e+02,-1.574935181586679001e+00,2.240502929070505300e-01,3.140815384557892331e-01,1.893237312568369149e-02,7.140368672376717907e-02,1.302532993547634577e-01
2.296459291858371898e+02,-1.569218711606528149e+00,2.154889844500153806e-01,3.091813708648450398e-01,1.844300046943660176e-02,7.147995696956434275e-02,3.692667548726671911e-03
2.297259451890378159e+02,-1.563495905569457722e+00,2.070247212242665724e-01,3.043605858395237451e-01,1.796897645567540128e-02,7.156273235081889172e-02,2.178211544890371054e-01
2.298059611922384704e+02,-1.557766225663604676e+00,1.986566057663533003e-01,2.996179559009453652e-01,1.750981741062355296e-02,7.165177873632716521e-02,1.155286817497871293e-01
2.298859771954390965e+02,-1.552029134343321237e+00,1.903837266047853916e-01,2.949522739088401013e-01,1.706505854577852060e-02,7.174753735955489986e-02,-1.734554244439551196e-03
2.299659931986397510e+02,-1.546284096773683281e+00,1.822051599329569949e-01,2.903623527785511027e-01,1.663425311759271844e-02,7.185114206824452787e-02,1.835444969666095438e-01
2.300460092018403770e+02,-1.540530458391058843e+00,1.741199707824059584e-01,2.858470251753211788e-01,1.621697162027511269e-02,7.196227314690134547e-02,6.525566103319126177e-02
2.301260252050410315e+02,-1.534767590284388916e+00,1.661272155053760413e-01,2.814051432752849857e-01,1.581280105209812922e-02,7.208174590177772456e-02,1.321704465061488420e-01
2.302060412082416576e+02,-1.528994822532834252e+00,1.582259433561707673e-01,2.770355784867034044e-01,1.542134420084867626e-02,7.221033090166299739e-02,1.406556773129145899e-02
2.302860572114423121e+02,-1.523211386904084863e+00,1.504151981433390628e-01,2.727372211770650035e-01,1.504221896819402278e-02,7.234781915335108948e-02,1.592860072718269016e-02
2.303660732146429382e+02,-1.517416565322350364e+00,1.426940209262813342e-01,2.685089804598504437e-01,1.467505775663889567e-02,7.249553638859380922e-02,1.457162179654520329e-01
2.304460892178435927e+02,-1.511609513813580108e+00,1.350614511669515072e-01,2.643497839056685450e-01,1.431950685117830586e-02,7.265341062035780839e-02,8.581695932125570081e-02
2.305261052210442188e+02,-1.505789392196385412e+00,1.275165293865470062e-01,2.602585773387376400e-01,1.397522587200341650e-02,7.282215067782281392e-02,1.457914938593596332e-03
2.306061212242448732e+02,-1.499955322499951338e+00,1.200582990011323931e-01,2.562343245972606431e-01,1.364188723709868108e-02,7.300255799164728776e-02,-1.038330423666113111e-02
2.306861372274454993e+02,-1.494106329939729916e+00,1.126858080375916088e-01,2.522760072928922903e-01,1.331917565027057951e-02,7.319462386388159159e-02,1.409799390035920141e-01
2.307661532306461538e+02,-1.488241479963198000e+00,1.053981118597881877e-01,2.483826246368320556e-01,1.300678764582248632e-02,7.339970103457503503e-02,2.510559675213586694e-01
2.308461692338467799e+02,-1.482359687085275546e+00,9.819427415249548652e-02,2.445531931739887976e-01,1.270443111091362071e-02,7.361755151799441454e-02,-5.316630846402034538e-03
2.309261852370474060e+02,-1.476459923870552915e+00,9.107336998329589040e-02,2.407867466486819652e-01,1.241182489349409307e-02,7.384958527697545183e-02,1.450090428639646267e-01
2.310062012402480605e+02,-1.470541013230251437e+00,8.403448659941294141e-02,2.370823357460410952e-01,1.212869836914178510e-02,7.409573259279170210e-02,-2.089810160836364783e-01
2.310862172434486865e+02,-1.464601814239236743e+00,7.707672630192746732e-02,2.334390279701735460e-01,1.185479109359474127e-02,7.435725657594041693e-02,-5.839554734746860154e-02
2.311662332466493410e+02,-1.458641055976554801e+00,7.019920733856732653e-02,2.298559074122990820e-01,1.158985241862198028e-02,7.463433208147428333e-02,1.457399737850889609e-01
2.312462492498499671e+02,-1.452657477998940738e+00,6.340106643988928370e-02,2.263320746343809309e-01,1.133364118099735966e-02,7.492812345047515643e-02,2.362659236244662453e-01
2.313262652530506216e+02,-1.446649700438161545e+00,5.668145976842685341e-02,2.228666464646401890e-01,1.108592536333783372e-02,7.523896509112736053e-02,8.591416831926232400e-02
2.314062812562512477e+02,-1.440616341361099506e+00,5.003956521957557413e-02,2.194587558950612804e-01,1.084648181950037364e-02,7.556805532218180410e-02,1.340189752238168386e-01
2.314862972594519022e+02,-1.434555892315025449e+00,4.347458324576283090e-02,2.161075518951527663e-01,1.061509597203366684e-02,7.591578295787762554e-02,1.061673872788396200e-01
2.315663132626525282e+02,-1.428466845285273346e+00,3.698573910745006632e-02,2.128121993380112931e-01,1.039156157757569615e-02,7.628350487424882809e-02,1.805944023529942877e-01
2.316463292658531827e+02,-1.422347543200984443e+00,3.057228338606602161e-02,2.095718788214387396e-01,1.017568045212183594e-02,7.667160584547524915e-02,-2.562346089443680308e-02
2.317263452690538088e+02,-1.416196339409710570e+00,2.423349433772240338e-02,2.063857866362803772e-01,9.967262279965093813e-03,7.708165787226663179e-02,1.446894629966460344e-01
2.318063612722544633e+02,-1.410011412739638370e+00,1.796867802695124514e-02,2.032531345911507692e-01,9.766124361865894180e-03,7.751409841848209969e-02,3.947158871558394122e-02
2.318863772754550894e+02,-1.403790949521787734e+00,1.177717074719385887e-02,2.001731500239371242e-01,9.572091465106279465e-03,7.797062461814899259e-02,4.935060799740034754e-02
2.319663932786557439e+02,-1.397532957556760991e+00,5.658339003391504168e-03,1.971450756484424971e-01,9.384995600866516408e-03,7.845194657511615766e-02,8.287096910373555059e-02
2.320464092818563699e+02,-1.391235412803247584e+00,-3.884183528724148484e-04,1.941681695852998102e-01,9.204675901044429009e-03,7.895969357357905671e-02,6.358107202506538269e-02
2.321264252850570244e+02,-1.384896141417979898e+00,-6.363669796367281764e-03,1.912417052721202271e-01,9.030978442967642003e-03,7.949508034248239929e-02,8.566389760061840497e-03
2.322064412882576505e+02,-1.378512871319562683e+00,-1.226794967247187527e-02,1.883649714841182377e-01,8.863756135873283523e-03,8.005964557933388515e-02,5.977527365142643739e-02
2.322864572914583050e+02,-1.372083211471319064e+00,-1.810175725229021954e-02,1.855372723360048381e-01,8.702868604717906714e-03,8.065512371810990011e-02,-7.816138875157141452e-03
2.323664732946589311e+02,-1.365604600899681831e+00,-2.386555601800085732e-02,1.827579272868113114e-01,8.548182081341922436e-03,8.128301823111315494e-02,2.325612047713493391e-01
2.324464892978595856e+02,-1.359074391529401682e+00,-2.955977194648890666e-02,1.800262712560146694e-01,8.399569356480163923e-03,8.194566519888939193e-02,1.560755108442448691e-01
2.325265053010602117e+02,-1.352489703622728801e+00,-3.518479347123121270e-02,1.773416546185389575e-01,8.256909676460809019e-03,8.264482599482704528e-02,4.684709285768664383e-02
2.326065213042608661e+02,-1.345847524063489065e+00,-4.074096956268553199e-02,1.747034433940884424e-01,8.120088741003160873e-03,8.338294403022021573e-02,2.455318368024331233e-01
2.326865373074614922e+02,-1.339144649999740810e+00,-4.622860891841225339e-02,1.721110193681107958e-01,7.988998670986827491e-03,8.416273527978726521e-02,2.162653251199958826e-01
2.327665533106621467e+02,-1.332377618040910816e+00,-5.164797922459301444e-02,1.695637802346326717e-01,7.863537990436691300e-03,8.498671816016849234e-02,1.382867782080171581e-01
2.328465693138627728e+02,-1.325542775780333304e+00,-5.699930513483731503e-02,1.670611398972302319e-01,7.743611690244635824e-03,8.585819071746528253e-02,3.819408036322088917e-02
2.329265853170634273e+02,-1.318636198457618258e+00,-6.228276738712397453e-02,1.646025286991146253e-01,7.629131258922789392e-03,8.678068278015448056e-02,1.174163699156795804e-01
2.330066013202640534e+02,-1.311653637131230621e+00,-6.749850153028021105e-02,1.621873937297777513e-01,7.520014753228685365e-03,8.775781085169882811e-02,1.494576472233805076e-01
2.330866173234647079e+02,-1.304590553342132253e+00,-7.264659566920436684e-02,1.598151992794829557e-01,7.416186943830794728e-03,8.879396789795400424e-02,2.312741716582345508e-01
2.331666333266653339e+02,-1.297442049865197289e+00,-7.772708887939284994e-02,1.574854272777315989e-01,7.317579453505926659e-03,8.989408374850664518e-02,7.730577999711971127e-02
2.332466493298659884e+02,-1.290202786886488040e+00,-8.273996951214232509e-02,1.551975777968880033e-01,7.224130927612253117e-03,9.106336854151196591e-02,4.033097969452720949e-02
2.333266653330666145e+02,-1.282866985123142456e+00,-8.768517232006696471e-02,1.529511697500587353e-01,7.135787300761916446e-03,9.230788271564621672e-02,3.240258304334108219e-01
2.334066813362672690e+02,-1.275428366407584502e+00,-9.256257574058768256e-02,1.507457416490339264e-01,7.052502091754259128e-03,9.363462369188849110e-02,2.359603464525746042e-01
2.334866973394678951e+02,-1.267880050164827743e+00,-9.737199915241509518e-02,1.485808524483029636e-01,6.974236738648135689e-03,9.505137568823207594e-02,1.311953822760276167e-01
2.335667133426685496e+02,-1.260214477579599812e+00,-1.021131992823870460e-01,1.464560825838152613e-01,6.900961027365269500e-03,9.656692649446604881e-02,1.091573724758393427e-02
2.336467293458691756e+02,-1.252423341829135506e+00,-1.067858658066314359e-01,1.443710352251166007e-01,6.832653621941673673e-03,9.819145560776582071e-02,1.515926536382599388e-01
2.337267453490698301e+02,-1.244497471008956690e+00,-1.113896165996122456e-01,1.423253377061491354e-01,6.769302677484908930e-03,9.993672472185954891e-02,2.156782470421925446e-01
2.338067613522704562e+02,-1.236426682884947281e+00,-1.159239922796490713e-01,1.403186432015962326e-01,6.710906567468228646e-03,1.018162851347124281e-01,1.816746636126835845e-01
2.338867773554711107e+02,-1.228199615834707048e+00,-1.203884498006395076e-01,1.383506327115184009e-01,6.657474754679840352e-03,1.038457888895751718e-01,1.905444753192571117e-01
2.339667933586717368e+02,-1.219803553499866799e+00,-1.247823545568505221e-01,1.364210174691327382e-01,6.609028860955335968e-03,1.060435638464652802e-01,1.155882499006951197e-01
2.340468093618723913e+02,-1.211224191159349095e+00,-1.291049712919171144e-01,1.345295417853581144e-01,6.565603939192785760e-03,1.084311796870119499e-01,2.261096827119014607e-01
2.341268253650730173e+02,-1.202445348116551349e+00,-1.333554533401535291e-01,1.326759864575130232e-01,6.527250007572682998e-03,1.110341554846634715e-01,5.663717306397186152e-02
2.342068413682736718e+02,-1.193448614973480204e+00,-1.375328297695571911e-01,1.308601728864458302e-01,6.494033913385621228e-03,1.138828789110452044e-01,7.561493518824224935e-02
2.342868573714742979e+02,-1.184212916675284166e+00,-1.416359899281583734e-01,1.290819680826422178e-01,6.466041610720660304e-03,1.170138033772839814e-01,7.276436602905109186e-02
2.343668733746749524e+02,-1.174713965330322907e+00,-1.456636647565244247e-01,1.273412907975074171e-01,6.443380962433568025e-03,1.204710157086633093e-01,6.183695545650703257e-02
2.344468893778755785e+02,-1.164923571790194012e+00,-1.496144039620969091e-01,1.256381191052720336e-01,6.426185219351012237e-03,1.243083265602896309e-01,3.221636250010702085e-01
2.345269053810762330e+02,-1.154808762857532756e+00,-1.534865480032273910e-01,1.239724998541836543e-01,6.414617372940801567e-03,1.285920505848546502e-01,-3.383648914546377728e-02
2.346069213842768590e+02,-1.144330637787883020e+00,-1.572781933925066211e-01,1.223445605679104875e-01,6.408875654688943324e-03,1.334047684964964620e-01,1.618006131824769878e-01
2.346869373874775135e+02,-1.133442870709544303e+00,-1.609871492517720160e-01,1.207545246133701761e-01,6.409200567111564620e-03,1.388505049798212376e-01,4.634868676413893274e-02
2.347669533906781396e+02,-1.122089722012366009e+00,-1.646108823003036570e-01,1.192027307821297011e-01,6.415883988205970875e-03,1.450619672368018975e-01,2.693697983450693556e-02
2.348469693938787941e+02,-1.110203357211100084e+00,-1.681464462942386939e-01,1.176896589439992424e-01,6.429281134497660637e-03,1.522108393357854417e-01,1.669617721208854488e-01
2.349269853970794202e+02,-1.097700169948175208e+00,-1.715903903019398991e-01,1.162159641904394192e-01,6.449826529351050490e-03,1.605227023201968861e-01,1.029169869914386970e-02
2.350070014002800747e+02,-1.084475631025743958e+00,-1.749386379240003286e-01,1.147825230516974354e-01,6.478055673329031344e-03,1.702990988750562040e-01,1.659499089668959315e-01
2.350870174034807008e+02,-1.070396974911304477e+00,-1.781863249403943805e-01,1.133904973727105359e-01,6.514635069096152802e-03,1.819510899334058351e-01,4.135496558342188766e-01
2.351670334066813552e+02,-1.055292545502225066e+00,-1.813275756798875260e-01,1.120414249960865610e-01,6.560405005701149678e-03,1.960514860623711053e-01,1.895125214682764903e-01
2.352470494098819813e+02,-1.038935687137493069e+00,-1.843551913022822286e-01,1.107373515388217350e-01,6.616441842760894740e-03,2.134184311228120301e-01,2.631329590698214260e-01
2.353270654130826358e+02,-1.021020110647302692e+00,-1.872602015059801617e-01,1.094810273487738239e-01,6.684151361900506245e-03,2.352546795460142559e-01,1.554886528010276936e-01
2.354070814162832619e+02,-1.001120374914456157e+00,-1.900311991571486114e-01,1.082762144561576351e-01,6.765414664133841648e-03,2.633878101424711460e-01,3.154185138185495729e-01
2.354870974194839164e+02,-9.786262814579789193e-01,-1.926533213298224356e-01,1.071281836835733525e-01,6.862825048017812297e-03,3.007047574236362264e-01,1.572111695539052667e-01
2.355671134226845425e+02,-9.526285840892521062e-01,-1.951066204572648177e-01,1.060445632377520347e-01,6.980093417845650156e-03,3.519809317662967452e-01,3.749483605791797403e-01
2.356471294258851970e+02,-9.217089607889722425e-01,-1.973633335145340839e-01,1.050368771304375504e-01,7.122785113642835994e-03,4.255664028902327867e-01,4.168483440203560320e-01
2.357271454290858230e+02,-8.835255662531248388e-01,-1.993830067969521447e-01,1.041235694818271607e-01,7.299772041052715425e-03,5.370928839175861391e-01,7.557494968661906398e-01
2.358071614322864775e+02,-8.339266511456320252e-01,-2.011031118058942135e-01,1.033365639014086484e-01,7.526389779802458366e-03,7.184389135522422087e-01,7.131420838332422907e-01
2.358871774354871036e+02,-7.648435434118402432e-01,-2.024190895316545225e-01,1.027375267476573761e-01,7.832283499192639262e-03,1.042163381263076616e+00,1.009232711306593533e+00
2.359671934386877581e+02,-6.585571435391578410e-01,-2.031355959386114129e-01,1.024664800520221075e-01,8.284910779502614731e-03,1.698910636577491307e+00,1.646199718988904381e+00
2.360472094418883842e+02,-4.692005339743150483e-01,-2.028201800354109130e-01,1.029320034165570469e-01,9.081662211078414190e-03,3.289929838832889697e+00,3.173606269524663404e+00
2.361272254450890387e+02,-5.258349895125104950e-02,-2.002046229290698753e-01,1.058394044451283766e-01,1.104812299507356918e-02,8.005793096741999904e+00,8.084547221482411672e+00
2.362072414482896647e+02,9.706283713641715716e-01,-1.915354590853384775e-01,1.162862386938093295e-01,1.663464223797240377e-02,1.679156674951883943e+01,1.693772995839633211e+01
2.362872574514903192e+02,1.877051055916910016e+00,-1.749833933095178706e-01,1.306660706731151422e-01,2.397934900223927177e-02,4.069323190015946778e+00,4.034598032357367359e+00
2.363672734546909453e+02,1.983697498256455471e+00,-1.557053352367009924e-01,1.451113029169737723e-01,3.116031422975070950e-02,1.518755074513267189e-01,2.244794585966319866e-01
2.364472894578915998e+02,1.982557618078721218e+00,-1.363001890671944327e-01,1.594829723664321630e-01,3.811121137837460149e-02,-8.003966689152514080e-02,-1.132413977675035405e-01
2.365273054610922259e+02,1.975450164742903691e+00,-1.169995946516910607e-01,1.737683077077219196e-01,4.482873545746233340e-02,-9.240208713636698101e-02,-5.054735180634185865e-02
2.366073214642928804e+02,1.968007963964620632e+00,-9.781868744252435188e-02,1.879583439235937015e-01,5.131209848802088802e-02,-9.333946818424181113e-02,-4.590437722751843086e-02
2.366873374674935064e+02,1.960525879643985947e+00,-7.876133006682231597e-02,2.020452173542844621e-01,5.756172759459260435e-02,-9.365720190678689105e-02,-2.341595801249808928e-01
2.367673534706941609e+02,1.953020817769316686e+00,-5.983103150813920412e-02,2.160219484530561118e-01,6.357914523554797359e-02,-9.392862777747294778e-02,-1.689724343463615275e-01
2.368473694738947870e+02,1.945494781530982875e+00,-4.103145749644831336e-02,2.298823542216939242e-01,6.936687909786766471e-02,-9.418152318024239356e-02,4.600062091119766494e-04
2.369273854770954415e+02,1.937949137700590185e+00,-2.236639015014062551e-02,2.436209752964645925e-01,7.492835618461135549e-02,-9.441886269737093107e-02,-2.823527529572961159e-01
2.370074014802960676e+02,1.930385172966453844e+00,-3.839652646263144384e-03,2.572330104374802584e-01,8.026778683962206007e-02,-9.463979427412427814e-02,-9.246046588483088080e-02
2.370874174834967221e+02,1.922804182258817995e+00,1.454496845897866250e-02,2.707142571371564665e-01,8.539004550235730628e-02,-9.484360398731966901e-02,-1.276333068990605502e-01
2.371674334866973481e+02,1.915207525956833745e+00,3.278379878472591907e-02,2.840610576220213290e-01,9.030055351067113600e-02,-9.503243698636724968e-02,-1.860330230628458037e-01
2.372474494898980026e+02,1.907596404669386292e+00,5.087334688138000355e-02,2.972702496780365022e-01,9.500516776187024892e-02,-9.520447537959371431e-02,-8.894272404065445281e-02
2.373274654930986287e+02,1.899972092364573761e+00,6.881036559947353859e-02,3.103391217965994486e-01,9.951007776052316067e-02,-9.536254313316938624e-02,-6.347135394620964655e-02
2.374074814962992832e+02,1.892335705219950759e+00,8.659190413023959421e-02,3.232653722745358338e-01,1.038217125586606282e-01,-9.550702633423849286e-02,-4.063837368495658992e-02
2.374874974994999093e+02,1.884688255011739200e+00,1.042153475671611651e-01,3.360470718856832795e-01,1.079466582491367260e-01,-9.563828128639866033e-02,-3.563721109651445951e-01
2.375675135027005638e+02,1.877030732197213725e+00,1.216784440370325404e-01,3.486826298246078482e-01,1.118915860925116107e-01,-9.575972601561805186e-02,7.261083742006763098e-02
2.376475295059011899e+02,1.869363899920397643e+00,1.389793204241239477e-01,3.611707626553712358e-01,1.156631909212558068e-01,-9.587153418360444546e-02,-1.422972256980765682e-01
2.377275455091018443e+02,1.861688424820388654e+00,1.561164859669177951e-01,3.735104659816229633e-01,1.192681391701157362e-01,-9.597508656751033151e-02,8.932497037213285584e-03
2.378075615123024704e+02,1.854004897778117167e+00,1.730888261573489129e-01,3.857009886242555585e-01,1.227130257319806877e-01,-9.607364832824143164e-02,-1.071583819796391168e-01
2.378875775155031249e+02,1.846313688468045777e+00,1.898955887369594420e-01,3.977418090942014817e-01,1.260043387451252328e-01,-9.616785803217842155e-02,-1.531181757920772046e-01
2.379675935187037510e+02,1.838615048193532164e+00,2.065363624740403636e-01,4.096326141404022514e-01,1.291484313897343916e-01,-9.625889254041425369e-02,-1.017277911911677046e-01
2.380476095219044055e+02,1.830909149019699367e+00,2.230110512782244314e-01,4.213732792054780685e-01,1.321514998079850178e-01,-9.634947003517232988e-02,2.207551891994208038e-01
2.381276255251050316e+02,1.823195999851310534e+00,2.393198454741171932e-01,4.329638506242208806e-01,1.350195663063965545e-01,-9.644112686757570774e-02,6.057724114532571369e-02
2.382076415283056861e+02,1.815475458026376776e+00,2.554631911137570377e-01,4.444045293979784206e-01,1.377584670601231798e-01,-9.653441639561402554e-02,-1.303005585353955997e-01
2.382876575315063121e+02,1.807747303867027089e+00,2.714417586313300212e-01,4.556956564033584067e-01,1.403738436190240246e-01,-9.663088160729166320e-02,-7.317349924769531166e-02
2.383676735347069382e+02,1.800011233416506595e+00,2.872564122293926325e-01,4.668376989143767086e-01,1.428711375959242358e-01,-9.673256734666832446e-02,1.602717362190543560e-02
2.384476895379075927e+02,1.792266811718948194e+00,3.029081806444720026e-01,4.778312383166701816e-01,1.452555879887176271e-01,-9.684046187826839125e-02,-3.814444872208427872e-02
2.385277055411082188e+02,1.784513499684762250e+00,3.183982295105067251e-01,4.886769588979485990e-01,1.475322306573206566e-01,-9.695508927133889010e-02,-8.784083448901550129e-02
2.386077215443088733e+02,1.776750694327008828e+00,3.337278358291258518e-01,4.993756376189144586e-01,1.497058995470731402e-01,-9.707743906964411140e-02,-1.151706062776660239e-01
2.386877375475094993e+02,1.768977727885966411e+00,3.488983649004351872e-01,5.099281347789215157e-01,1.517812293101486742e-01,-9.720873693926587733e-02,-2.040254629812994769e-01
2.387677535507101538e+02,1.761193864055147884e+00,3.639112496767827332e-01,5.203353854920901300e-01,1.537626590271053695e-01,-9.735017115688818223e-02,-2.175093200483149691e-02
2.388477695539107799e+02,1.753398280175616719e+00,3.787679725488338200e-01,5.305983919006063143e-01,1.556544367789960137e-01,-9.750228890767348444e-02,1.315386948896328512e-02
2.389277855571114344e+02,1.745590092391167580e+00,3.934700492972050268e-01,5.407182160533156035e-01,1.574606248585553037e-01,-9.766557161032529688e-02,1.257103797036559500e-01
2.390078015603120605e+02,1.737768367967385430e+00,4.080190152322422659e-01,5.506959733925401723e-01,1.591851054484018924e-01,-9.784065856321827459e-02,-1.518562721105152780e-01
2.390878175635127150e+02,1.729932125121557140e+00,4.224164133556214118e-01,5.605328267943141540e-01,1.608315866225372703e-01,-9.802825591502042912e-02,-3.252493412290655139e-02
2.391678335667133410e+02,1.722080333216391201e+00,4.366637843208240888e-01,5.702299811106885663e-01,1.624036085527703621e-01,-9.822907825655785574e-02,-1.009775837040511465e-01
2.392478495699139955e+02,1.714211913116599817e+00,4.507626580046553699e-01,5.797886781688136315e-01,1.639045498240282450e-01,-9.844381462807069716e-02,2.755284029978188887e-02
2.393278655731146216e+02,1.706325736851242336e+00,4.647145465070556813e-01,5.892101921856073288e-01,1.653376337809785435e-01,-9.867309540268418000e-02,-1.080831949626725741e-01
2.394078815763152761e+02,1.698420625073396417e+00,4.785209384077357964e-01,5.984958255610062228e-01,1.667059348439741961e-01,-9.891742331096589624e-02,-1.632129440544871357e-01
2.394878975795159022e+02,1.690495352655262185e+00,4.921832940796044276e-01,6.076469050146895423e-01,1.680123847446160501e-01,-9.917731558513401269e-02,-2.676293429598423090e-01
2.395679135827165567e+02,1.682548649483460945e+00,5.057030419492628548e-01,6.166647780369415299e-01,1.692597786433127360e-01,-9.945333547516990724e-02,-2.760336211363262349e-02
