t,x,v,z,e,dv_dt,dv_dt_noisy
1.238647729545909115e+01,2.993950826449502389e-01,6.611170329691758163e-02,2.166669164058221686e-01,6.485254677218333930e-01,-5.391459123181754354e-01,-5.292082174644564541e-01
1.239047809561912317e+01,2.996552672244205962e-01,6.395450602792321360e-02,2.168707010849268979e-01,6.485818676221990486e-01,-5.392352385967452699e-01,-5.447543004966499680e-01
1.239447889577915518e+01,2.999068205936926690e-01,6.179697236588202469e-02,2.170676751252855197e-01,6.486364469511124442e-01,-5.393141120186091264e-01,-5.432259694146521767e-01
1.239847969593918720e+01,3.001497414903243621e-01,5.963914405954143239e-02,2.172578426512392913e-01,6.486892003217903380e-01,-5.393825682027325596e-01,-5.599758902628059198e-01
1.240248049609921921e+01,3.003840288209017606e-01,5.748106270041782040e-02,2.174412077429087875e-01,6.487401225606983513e-01,-5.394406416347572453e-01,-5.321135612632619249e-01
1.240648129625925122e+01,3.006096816610396849e-01,5.532276972279645544e-02,2.176177744361938726e-01,6.487892087075511904e-01,-5.394883656663798099e-01,-5.415674272235881936e-01
1.241048209641928324e+01,3.008266992553811359e-01,5.316430640373158434e-02,2.177875467227737005e-01,6.488364540153127580e-01,-5.395257725149530392e-01,-5.395764601957423467e-01
1.241448289657931525e+01,3.010350810069697958e-01,5.100571394820531401e-02,2.179505285423357641e-01,6.488818539473393265e-01,-5.395528932580266890e-01,-5.504606594840601996e-01
1.241848369673934727e+01,3.012348264708331613e-01,4.884703352754611594e-02,2.181067237770591694e-01,6.489254041764792591e-01,-5.395697578257716565e-01,-5.333787795218508654e-01
1.242248449689937928e+01,3.014259353795474272e-01,4.668830608287996564e-02,2.182561362704266150e-01,6.489671005918261626e-01,-5.395763950148250165e-01,-5.333184512914452835e-01
1.242648529705941129e+01,3.016084076280121096e-01,4.452957245995417535e-02,2.183987698167026981e-01,6.490069392940147619e-01,-5.395728324838849899e-01,-5.377644603435692838e-01
1.243048609721944331e+01,3.017822432730484783e-01,4.237087341248742256e-02,2.185346281606475594e-01,6.490449165951062138e-01,-5.395590967532692961e-01,-5.554568285317537102e-01
1.243448689737947532e+01,3.019474425333995016e-01,4.021224960216970845e-02,2.186637149975166894e-01,6.490810290185881071e-01,-5.395352132048435445e-01,-5.479667883793851724e-01
1.243848769753950734e+01,3.021040057897301234e-01,3.805374159866241335e-02,2.187860339730611225e-01,6.491152732993743513e-01,-5.395012060821584576e-01,-5.398524010596434941e-01
1.244248849769953935e+01,3.022519335846269861e-01,3.589538987959824123e-02,2.189015886835272984e-01,6.491476463838049549e-01,-5.394570984907963718e-01,-5.478343428548235750e-01
1.244648929785957137e+01,3.023912266225984302e-01,3.373723483058127526e-02,2.190103826756570615e-01,6.491781454296466913e-01,-5.394029123989242391e-01,-5.355482269021062391e-01
1.245049009801960338e+01,3.025218857700747721e-01,3.157931674518690834e-02,2.191124194466878006e-01,6.492067678060923219e-01,-5.393386686380545747e-01,-5.292841635327291128e-01
1.245449089817963539e+01,3.026439120554080819e-01,2.942167582496193340e-02,2.192077024443522815e-01,6.492335110937610398e-01,-5.392643869040107951e-01,-5.468233202416271643e-01
1.245849169833966741e+01,3.027573066688720727e-01,2.726435217942445310e-02,2.192962350668787586e-01,6.492583730846985812e-01,-5.391800857580970607e-01,-5.409973108856718227e-01
1.246249249849969942e+01,3.028620709626623775e-01,2.510738582606393543e-02,2.193780206629909191e-01,6.492813517823767810e-01,-5.390857826284740639e-01,-5.459421874258038043e-01
1.246649329865973144e+01,3.029582064508964945e-01,2.295081669034119976e-02,2.194530625319079109e-01,6.493024454016939062e-01,-5.389814938117341026e-01,-5.286727506225954443e-01
1.247049409881976345e+01,3.030457148027735359e-01,2.079468468770808917e-02,2.195213639195580657e-01,6.493216523659207651e-01,-5.388672344737165387e-01,-5.299017052453696142e-01
1.247449489897979547e+01,3.031245978423893761e-01,1.863902973315484379e-02,2.195829280185836174e-01,6.493389713065110813e-01,-5.387430186512436325e-01,-5.121269684341629436e-01
1.247849569913982748e+01,3.031948575581707161e-01,1.648389163307074912e-02,2.196377579739615948e-01,6.493544010669143329e-01,-5.386088592559371557e-01,-5.385376868192018884e-01
1.248249649929985949e+01,3.032564960974372115e-01,1.432931014937421574e-02,2.196858568800981737e-01,6.493679407000442216e-01,-5.384647680754591770e-01,-5.478049360413573821e-01
1.248649729945989151e+01,3.033095157663927011e-01,1.217532499962037905e-02,2.197272277808237639e-01,6.493795894682742320e-01,-5.383107557753592509e-01,-5.342145328783537428e-01
1.249049809961992352e+01,3.033539190301250965e-01,1.002197585700108189e-02,2.197618736693929542e-01,6.493893468434374094e-01,-5.381468319011191159e-01,-5.404707505028063519e-01
1.249449889977995554e+01,3.033897085125829562e-01,7.869302351313559735e-03,2.197897974884960304e-01,6.493972125067922763e-01,-5.379730048804848286e-01,-5.360606919814172588e-01
1.249849969993998755e+01,3.034168869961202941e-01,5.717344088256811653e-03,2.198110021304949535e-01,6.494031863483306077e-01,-5.377892820276901631e-01,-5.253488807313269060e-01
1.250250050010001956e+01,3.034354574214808697e-01,3.566140648373353900e-03,2.198254904375000485e-01,6.494072684666861717e-01,-5.375956695457250190e-01,-5.404413862885241171e-01
1.250650130026005158e+01,3.034454228876833914e-01,1.415731588586361007e-03,2.198332652014663435e-01,6.494094591689223428e-01,-5.373921725289874107e-01,-5.301592418713279020e-01
1.251050210042008359e+01,3.034467866524828694e-01,-7.338434201871939320e-04,2.198341203491999407e-01,6.494097589707381601e-01,-5.371784784598996332e-01,-5.583384510957046798e-01
1.251450290058011561e+01,3.034395521404627538e-01,-2.882538694151486319e-03,2.198268618749393000e-01,6.494081686045821700e-01,-5.369520554376506771e-01,-5.263600058437438722e-01
1.251850370074014762e+01,3.034237229746892250e-01,-5.030300994459795463e-03,2.198110691511674930e-01,6.494046890535225547e-01,-5.367120847711077669e-01,-5.353544905385291264e-01
1.252250450090017964e+01,3.033993029972472666e-01,-7.177076062313459195e-03,2.197866426459390565e-01,6.493993215702446031e-01,-5.364584688583478034e-01,-5.388336062505327817e-01
1.252650530106021165e+01,3.033662962689118725e-01,-9.322809206023541587e-03,2.197536341999798692e-01,6.493920676769573408e-01,-5.361912605431884415e-01,-5.411707922144587402e-01
1.253050610122024366e+01,3.033247070659397804e-01,-1.146744610728272704e-02,2.197120449970078049e-01,6.493829291632930989e-01,-5.359104610094219678e-01,-5.217170948425629007e-01
1.253450690138027568e+01,3.032745398829063688e-01,-1.361093240018369788e-02,2.196618778139743933e-01,6.493719080873455729e-01,-5.356160720784344242e-01,-5.406482261694542935e-01
1.253850770154030769e+01,3.032157994318866456e-01,-1.575321372160921884e-02,2.196031373629546979e-01,6.493590067747795347e-01,-5.353080965494823040e-01,-5.225899008046951399e-01
1.254250850170033971e+01,3.031484906423239090e-01,-1.789423571922006337e-02,2.195358285733919335e-01,6.493442278170349358e-01,-5.349865364855043159e-01,-5.400130161278844376e-01
1.254650930186037172e+01,3.030726186610608330e-01,-2.003394405102459572e-02,2.194599565921288298e-01,6.493275740728324807e-01,-5.346513932179499662e-01,-5.341399452521613522e-01
1.255051010202040374e+01,3.029881888525824407e-01,-2.217228438058982398e-02,2.193755267836504930e-01,6.493090486718680054e-01,-5.343026673526612980e-01,-5.306924614758792291e-01
1.255451090218043575e+01,3.028952067988239238e-01,-2.430920236515898142e-02,2.192825447298919483e-01,6.492886550074491447e-01,-5.339403587755644498e-01,-5.136294335506187414e-01
1.255851170234046776e+01,3.027936782991624276e-01,-2.644464365533133465e-02,2.191810162302304521e-01,6.492663967362476418e-01,-5.335644666580214857e-01,-5.309986944542969267e-01
1.256251250250049978e+01,3.026836093704172725e-01,-2.857855389506223226e-02,2.190709473014853248e-01,6.492422777782986820e-01,-5.331749894624375763e-01,-5.307279746329705006e-01
1.256651330266053179e+01,3.025650062468499546e-01,-3.071087872166308741e-02,2.189523441779179513e-01,6.492163023170010039e-01,-5.327719249481354113e-01,-5.333535023817977949e-01
1.257051410282056381e+01,3.024378753801638675e-01,-3.284156376580135706e-02,2.188252133112319198e-01,6.491884747991168991e-01,-5.323552701774907359e-01,-5.352748882518506557e-01
1.257451490298059582e+01,3.023022234395048580e-01,-3.497055465150056969e-02,2.186895613705728547e-01,6.491587999347726567e-01,-5.319250215223330081e-01,-5.378880717625011965e-01
1.257851570314062783e+01,3.021580573114605039e-01,-3.709779699614031839e-02,2.185453952425285284e-01,6.491272826974576748e-01,-5.314811746706064044e-01,-5.132909345315466165e-01
1.258251650330065985e+01,3.020053841001053008e-01,-3.922323640822947960e-02,2.183927220311732975e-01,6.490939283232004531e-01,-5.310237246335216543e-01,-5.162134508457912885e-01
1.258651730346069186e+01,3.018442111276248840e-01,-4.134681844452894189e-02,2.182315490586928808e-01,6.490587422992356581e-01,-5.305526657565518001e-01,-5.373105039768906188e-01
1.259051810362072388e+01,3.016745459334876922e-01,-4.346848864562860570e-02,2.180618838645557167e-01,6.490217303840043472e-01,-5.300679917226231996e-01,-5.283378884083586025e-01
1.259451890378075589e+01,3.014963962752852389e-01,-4.558819252859858118e-02,2.178837342063532911e-01,6.489828985962704522e-01,-5.295696955619091373e-01,-5.412112797506282158e-01
1.259851970394078791e+01,3.013097701290656238e-01,-4.770587557479613605e-02,2.176971080601336483e-01,6.489422532092847806e-01,-5.290577696609570779e-01,-5.195144804420053219e-01
1.260252050410081992e+01,3.011146756893334775e-01,-4.982148322986572342e-02,2.175020136204014742e-01,6.488998007507847943e-01,-5.285322057705965637e-01,-5.215258239697603271e-01
1.260652130426085193e+01,3.009111213690500164e-01,-5.193496090373895396e-02,2.172984593001180409e-01,6.488555480029948308e-01,-5.279929950141014627e-01,-5.267270063584312823e-01
1.261052210442088395e+01,3.006991157996331543e-01,-5.404625397063461678e-02,2.170864537307011510e-01,6.488095020026263260e-01,-5.274401278956083461e-01,-5.353686878491973333e-01
1.261452290458091596e+01,3.004786678309572800e-01,-5.615530776905864468e-02,2.168660057620252768e-01,6.487616700408773696e-01,-5.268735943087869966e-01,-5.190686625891084427e-01
1.261852370474094798e+01,3.002497865313534242e-01,-5.826206760180417665e-02,2.166371244624214765e-01,6.487120596634328162e-01,-5.262933835457637155e-01,-5.199745910456163855e-01
1.262252450490097999e+01,3.000124811876093145e-01,-6.036647873595149538e-02,2.163998191186773390e-01,6.486606786704646188e-01,-5.256994843062947620e-01,-5.273416119009142200e-01
1.262652530506101201e+01,2.997667613049690427e-01,-6.246848640286806892e-02,2.161540992360370950e-01,6.486075351166314951e-01,-5.250918847071880391e-01,-5.175669792506870648e-01
1.263052610522104402e+01,2.995126366075776536e-01,-6.456803579183316433e-02,2.158999745386456781e-01,6.485526373075530815e-01,-5.244705722931526370e-01,-5.377591704787118010e-01
1.263452690538107603e+01,2.992501170414116340e-01,-6.666507199803764494e-02,2.156374549724796585e-01,6.484959937815245601e-01,-5.238355340546758665e-01,-5.296709900567536655e-01
1.263852770554110805e+01,2.989792127701909608e-01,-6.875954007843425309e-02,2.153665507012590130e-01,6.484376133488156668e-01,-5.231867564270786808e-01,-5.325495176560419708e-01
1.264252850570114006e+01,2.986999341778855399e-01,-7.085138503580078184e-02,2.150872721089535644e-01,6.483775050669086104e-01,-5.225242253067430287e-01,-5.212367344997178575e-01
1.264652930586117208e+01,2.984122918694258608e-01,-7.294055181025482781e-02,2.147996298004938853e-01,6.483156782342719415e-01,-5.218479260633400729e-01,-5.050226699119697571e-01
1.265053010602120409e+01,2.981162966707033291e-01,-7.502698527925390215e-02,2.145036346017713258e-01,6.482521423903606639e-01,-5.211578435504612417e-01,-5.205282762801144436e-01
1.265453090618123611e+01,2.978119596285700443e-01,-7.711063025759534728e-02,2.141992975596380688e-01,6.481869073156163452e-01,-5.204539621164909757e-01,-5.089405350376472459e-01
1.265853170634126812e+01,2.974992920108389671e-01,-7.919143149741637855e-02,2.138866299419069639e-01,6.481199830314665622e-01,-5.197362656157208383e-01,-5.199116451009144768e-01
1.266253250650130013e+01,2.971783053062837521e-01,-8.126933368819409809e-02,2.135656432373517766e-01,6.480513798003256776e-01,-5.190047374197033214e-01,-5.229311527258068137e-01
1.266653330666133215e+01,2.968490112246389701e-01,-8.334428145674545318e-02,2.132363491557069668e-01,6.479811081255941740e-01,-5.182593604288430189e-01,-5.079969922622373790e-01
1.267053410682136416e+01,2.965114216965997751e-01,-8.541621936722726405e-02,2.128987596276677996e-01,6.479091787516589873e-01,-5.175001170842239429e-01,-5.119468467253598387e-01
1.267453490698139618e+01,2.961655488738222930e-01,-8.748509192113620991e-02,2.125528868048903175e-01,6.478356026638933951e-01,-5.167269893796713198e-01,-5.024140797530725067e-01
1.267853570714142819e+01,2.958114051289232882e-01,-8.955084355730884293e-02,2.121987430599913405e-01,6.477603910886573502e-01,-5.159399588740450904e-01,-5.060806481000910129e-01
1.268253650730146020e+01,2.954490030568003855e-01,-9.161341864320511619e-02,2.118363409878684100e-01,6.476835554850136623e-01,-5.151390067066881073e-01,-5.231507692985860603e-01
1.268653730746149222e+01,2.950783554803287911e-01,-9.367276142480539247e-02,2.114656934113968156e-01,6.476051075201424423e-01,-5.143241136227464372e-01,-5.396919192503984997e-01
1.269053810762152423e+01,2.946994754416831230e-01,-9.572881608120467622e-02,2.110868133727511198e-01,6.475250591320945714e-01,-5.134952599666267048e-01,-5.120184396490187195e-01
1.269453890778155625e+01,2.943123762070417038e-01,-9.778152671298161180e-02,2.106997141381097283e-01,6.474434224877690935e-01,-5.126524257053279854e-01,-5.243179000571978055e-01
1.269853970794158826e+01,2.939170712675172048e-01,-9.983083733729349041e-02,2.103044091985851738e-01,6.473602099761635031e-01,-5.117955904437537784e-01,-5.257936535885922025e-01
1.270254050810162028e+01,2.935135743391563690e-01,-1.018766918878762223e-01,2.099009122702243657e-01,6.472754342083730794e-01,-5.109247334381911143e-01,-5.256426131611846575e-01
1.270654130826165229e+01,2.931018993629403435e-01,-1.039190342150443230e-01,2.094892372940083403e-01,6.471891080175909972e-01,-5.100398336100141483e-01,-5.163647519311835854e-01
1.271054210842168430e+01,2.926820605047844581e-01,-1.059578080856909271e-01,2.090693984358524271e-01,6.471012444591085488e-01,-5.091408695596091327e-01,-5.110563750108696457e-01
1.271454290858171632e+01,2.922540721555382248e-01,-1.079929571832877883e-01,2.086414100866062216e-01,6.470118568103147005e-01,-5.082278195805185472e-01,-5.080940973945942130e-01
1.271854370874174833e+01,2.918179489309855046e-01,-1.100244251078852792e-01,2.082052868620535291e-01,6.469209585706967580e-01,-5.073006616738024999e-01,-4.867770419905148027e-01
1.272254450890178035e+01,2.913737056718443408e-01,-1.120521553761123917e-01,2.077610436029123375e-01,6.468285634618397006e-01,-5.063593735626149561e-01,-5.184076590526188744e-01
1.272654530906181236e+01,2.909213574437669592e-01,-1.140760914211767368e-01,2.073086953748349837e-01,6.467346854274266255e-01,-5.054039327069933529e-01,-5.054369719514076875e-01
1.273054610922184438e+01,2.904609195373399344e-01,-1.160961765928645306e-01,2.068482574684079589e-01,6.466393386332384141e-01,-5.044343163188581558e-01,-5.168057581469585049e-01
1.273454690938187639e+01,2.899924074680840236e-01,-1.181123541575406083e-01,2.063797453991520203e-01,6.465425374671540659e-01,-5.034505013772209159e-01,-5.133362494522483166e-01
1.273854770954190840e+01,2.895158369803965681e-01,-1.201245672873006848e-01,2.059031749114645926e-01,6.464442965155058340e-01,-5.024524646519284987e-01,-5.017214625791379667e-01
1.274254850970194042e+01,2.890312240532264543e-01,-1.221327590219735137e-01,2.054185619842945065e-01,6.463446305539756187e-01,-5.014401827307921611e-01,-4.971930744210364961e-01
1.274654930986197243e+01,2.885385848880004378e-01,-1.241368723059478180e-01,2.049259228190684345e-01,6.462435546221535487e-01,-5.004136320096784774e-01,-5.132088454659300414e-01
1.275055011002200445e+01,2.880379359157835273e-01,-1.261368499905248519e-01,2.044252738468515518e-01,6.461410839596070099e-01,-4.993727887239169383e-01,-4.878759158793190553e-01
1.275455091018203646e+01,2.875292937976783314e-01,-1.281326348333102216e-01,2.039166317287463281e-01,6.460372340029949534e-01,-4.983176289653064028e-01,-5.075638886071747180e-01
1.275855171034206847e+01,2.870126754248245593e-01,-1.301241694982137598e-01,2.034000133558926116e-01,6.459320203860691167e-01,-4.972481286984656301e-01,-4.876120434227828593e-01
1.276255251050210049e+01,2.864880979183994647e-01,-1.321113965554496228e-01,2.028754358494675170e-01,6.458254589396729139e-01,-4.961642637773790998e-01,-4.966349576893477336e-01
1.276655331066213250e+01,2.859555786296175683e-01,-1.340942584815362493e-01,2.023429165606855651e-01,6.457175656917419904e-01,-4.950660099621330135e-01,-4.859559465971184933e-01
1.277055411082216452e+01,2.854151351397305469e-01,-1.360726976592963600e-01,2.018024730707985992e-01,6.456083568673043338e-01,-4.939533429358399230e-01,-4.882392523800328510e-01
1.277455491098219653e+01,2.848667852600277328e-01,-1.380466563778569578e-01,2.012541231910957573e-01,6.454978488884796084e-01,-4.928262383217494880e-01,-4.956454885862263682e-01
1.277855571114222855e+01,2.843105470318355588e-01,-1.400160768326493277e-01,2.006978849629035555e-01,6.453860583744801538e-01,-4.916846717005411427e-01,-4.868595875987858923e-01
1.278255651130226056e+01,2.837464387265178356e-01,-1.419809011254090925e-01,2.001337766575858601e-01,6.452730021416100969e-01,-4.905286186277975635e-01,-5.039123322468610500e-01
1.278655731146229257e+01,2.831744788454757522e-01,-1.439410712641761014e-01,1.995618167765437767e-01,6.451586972032657963e-01,-4.893580546516544949e-01,-5.023195168660711252e-01
1.279055811162232459e+01,2.825946861201478755e-01,-1.458965291632944861e-01,1.989820240512159000e-01,6.450431607699357306e-01,-4.881729553306251579e-01,-4.916954030232481565e-01
1.279455891178235660e+01,2.820070795122736618e-01,-1.478472166438438984e-01,1.983944174433416585e-01,6.449264102470952942e-01,-4.869732962521808872e-01,-4.732112409630852556e-01
1.279855971194238862e+01,2.814116782257048976e-01,-1.497930754324187375e-01,1.977990161567728944e-01,6.448084631632146069e-01,-4.857590530764271941e-01,-4.931934039227348632e-01
1.280256051210242063e+01,2.808085016983681848e-01,-1.517340471094111021e-01,1.971958396294362370e-01,6.446893372789176402e-01,-4.845302015349961522e-01,-4.904826932868364686e-01
1.280656131226245265e+01,2.801975695995373994e-01,-1.536700731499178185e-01,1.965849075306054239e-01,6.445690505637213796e-01,-4.832867174449718695e-01,-4.666052111477914099e-01
1.281056211242248466e+01,2.795789018340620879e-01,-1.556010949400944698e-01,1.959662397651301402e-01,6.444476211524486908e-01,-4.820285767373312380e-01,-4.815644285124971447e-01
1.281456291258251667e+01,2.789525185423679110e-01,-1.575270537771555346e-01,1.953398564734359355e-01,6.443250673452287636e-01,-4.807557554758120633e-01,-4.807183532564075490e-01
1.281856371274254869e+01,2.783184401004563102e-01,-1.594478908693743591e-01,1.947057780315243347e-01,6.442014076074968898e-01,-4.794682298759308514e-01,-4.899392994596884487e-01
1.282256451290258070e+01,2.776766871199046749e-01,-1.613635473360831019e-01,1.940640250509727271e-01,6.440766605699947966e-01,-4.781659763241487004e-01,-4.775312686816430841e-01
1.282656531306261272e+01,2.770272804478663420e-01,-1.632739642076728448e-01,1.934146183789343665e-01,6.439508450287700914e-01,-4.768489713971815203e-01,-4.708878980599878750e-01
1.283056611322264473e+01,2.763702411670704850e-01,-1.651790824255934265e-01,1.927575790981385095e-01,6.438239799451768164e-01,-4.755171918814498078e-01,-4.760496476506068664e-01
1.283456691338267674e+01,2.757055905958222253e-01,-1.670788428423536365e-01,1.920929285268902220e-01,6.436960844458751163e-01,-4.741706147926663117e-01,-4.665000365977758912e-01
1.283856771354270876e+01,2.750333502880025205e-01,-1.689731862215210489e-01,1.914206882190705450e-01,6.435671778228313489e-01,-4.728092173955563693e-01,-4.694956801144737346e-01
1.284256851370274077e+01,2.743535420330683872e-01,-1.708620532377221057e-01,1.907408799641364117e-01,6.434372795333178630e-01,-4.714329772237079164e-01,-4.609055971857264344e-01
1.284656931386277279e+01,2.736661878560526229e-01,-1.727453844766421165e-01,1.900535257871206474e-01,6.433064091999135536e-01,-4.700418720995471755e-01,-4.617511330915507473e-01
1.285057011402280480e+01,2.729713100175639728e-01,-1.746231204350252308e-01,1.893586479486319973e-01,6.431745866105034182e-01,-4.686358801544366903e-01,-4.699455728191134773e-01
1.285457091418283682e+01,2.722689310137870744e-01,-1.764952015206744662e-01,1.886562689448550711e-01,6.430418317182783339e-01,-4.672149798488908212e-01,-4.584954864737355584e-01
1.285857171434286883e+01,2.715590735837123404e-01,-1.783615680893715916e-01,1.879464115147803371e-01,6.429081645740275519e-01,-4.657791500107700267e-01,-4.477051400293615702e-01
1.286257251450290084e+01,2.708417607149692374e-01,-1.802221603765166158e-01,1.872290986460372342e-01,6.427736053725419119e-01,-4.643283698645971347e-01,-4.612666865588844756e-01
1.286657331466293286e+01,2.701170156313140169e-01,-1.820769184705006427e-01,1.865043535623820137e-01,6.426381745357504505e-01,-4.628626190231425186e-01,-4.750454882798037515e-01
1.287057411482296487e+01,2.693848617969344383e-01,-1.839257823947813009e-01,1.857721997280024073e-01,6.425018926122785246e-01,-4.613818775221671942e-01,-4.594492163401576734e-01
1.287457491498299689e+01,2.686453229164821321e-01,-1.857686921081918019e-01,1.850326608475501566e-01,6.423647802770001691e-01,-4.598861258414195796e-01,-4.618582712052896055e-01
1.287857571514302890e+01,2.678984229350728219e-01,-1.876055875049408850e-01,1.842857608661408186e-01,6.422268583310380974e-01,-4.583753449256304235e-01,-4.324440503040515860e-01
1.288257651530306092e+01,2.671441860382859357e-01,-1.894364084146127336e-01,1.835315239693539047e-01,6.420881477017630345e-01,-4.568495162055894454e-01,-4.492895633827763691e-01
1.288657731546309293e+01,2.663826366521648836e-01,-1.912610946021670588e-01,1.827699745832328804e-01,6.419486694427946061e-01,-4.553086216193009683e-01,-4.663714378633342372e-01
1.289057811562312494e+01,2.656137994432170579e-01,-1.930795857679391547e-01,1.820011373742850547e-01,6.418084447340008936e-01,-4.537526436332125490e-01,-4.556387852844590025e-01
1.289457891578315696e+01,2.648376993184137218e-01,-1.948918215476396765e-01,1.812250372494817185e-01,6.416674948814981017e-01,-4.521815652635127192e-01,-4.375750981508097492e-01
1.289857971594318897e+01,2.640543614251899540e-01,-1.966977415123548900e-01,1.804416993562579785e-01,6.415258413176515573e-01,-4.505953700974931753e-01,-4.622312539795422337e-01
1.290258051610322099e+01,2.632638111514449264e-01,-1.984972851685465334e-01,1.796511490825129231e-01,6.413835056010743774e-01,-4.489940423149720305e-01,-4.539404580884968121e-01
1.290658131626325300e+01,2.624660741255415708e-01,-2.002903919580518721e-01,1.788534120566095398e-01,6.412405094166288011e-01,-4.473775667097709130e-01,-4.474023516904322983e-01
1.291058211642328502e+01,2.616611762163067456e-01,-2.020770012580836439e-01,1.780485141473747701e-01,6.410968745754251907e-01,-4.457459287112446322e-01,-4.472755521025302827e-01
1.291458291658331703e+01,2.608491435330313468e-01,-2.038570523812301416e-01,1.772364814640993713e-01,6.409526230148223647e-01,-4.440991144058560325e-01,-4.500852767718855341e-01
1.291858371674334904e+01,2.600300024254710851e-01,-2.056304845755339006e-01,1.764173403565390819e-01,6.408077767983535455e-01,-4.424371105588006947e-01,-4.411909285994397023e-01
1.292258451690338106e+01,2.592037794891264291e-01,-2.073972371249239444e-01,1.755911174201943981e-01,6.406623580097878801e-01,-4.407599046545939148e-01,-4.549435582455628735e-01
1.292658531706341307e+01,2.583705015751757150e-01,-2.091572491938051004e-01,1.747578395062436840e-01,6.405163888679599182e-01,-4.390674849293462745e-01,-4.449393002611746750e-01
1.293058611722344509e+01,2.575301957798754593e-01,-2.109104598071024905e-01,1.739175337109434838e-01,6.403698917772487897e-01,-4.373598403676142166e-01,-4.434402517513425512e-01
1.293458691738347710e+01,2.566828894426940177e-01,-2.126568079729293792e-01,1.730702273737620422e-01,6.402228892218351231e-01,-4.356369607290848101e-01,-4.387525659930719968e-01
1.293858771754350911e+01,2.558286101463113638e-01,-2.143962326825872289e-01,1.722159480773793605e-01,6.400754037657016005e-01,-4.338988365705156447e-01,-4.370030185169740955e-01
1.294258851770354113e+01,2.549673857166191993e-01,-2.161286729105657001e-01,1.713547236476871960e-01,6.399274580526324030e-01,-4.321454592676715611e-01,-4.322993715907419432e-01
1.294658931786357314e+01,2.540992442227209547e-01,-2.178540676145426513e-01,1.704865821537889237e-01,6.397790748062135435e-01,-4.303768210372508340e-01,-4.339941556120526789e-01
1.295059011802360516e+01,2.532242139769317335e-01,-2.195723557353841671e-01,1.696115519079997580e-01,6.396302768298324226e-01,-4.285929149587980325e-01,-4.329179714240449228e-01
1.295459091818363717e+01,2.523423235347785343e-01,-2.212834761971445019e-01,1.687296614658465310e-01,6.394810870066786057e-01,-4.267937349965966187e-01,-4.233414439517162453e-01
1.295859171834366919e+01,2.514536016949998620e-01,-2.229873679070661086e-01,1.678409396260678310e-01,6.393315282997431570e-01,-4.249792760215361787e-01,-4.161477172510255618e-01
1.296259251850370120e+01,2.505580774995460058e-01,-2.246839697555796378e-01,1.669454154306140026e-01,6.391816237518189725e-01,-4.231495338329509526e-01,-4.137047401683782155e-01
1.296659331866373321e+01,2.496557802335790666e-01,-2.263732206163039107e-01,1.660431181646470633e-01,6.390313964855003359e-01,-4.213045051804215624e-01,-4.330066068151690595e-01
1.297059411882376523e+01,2.487467394254727626e-01,-2.280550593460460018e-01,1.651340773565407594e-01,6.388808697031836958e-01,-4.194441877855369372e-01,-4.171583422096742932e-01
1.297459491898379724e+01,2.478309848468125964e-01,-2.297294247848011284e-01,1.642183227778805932e-01,6.387300666870668886e-01,-4.175685803636101645e-01,-4.102904343301436718e-01
1.297859571914382926e+01,2.469085465123957435e-01,-2.313962557557527888e-01,1.632958844434637125e-01,6.385790107991496933e-01,-4.156776826453427165e-01,-4.185394598063162941e-01
1.298259651930386127e+01,2.459794546802310800e-01,-2.330554910652725131e-01,1.623667926112990767e-01,6.384277254812333879e-01,-4.137714953984327204e-01,-4.092977671470844347e-01
1.298659731946389329e+01,2.450437398498370445e-01,-2.347070695543766461e-01,1.614310777809050412e-01,6.382762342167628278e-01,-4.118500204496520212e-01,-4.142502344573197326e-01
1.299059811962392530e+01,2.441014327689568775e-01,-2.363509302153622427e-01,1.604887707000248742e-01,6.381245604249143888e-01,-4.099132607309393661e-01,-4.063507460068421229e-01
1.299459891978395731e+01,2.431525644512123607e-01,-2.379870118056537920e-01,1.595399023822803575e-01,6.379727277399156460e-01,-4.079612203076087851e-01,-4.233972938005615139e-01
1.299859971994398933e+01,2.421971661542771936e-01,-2.396152531027332111e-01,1.585845040853451904e-01,6.378207598481454577e-01,-4.059939043727360808e-01,-4.015938484033370059e-01
1.300260052010402134e+01,2.412352693778188895e-01,-2.412355929408180333e-01,1.576226073088868862e-01,6.376686804625439908e-01,-4.040113192670299891e-01,-4.090473457542996294e-01
1.300660132026405336e+01,2.402669058634986088e-01,-2.428479702108613525e-01,1.566542437945666055e-01,6.375165133226129432e-01,-4.020134725000795717e-01,-4.095843933654200186e-01
1.301060212042408537e+01,2.392921075949712151e-01,-2.444523238605517401e-01,1.556794455260392118e-01,6.373642821944156545e-01,-4.000003727714807056e-01,-4.032155432348290547e-01
1.301460292058411738e+01,2.383109067978853579e-01,-2.460485928943134670e-01,1.546982447289533547e-01,6.372120108705768837e-01,-3.979720299918347304e-01,-3.883357994853681161e-01
1.301860372074414940e+01,2.373233359398833064e-01,-2.476367163733062815e-01,1.537106738709513032e-01,6.370597231702829211e-01,-3.959284553036133136e-01,-3.867255358022176348e-01
1.302260452090418141e+01,2.363294277306011437e-01,-2.492166334154255203e-01,1.527167656616691405e-01,6.369074429392815873e-01,-3.938696611018851490e-01,-3.916151611434579016e-01
