t,x,y,a,s,dx_dt,dx_dt_noisy
3.519103820764152601e+02,1.937151871471996245e-01,9.997980421487994152e-01,6.943914650461480154e-02,7.886087604314904187e-01,6.023098216433708362e-04,9.280572521073544509e-03
3.520304060812162561e+02,1.937874251746221910e-01,9.997979561406752369e-01,6.941951549570765656e-02,7.884957957947066332e-01,6.014183790927438980e-04,-1.005327928867464499e-02
3.521504300860171952e+02,1.938595562066636468e-01,9.997978702845220500e-01,6.939992252537349748e-02,7.883828826207233131e-01,6.005268941179601073e-04,9.210881854986982878e-03
3.522704540908181343e+02,1.939315802415859658e-01,9.997977845804945085e-01,6.938036755393772737e-02,7.882700210658769580e-01,5.996353709023582524e-04,-2.014084566809255534e-03
3.523904780956191303e+02,1.940034972778267031e-01,9.997976990287444909e-01,6.936085054167544228e-02,7.881572112860715240e-01,5.987438136556155364e-04,-1.266752433438984339e-02
3.525105021004200694e+02,1.940753073139989959e-01,9.997976136294214333e-01,6.934137144881133419e-02,7.880444534367782028e-01,5.978522266133859961e-04,-9.661469717154719944e-03
3.526305261052210653e+02,1.941470103488916188e-01,9.997975283826722182e-01,6.932193023551978805e-02,7.879317476730349767e-01,5.969606140375983321e-04,-8.153991437980977197e-03
3.527505501100220044e+02,1.942186063814689279e-01,9.997974432886415075e-01,6.930252686192481248e-02,7.878190941494476185e-01,5.960689802160699328e-04,5.947577096162710505e-03
3.528705741148229436e+02,1.942900954108710276e-01,9.997973583474710768e-01,6.928316128810005359e-02,7.877064930201884696e-01,5.951773294627490853e-04,-4.165042633831755187e-03
3.529905981196239395e+02,1.943614774364135211e-01,9.997972735593004812e-01,6.926383347406880886e-02,7.875939444389973287e-01,5.942856661176662949e-04,-3.288223551108168923e-03
3.531106221244248786e+02,1.944327524575876764e-01,9.997971889242667221e-01,6.924454337980405494e-02,7.874814485591812296e-01,5.933939945466855685e-04,-1.192752912183154927e-02
3.532306461292258177e+02,1.945039204740603711e-01,9.997971044425043585e-01,6.922529096522835046e-02,7.873690055336143301e-01,5.925023191417731891e-04,8.092488715077140191e-04
3.533506701340268137e+02,1.945749814856741478e-01,9.997970201141451740e-01,6.920607619021393320e-02,7.872566155147379119e-01,5.916106443208092808e-04,-1.173945904503058760e-02
3.534706941388277528e+02,1.946459354924471308e-01,9.997969359393189537e-01,6.918689901458272007e-02,7.871442786545606030e-01,5.907189745274288653e-04,-6.061956537894121026e-03
3.535907181436287487e+02,1.947167824945730819e-01,9.997968519181525959e-01,6.916775939810620999e-02,7.870319951046579332e-01,5.898273142312290525e-04,6.652653193780912882e-03
3.537107421484296879e+02,1.947875224924213444e-01,9.997967680507705568e-01,6.914865730050559489e-02,7.869197650161728896e-01,5.889356679275729086e-04,7.170538252910258446e-03
3.538307661532306270e+02,1.948581554865369547e-01,9.997966843372950718e-01,6.912959268145170422e-02,7.868075885398154723e-01,5.880440401376747827e-04,-4.678272130342754631e-03
3.539507901580316229e+02,1.949286814776405585e-01,9.997966007778454900e-01,6.911056550056497716e-02,7.866954658258629163e-01,5.871524354084927538e-04,7.549300610347811896e-05
3.540708141628325620e+02,1.949991004666283279e-01,9.997965173725390509e-01,6.909157571741554593e-02,7.865833970241596917e-01,5.862608583127859856e-04,5.851591671889633944e-03
3.541908381676335011e+02,1.950694124545722108e-01,9.997964341214901074e-01,6.907262329152318026e-02,7.864713822841173929e-01,5.853693134489000539e-04,4.785405426655783899e-04
3.543108621724344971e+02,1.951396174427196817e-01,9.997963510248109031e-01,6.905370818235725960e-02,7.863594217547146270e-01,5.844778054408635492e-04,1.251917656406659370e-02
3.544308861772354362e+02,1.952097154324937966e-01,9.997962680826110171e-01,6.903483034933685647e-02,7.862475155844975694e-01,5.835863389384212535e-04,1.386577382389839012e-02
3.545509101820363753e+02,1.952797064254933601e-01,9.997961852949975858e-01,6.901598975183065310e-02,7.861356639215792974e-01,5.826949186169527164e-04,-2.789262680650276193e-04
3.546709341868373713e+02,1.953495904234927305e-01,9.997961026620749703e-01,6.899718634915699700e-02,7.860238669136401235e-01,5.818035491771784366e-04,-1.161517084474845973e-02
3.547909581916383104e+02,1.954193674284418203e-01,9.997960201839455330e-01,6.897842010058387319e-02,7.859121247079274841e-01,5.809122353456640155e-04,-9.333238461700201286e-04
3.549109821964393063e+02,1.954890374424663457e-01,9.997959378607088610e-01,6.895969096532891807e-02,7.858004374512561618e-01,5.800209818742491086e-04,1.394885797061369212e-02
3.550310062012402454e+02,1.955586004678674106e-01,9.997958556924618767e-01,6.894099890255941943e-02,7.856888052900079522e-01,5.791297935404922728e-04,1.176765639196983640e-02
3.551510302060411846e+02,1.956280565071219224e-01,9.997957736792995043e-01,6.892234387139228868e-02,7.855772283701319969e-01,5.782386751470013639e-04,1.233552304105851524e-02
3.552710542108421805e+02,1.956974055630664178e-01,9.997956918213144473e-01,6.890372583089511560e-02,7.854657068371786455e-01,5.773476315041029981e-04,1.167870134028619819e-02
3.553910782156431196e+02,1.957666476454014426e-01,9.997956101186243894e-01,6.888514474000718979e-02,7.853542408374948325e-01,5.764566668201429782e-04,-4.492941885350398325e-03
3.555111022204440587e+02,1.958357827694484077e-01,9.997955285713598927e-01,6.886660055737282848e-02,7.852428305179685042e-01,5.755657848764696941e-04,3.341294067008260781e-03
3.556311262252450547e+02,1.959048109503381818e-01,9.997954471796460796e-01,6.884809324155365118e-02,7.851314760249746838e-01,5.746749895255983493e-04,1.137876030095244344e-02
3.557511502300459938e+02,1.959737322033749674e-01,9.997953659436056295e-01,6.882962275107029626e-02,7.850201775044487462e-01,5.737842846426571353e-04,3.254454166059976908e-03
3.558711742348469897e+02,1.960425465440366055e-01,9.997952848633587797e-01,6.881118904440230999e-02,7.849089351018857519e-01,5.728936741253957965e-04,9.356129918438572945e-03
3.559911982396479289e+02,1.961112539879742711e-01,9.997952039390234358e-01,6.879279207998832690e-02,7.847977489623408909e-01,5.720031618941322877e-04,-9.366019133086798260e-03
3.561112222444488680e+02,1.961798545510126945e-01,9.997951231707148390e-01,6.877443181622586166e-02,7.846866192304293719e-01,5.711127518916638696e-04,-1.145863290500406285e-02
3.562312462492498639e+02,1.962483482491500786e-01,9.997950425585460099e-01,6.875610821147144780e-02,7.845755460503260892e-01,5.702224480832517126e-04,2.062693420529793098e-02
3.563512702540508030e+02,1.963167350985579873e-01,9.997949621026273048e-01,6.873782122404063777e-02,7.844645295657661777e-01,5.693322544566290291e-04,8.287632156436127578e-03
3.564712942588517421e+02,1.963850151155816237e-01,9.997948818030668594e-01,6.871957081220790575e-02,7.843535699200446798e-01,5.684421750218837622e-04,6.730234470919371076e-03
3.565913182636527381e+02,1.964531883167395521e-01,9.997948016599701448e-01,6.870135693420671708e-02,7.842426672560165457e-01,5.675522138115838113e-04,1.523185628213250681e-02
3.567113422684536772e+02,1.965212547187238090e-01,9.997947216734404119e-01,6.868317954822956983e-02,7.841318217160967441e-01,5.666623748805176908e-04,2.281300896986380652e-02
3.568313662732546732e+02,1.965892143383999868e-01,9.997946418435781357e-01,6.866503861242786999e-02,7.840210334422602623e-01,5.657726623058185631e-04,2.932480809869976793e-02
3.569513902780556123e+02,1.966570671928070113e-01,9.997945621704816821e-01,6.864693408491208404e-02,7.839103025760418841e-01,5.648830801867914166e-04,-2.320996753483801564e-02
3.570714142828565514e+02,1.967248132991574194e-01,9.997944826542467522e-01,6.862886592375157246e-02,7.837996292585365232e-01,5.639936326450462056e-04,4.567416951505164080e-03
3.571914382876575473e+02,1.967924526748371650e-01,9.997944032949667159e-01,6.861083408697474240e-02,7.836890136303990007e-01,5.631043238243764199e-04,1.100259080787155917e-02
3.573114622924584864e+02,1.968599853374056186e-01,9.997943240927325004e-01,6.859283853256896435e-02,7.835784558318441562e-01,5.622151578905739029e-04,-1.835823606651543205e-02
3.574314862972594256e+02,1.969274113045956787e-01,9.997942450476323684e-01,6.857487921848058610e-02,7.834679560026468481e-01,5.613261390317461977e-04,-1.708289248423894291e-02
3.575515103020604215e+02,1.969947305943137716e-01,9.997941661597524732e-01,6.855695610261491879e-02,7.833575142821416204e-01,5.604372714579547487e-04,-1.045720982813038834e-03
3.576715343068613606e+02,1.970619432246396852e-01,9.997940874291763036e-01,6.853906914283630636e-02,7.832471308092233686e-01,5.595485594012623897e-04,1.955202226668251164e-02
3.577915583116623566e+02,1.971290492138267347e-01,9.997940088559849059e-01,6.852121829696800059e-02,7.831368057223465629e-01,5.586600071157153463e-04,1.011019018961186421e-02
3.579115823164632957e+02,1.971960485803016805e-01,9.997939304402568839e-01,6.850340352279229994e-02,7.830265391595261359e-01,5.577716188774939398e-04,2.223521668780485336e-02
3.580316063212642348e+02,1.972629413426648104e-01,9.997938521820686208e-01,6.848562477805046622e-02,7.829163312583364842e-01,5.568833989843991090e-04,3.596913213088589068e-03
3.581516303260652307e+02,1.973297275196898293e-01,9.997937740814936136e-01,6.846788202044271077e-02,7.828061821559122446e-01,5.559953517564013422e-04,1.144657002775913840e-02
3.582716543308661699e+02,1.973964071303239143e-01,9.997936961386032495e-01,6.845017520762826380e-02,7.826960919889480728e-01,5.551074815350948892e-04,1.593765226872892460e-02
3.583916783356671090e+02,1.974629801936877427e-01,9.997936183534663623e-01,6.843250429722531891e-02,7.825860608936984208e-01,5.542197926839884364e-04,5.320087466626191065e-03
3.585117023404681049e+02,1.975294467290754641e-01,9.997935407261494545e-01,6.841486924681106085e-02,7.824760890059778706e-01,5.533322895882260327e-04,5.375391526168094534e-04
3.586317263452690440e+02,1.975958067559546727e-01,9.997934632567163638e-01,6.839727001392163774e-02,7.823661764611608005e-01,5.524449766549062793e-04,1.947801508824544220e-03
3.587517503500699831e+02,1.976620602939664628e-01,9.997933859452285965e-01,6.837970655605220272e-02,7.822563233941816074e-01,5.515578583125940043e-04,-3.616978574736078728e-02
3.588717743548709791e+02,1.977282073629254011e-01,9.997933087917452166e-01,6.836217883065687229e-02,7.821465299395348181e-01,5.506709390116397776e-04,3.907661124395630722e-03
3.589917983596719182e+02,1.977942479828194433e-01,9.997932317963228455e-01,6.834468679514875411e-02,7.820367962312747556e-01,5.497842232239153653e-04,-1.794683336030720305e-02
3.591118223644729142e+02,1.978601821738101840e-01,9.997931549590156619e-01,6.832723040689991922e-02,7.819271224030157619e-01,5.488977154428734693e-04,-7.528595045415409186e-03
3.592318463692738533e+02,1.979260099562324959e-01,9.997930782798752913e-01,6.830980962324145755e-02,7.818175085879321973e-01,5.480114201834824584e-04,7.704750448129934863e-03
3.593518703740747924e+02,1.979917313505948628e-01,9.997930017589510276e-01,6.829242440146340853e-02,7.817079549187583298e-01,5.471253419824002743e-04,4.613482518473466763e-03
3.594718943788757883e+02,1.980573463775794907e-01,9.997929253962897223e-01,6.827507469881478885e-02,7.815984615277883352e-01,5.462394853974107548e-04,-1.938392535203962985e-02
3.595919183836767274e+02,1.981228550620908746e-01,9.997928491919537697e-01,6.825776047248321987e-02,7.814890285476724374e-01,5.453538546197775555e-04,5.874058711930247104e-03
3.597119423884776666e+02,1.981882574366993499e-01,9.997927731460291012e-01,6.824048167937814269e-02,7.813796561119554784e-01,5.444684532076903352e-04,8.117726311107581125e-03
3.598319663932786625e+02,1.982535535339706168e-01,9.997926972585949867e-01,6.822323827627987947e-02,7.812703443536399561e-01,5.435832847862983198e-04,2.577216901306560864e-03
3.599519903980796016e+02,1.983187433866338834e-01,9.997926215297283647e-01,6.820603021993792980e-02,7.811610934052849453e-01,5.426983529999136833e-04,7.460519222434555675e-03
3.600720144028805976e+02,1.983838270275820881e-01,9.997925459595036202e-01,6.818885746707091522e-02,7.810519033990062088e-01,5.418136615117677109e-04,6.261194007616494549e-03
3.601920384076815367e+02,1.984488044898715942e-01,9.997924705479929175e-01,6.817171997436662079e-02,7.809427744664759752e-01,5.409292140042250372e-04,-1.649949952967654648e-02
3.603120624124824758e+02,1.985136758067223839e-01,9.997923952952659787e-01,6.815461769848192575e-02,7.808337067389233832e-01,5.400450141785427365e-04,-1.558874798307355140e-03
3.604320864172834717e+02,1.985784410115180865e-01,9.997923202013901944e-01,6.813755059604288677e-02,7.807247003471338154e-01,5.391610657551602383e-04,-2.448848629108006138e-03
3.605521104220844109e+02,1.986431001378057559e-01,9.997922452664305126e-01,6.812051862364469634e-02,7.806157554214498973e-01,5.382773724730417590e-04,-1.166612698079857492e-02
3.606721344268853500e+02,1.987076532192961487e-01,9.997921704904495499e-01,6.810352173785165497e-02,7.805068720917702763e-01,5.373939380902347743e-04,8.298429852010222318e-06
3.607921584316863459e+02,1.987721002898635569e-01,9.997920958735075914e-01,6.808655989519721285e-02,7.803980504875505098e-01,5.365107663835265439e-04,-7.685433571851479559e-03
3.609121824364872850e+02,1.988364413835457534e-01,9.997920214156624796e-01,6.806963305218401150e-02,7.802892907378029541e-01,5.356278611484633018e-04,-3.616010686021683485e-04
3.610322064412882810e+02,1.989006765345442407e-01,9.997919471169697259e-01,6.805274116528375883e-02,7.801805929710963206e-01,5.347452261992880233e-04,-8.193090773036567145e-03
3.611522304460892201e+02,1.989648057772239742e-01,9.997918729774823987e-01,6.803588419093735407e-02,7.800719573155561193e-01,5.338628653690349673e-04,1.094336139902027556e-02
3.612722544508901592e+02,1.990288291461134729e-01,9.997917989972513464e-01,6.801906208555480449e-02,7.799633838988643264e-01,5.329807825092614448e-04,2.264010833022507899e-02
3.613922784556911552e+02,1.990927466759049580e-01,9.997917251763248636e-01,6.800227480551525316e-02,7.798548728482598280e-01,5.320989814900637565e-04,-5.286821859268816398e-03
3.615123024604920943e+02,1.991565584014540480e-01,9.997916515147489136e-01,6.798552230716702061e-02,7.797464242905380871e-01,5.312174662002971774e-04,8.437758354982536485e-04
3.616323264652930334e+02,1.992202643577800636e-01,9.997915780125672391e-01,6.796880454682752148e-02,7.796380383520509216e-01,5.303362405470828621e-04,9.667446316183703030e-04
3.617523504700940293e+02,1.992838645800658615e-01,9.997915046698210295e-01,6.795212148078333403e-02,7.795297151587070594e-01,5.294553084561508857e-04,4.885601112083948726e-03
3.618723744748949684e+02,1.993473591036578063e-01,9.997914314865492535e-01,6.793547306529017227e-02,7.794214548359719164e-01,5.285746738716657961e-04,-1.304706274695412779e-03
3.619923984796959076e+02,1.994107479640659097e-01,9.997913584627883266e-01,6.791885925657289991e-02,7.793132575088673741e-01,5.276943407559726937e-04,-2.190225229066877777e-02
3.621124224844969035e+02,1.994740311969638025e-01,9.997912855985723324e-01,6.790228001082548870e-02,7.792051233019718914e-01,5.268143130900303705e-04,3.939077648187869728e-03
3.622324464892978426e+02,1.995372088381884845e-01,9.997912128939331344e-01,6.788573528421107395e-02,7.790970523394208369e-01,5.259345948729569203e-04,-9.011235458249796000e-04
3.623524704940988386e+02,1.996002809237407971e-01,9.997911403489000426e-01,6.786922503286194064e-02,7.789890447449059341e-01,5.250551901220447014e-04,-1.037472511967931464e-02
3.624724944988997777e+02,1.996632474897848675e-01,9.997910679635000353e-01,6.785274921287946792e-02,7.788811006416759275e-01,5.241761028728280985e-04,-1.637923574368837110e-03
3.625925185037007168e+02,1.997261085726486363e-01,9.997909957377578705e-01,6.783630778033424014e-02,7.787732201525358056e-01,5.232973371790934983e-04,-4.726235775006166519e-03
3.627125425085017127e+02,1.997888642088235245e-01,9.997909236716958636e-01,6.781990069126590803e-02,7.786654033998472446e-01,5.224188971127224045e-04,2.710945524565912170e-03
3.628325665133026519e+02,1.998515144349644612e-01,9.997908517653336657e-01,6.780352790168332755e-02,7.785576505055288310e-01,5.215407867635397585e-04,-2.859627301481598802e-03
3.629525905181035910e+02,1.999140592878900502e-01,9.997907800186889293e-01,6.778718936756443492e-02,7.784499615910556169e-01,5.206630102395855319e-04,-2.485803811827032219e-03
3.630726145229045869e+02,1.999764988045824032e-01,9.997907084317768645e-01,6.777088504485634379e-02,7.783423367774591206e-01,5.197855716666911286e-04,1.383790284222384537e-03
3.631926385277055260e+02,2.000388330221871958e-01,9.997906370046101276e-01,6.775461488947531752e-02,7.782347761853278811e-01,5.189084751888170055e-04,2.766410790426609978e-03
3.633126625325065220e+02,2.001010619780137778e-01,9.997905657371991550e-01,6.773837885730671360e-02,7.781272799348066815e-01,5.180317249677630822e-04,4.616844035649330107e-04
3.634326865373074611e+02,2.001631857095348965e-01,9.997904946295519402e-01,6.772217690420505309e-02,7.780198481455974369e-01,5.171553251831178914e-04,1.203881145477269689e-02
3.635527105421084002e+02,2.002252042543870014e-01,9.997904236816741452e-01,6.770600898599402062e-02,7.779124809369580840e-01,5.162792800324055974e-04,2.731171246830714841e-03
3.636727345469093962e+02,2.002871176503701056e-01,9.997903528935691009e-01,6.768987505846638109e-02,7.778051784277036917e-01,5.154035937307488088e-04,-7.412122298006016720e-03
3.637927585517103353e+02,2.003489259354504781e-01,9.997902822652375843e-01,6.767377507738416009e-02,7.776979407362064611e-01,5.145282705109748304e-04,1.760790422581483966e-02
3.639127825565112744e+02,2.004106291518526761e-01,9.997902117966978031e-01,6.765770899846579312e-02,7.775907679812589235e-01,5.136533142279460550e-04,1.492467058514457094e-03
3.640328065613122703e+02,2.004722273488544482e-01,9.997901414879896143e-01,6.764167677716502458e-02,7.774836602824026777e-01,5.127787281578382542e-04,1.597778001319424823e-02
3.641528305661132094e+02,2.005337205756751173e-01,9.997900713391457694e-01,6.762567836881833161e-02,7.773766177585754722e-01,5.119045156440779837e-04,-1.036680758695403270e-02
3.642728545709142054e+02,2.005951088816805283e-01,9.997900013501969108e-01,6.760971372874199914e-02,7.772696405282722987e-01,5.110306800457250186e-04,5.934319654659302862e-03
3.643928785757151445e+02,2.006563923163829088e-01,9.997899315211711269e-01,6.759378281223224483e-02,7.771627287095458358e-01,5.101572247378366454e-04,1.754034175896250838e-02
3.645129025805160836e+02,2.007175709294410082e-01,9.997898618520943970e-01,6.757788557456512191e-02,7.770558824200058945e-01,5.092841531110975156e-04,1.303262877778130907e-02
3.646329265853170796e+02,2.007786447706599586e-01,9.997897923429904798e-01,6.756202197099656082e-02,7.769491017768198615e-01,5.084114685721129222e-04,1.212287526638027068e-03
3.647529505901180187e+02,2.008396138899913308e-01,9.997897229938808028e-01,6.754619195676241084e-02,7.768423868967127000e-01,5.075391745427876604e-04,-5.579268429468012443e-03
3.648729745949189578e+02,2.009004783375331893e-01,9.997896538047844617e-01,6.753039548707835682e-02,7.767357378959663938e-01,5.066672744609498772e-04,-5.765081534438138734e-03
3.649929985997199537e+02,2.009612381635300371e-01,9.997895847757183319e-01,6.751463251713994695e-02,7.766291548904207254e-01,5.057957717798086455e-04,-1.571154934747691096e-03
3.651130226045208929e+02,2.010218934183727046e-01,9.997895159066970683e-01,6.749890300212264826e-02,7.765226379954727198e-01,5.049246699681014154e-04,-9.450774372260325323e-03
3.652330466093218320e+02,2.010824441525986273e-01,9.997894471977331055e-01,6.748320689718177723e-02,7.764161873260768676e-01,5.040539725101235045e-04,-7.202153193199018616e-03
3.653530706141228279e+02,2.011428904168915954e-01,9.997893786488364354e-01,6.746754415745252753e-02,7.763098029967451241e-01,5.031836829054900069e-04,-9.696503366913109684e-03
3.654730946189237670e+02,2.012032322620818381e-01,9.997893102600148296e-01,6.745191473804998394e-02,7.762034851215467990e-01,5.023138046693309501e-04,-9.748894292110050694e-03
3.655931186237247630e+02,2.012634697391460781e-01,9.997892420312739503e-01,6.743631859406906681e-02,7.760972338141086668e-01,5.014443413318087159e-04,2.652087885006027684e-03
3.657131426285257021e+02,2.013236028992073934e-01,9.997891739626170171e-01,6.742075568058464308e-02,7.759910491876149674e-01,5.005752964387135935e-04,-1.743945811836906598e-02
3.658331666333266412e+02,2.013836317935353837e-01,9.997891060540450292e-01,6.740522595265137362e-02,7.758849313548072946e-01,4.997066735507796472e-04,1.907453974489372803e-03
3.659531906381276372e+02,2.014435564735460871e-01,9.997890383055566543e-01,6.738972936530385205e-02,7.757788804279845962e-01,4.988384762442081696e-04,7.159546053542606252e-03
3.660732146429285763e+02,2.015033769908019523e-01,9.997889707171485618e-01,6.737426587355652141e-02,7.756728965190035074e-01,4.979707081100392778e-04,-9.185957767877360458e-03
3.661932386477295154e+02,2.015630933970118666e-01,9.997889032888147565e-01,6.735883543240371585e-02,7.755669797392777953e-01,4.971033727545791977e-04,-8.870009101171303853e-03
3.663132626525305113e+02,2.016227057440312109e-01,9.997888360205472447e-01,6.734343799681963283e-02,7.754611301997788031e-01,4.962364737991879771e-04,4.842571578244633866e-04
3.664332866573314504e+02,2.016822140838616939e-01,9.997887689123357013e-01,6.732807352175836091e-02,7.753553480110353391e-01,4.953700148801610907e-04,-1.695084442850641054e-04
3.665533106621324464e+02,2.017416184686516567e-01,9.997887019641674700e-01,6.731274196215382422e-02,7.752496332831334547e-01,4.945039996487140448e-04,9.778979999272437509e-03
3.666733346669333855e+02,2.018009189506956846e-01,9.997886351760277845e-01,6.729744327291989348e-02,7.751439861257168884e-01,4.936384317709978809e-04,-1.970419599724931858e-02
3.667933586717343246e+02,2.018601155824349125e-01,9.997885685478994366e-01,6.728217740895023335e-02,7.750384066479866219e-01,4.927733149280863825e-04,-4.365998890427018417e-04
3.669133826765353206e+02,2.019192084164569412e-01,9.997885020797629974e-01,6.726694432511845512e-02,7.749328949587009907e-01,4.919086528158435855e-04,1.431784636425219824e-02
3.670334066813362597e+02,2.019781975054956991e-01,9.997884357715967063e-01,6.725174397627799172e-02,7.748274511661759067e-01,4.910444491447156111e-04,1.109991111707543231e-03
3.671534306861371988e+02,2.020370829024316639e-01,9.997883696233768047e-01,6.723657631726219497e-02,7.747220753782847469e-01,4.901807076401644555e-04,1.799426013234128180e-02
3.672734546909381947e+02,2.020958646602917796e-01,9.997883036350769803e-01,6.722144130288425223e-02,7.746167677024581311e-01,4.893174320421020363e-04,2.213822967931864186e-02
3.673934786957391339e+02,2.021545428322492621e-01,9.997882378066687004e-01,6.720633888793726973e-02,7.745115282456842554e-01,4.884546261050246333e-04,-5.209280470778332277e-03
3.675135027005401298e+02,2.022131174716239876e-01,9.997881721381213227e-01,6.719126902719418926e-02,7.744063571145086700e-01,4.875922935982489196e-04,1.530375301571419884e-02
3.676335267053410689e+02,2.022715886318820766e-01,9.997881066294016517e-01,6.717623167540784368e-02,7.743012544150342791e-01,4.867304383054123066e-04,5.490178946066559366e-03
3.677535507101420080e+02,2.023299563666362266e-01,9.997880412804746042e-01,6.716122678731095696e-02,7.741962202529216741e-01,4.858690640247174865e-04,1.603109073611657916e-04
3.678735747149430040e+02,2.023882207296455737e-01,9.997879760913024327e-01,6.714625431761610252e-02,7.740912547333885785e-01,4.850081745687287644e-04,-2.510119786883526112e-03
3.679935987197439431e+02,2.024463817748155814e-01,9.997879110618453913e-01,6.713131422101574486e-02,7.739863579612102917e-01,4.841477737644626434e-04,-1.908442708487498914e-03
3.681136227245448822e+02,2.025044395561982902e-01,9.997878461920614024e-01,6.711640645218222567e-02,7.738815300407194675e-01,4.832878654532483421e-04,-8.826972758072275729e-03
3.682336467293458782e+02,2.025623941281881057e-01,9.997877814819070563e-01,6.710153096577092802e-02,7.737767710758571837e-01,4.824284534706402934e-04,-1.392833807320686870e-03
3.683536707341468173e+02,2.026202455512630396e-01,9.997877169313660328e-01,6.708668771637592287e-02,7.736720811714163926e-01,4.815695411000776101e-04,9.717705987862687578e-03
3.684736947389478132e+02,2.026779938904202383e-01,9.997876525404312265e-01,6.707187665832978207e-02,7.735674604323222736e-01,4.807111312909054333e-04,1.293951949076405789e-02
3.685937187437487523e+02,2.027356392104519012e-01,9.997875883090894256e-01,6.705709774590841443e-02,7.734629089629021514e-01,4.798532270532761658e-04,-3.507001012105604755e-03
3.687137427485496914e+02,2.027931815762730183e-01,9.997875242373257532e-01,6.704235093337854168e-02,7.733584268670460338e-01,4.789958314098596501e-04,5.637205260965563562e-03
3.688337667533506874e+02,2.028506210529215648e-01,9.997874603251226677e-01,6.702763617499789273e-02,7.732540142482062784e-01,4.781389473964636023e-04,5.113819848447575568e-03
3.689537907581516265e+02,2.029079577055582229e-01,9.997873965724610734e-01,6.701295342501505103e-02,7.731496712093978152e-01,4.772825780614615336e-04,-2.332465840258021034e-02
3.690738147629525656e+02,2.029651915994666600e-01,9.997873329793190988e-01,6.699830263766955174e-02,7.730453978531979242e-01,4.764267264661392609e-04,7.473861009557008876e-03
3.691938387677535616e+02,2.030223228000533620e-01,9.997872695456733183e-01,6.698368376719181227e-02,7.729411942817464576e-01,4.755713956842816089e-04,-1.203506325933280038e-02
3.693138627725545007e+02,2.030793513728476329e-01,9.997872062714977526e-01,6.696909676780321563e-02,7.728370605967459506e-01,4.747165888024541401e-04,-1.117087057232823456e-02
3.694338867773554398e+02,2.031362773835016511e-01,9.997871431567645351e-01,6.695454159371604097e-02,7.727329968994611775e-01,4.738623089197942836e-04,8.738132759423797302e-03
3.695539107821564357e+02,2.031931008977905795e-01,9.997870802014436897e-01,6.694001819913343587e-02,7.726290032907192629e-01,4.730085591479060584e-04,1.712328904891047970e-02
3.696739347869573749e+02,2.032498219816122054e-01,9.997870174055027981e-01,6.692552653824952735e-02,7.725250798709102362e-01,4.721553426110512187e-04,-1.081996331120801264e-02
3.697939587917583708e+02,2.033064407009873842e-01,9.997869547689075542e-01,6.691106656524933860e-02,7.724212267399862553e-01,4.713026624457405099e-04,-8.564538064987317623e-03
3.699139827965593099e+02,2.033629571220597065e-01,9.997868922916215428e-01,6.689663823430881673e-02,7.723174439974621608e-01,4.704505218008854018e-04,-9.225580257620685787e-03
3.700340068013602490e+02,2.034193713110956647e-01,9.997868299736061282e-01,6.688224149959479115e-02,7.722137317424152547e-01,4.695989238378178764e-04,-5.016359919436360996e-03
3.701540308061612450e+02,2.034756833344846527e-01,9.997867678148205650e-01,6.686787631526502906e-02,7.721100900734850780e-01,4.687478717302651109e-04,-3.575318400308221106e-03
3.702740548109621841e+02,2.035318932587388552e-01,9.997867058152217767e-01,6.685354263546824938e-02,7.720065190888739659e-01,4.678973686640157067e-04,-8.060276315418586981e-03
3.703940788157631232e+02,2.035880011504933029e-01,9.997866439747650213e-01,6.683924041434401164e-02,7.719030188863467146e-01,4.670474178369681526e-04,-1.608336379876144570e-02
3.705141028205641192e+02,2.036440070765060117e-01,9.997865822934030033e-01,6.682496960602286873e-02,7.717995895632304704e-01,4.661980224595018937e-04,1.798466575240590531e-02
3.706341268253650583e+02,2.036999111036577048e-01,9.997865207710863178e-01,6.681073016462622804e-02,7.716962312164148408e-01,4.653491857537920065e-04,-4.786572187279170693e-03
3.707541508301660542e+02,2.037557132989520348e-01,9.997864594077636724e-01,6.679652204426644868e-02,7.715929439423518943e-01,4.645009109540860505e-04,-7.418279066649831333e-03
3.708741748349669933e+02,2.038114137295155281e-01,9.997863982033814434e-01,6.678234519904681366e-02,7.714897278370566047e-01,4.636532013068868645e-04,9.229512232939173638e-03
3.709941988397679324e+02,2.038670124625975300e-01,9.997863371578838976e-01,6.676819958306147440e-02,7.713865829961057408e-01,4.628060600702409502e-04,-3.462861082270360900e-03
3.711142228445689284e+02,2.039225095655702868e-01,9.997862762712133033e-01,6.675408515039554791e-02,7.712835095146391984e-01,4.619594905144761639e-04,1.107327227569628383e-02
3.712342468493698675e+02,2.039779051059288639e-01,9.997862155433095976e-01,6.674000185512506123e-02,7.711805074873588906e-01,4.611134959215345522e-04,8.068745017403820136e-03
3.713542708541708066e+02,2.040331991512912002e-01,9.997861549741107190e-01,6.672594965131692368e-02,7.710775770085295244e-01,4.602680795851750439e-04,1.009225027423936612e-02
3.714742948589718026e+02,2.040883917693981364e-01,9.997860945635523855e-01,6.671192849302898242e-02,7.709747181719780462e-01,4.594232448109368582e-04,-3.797854228255171521e-03
3.715943188637727417e+02,2.041434830281133039e-01,9.997860343115680948e-01,6.669793833431000851e-02,7.708719310710941963e-01,4.585789949160714706e-04,6.579567440171785013e-03
