t,C,S,R,dC_dt,dC_dt_noisy
4.718943788757751889e+01,1.612714175957232973e-02,2.139512326049692881e-01,8.747731467237142011e-01,-2.580976095712282301e-04,5.741308012396024833e-03
4.720944188837767541e+01,1.612198068991393604e-02,2.138927663456635930e-01,8.748097685032053539e-01,-2.579062696836118343e-04,-7.387376422469766821e-04
4.722944588917783904e+01,1.611682344660227834e-02,2.138343265508271807e-01,8.748463564945622162e-01,-2.577151781109230863e-04,-5.370161097918657589e-03
4.724944988997799555e+01,1.611167002465624387e-02,2.137759131967012227e-01,8.748829107380539094e-01,-2.575243343971543586e-04,-3.158567489669332484e-02
4.726945389077815918e+01,1.610652041908874205e-02,2.137175262595667480e-01,8.749194312738840518e-01,-2.573337380802273588e-04,-2.495784235259252901e-02
4.728945789157831570e+01,1.610137462490671828e-02,2.136591657157447810e-01,8.749559181421903142e-01,-2.571433886920408349e-04,1.937615106185842234e-02
4.730946189237847932e+01,1.609623263711114707e-02,2.136008315415962033e-01,8.749923713830450867e-01,-2.569532857584410843e-04,-1.413161299993284659e-02
4.732946589317863584e+01,1.609109445069704242e-02,2.135425237135219478e-01,8.750287910364549226e-01,-2.567634287992384343e-04,1.732519316258432709e-02
4.734946989397879946e+01,1.608596006065344045e-02,2.134842422079627489e-01,8.750651771423610947e-01,-2.565738173282141807e-04,1.313800009158844553e-02
4.736947389477895598e+01,1.608082946196341331e-02,2.134259870013993643e-01,8.751015297406388171e-01,-2.563844508531171185e-04,1.133128927138073866e-02
4.738947789557911960e+01,1.607570264960406226e-02,2.133677580703524368e-01,8.751378488710981340e-01,-2.561953288756661437e-04,1.497363444408471647e-02
4.740948189637927612e+01,1.607057961854652453e-02,2.133095553913825493e-01,8.751741345734832533e-01,-2.560064508915684683e-04,-2.446133809886768401e-02
4.742948589717943975e+01,1.606546036375596301e-02,2.132513789410902250e-01,8.752103868874728798e-01,-2.558178163904996708e-04,-9.737012112949371828e-03
4.744948989797959626e+01,1.606034488019158352e-02,2.131932286961159551e-01,8.752466058526799930e-01,-2.556294248561357882e-04,1.331638637173790038e-02
4.746949389877975989e+01,1.605523316280660709e-02,2.131351046331400323e-01,8.752827915086521804e-01,-2.554412757661290306e-04,-2.550268688844631315e-02
4.748949789957991641e+01,1.605012520654830119e-02,2.130770067288828840e-01,8.753189438948711931e-01,-2.552533685921277301e-04,3.303675217137667236e-02
4.750950190038008003e+01,1.604502100635795542e-02,2.130189349601046556e-01,8.753550630507533903e-01,-2.550657027997815449e-04,-1.144783411829193229e-02
4.752950590118023655e+01,1.603992055717089540e-02,2.129608893036055994e-01,8.753911490156495168e-01,-2.548782778487371226e-04,-1.541105029230534522e-03
4.754950990198040017e+01,1.603482385391647239e-02,2.129028697362257694e-01,8.754272018288444812e-01,-2.546910931926433044e-04,-2.075721025076703030e-02
4.756951390278055669e+01,1.602973089151808403e-02,2.128448762348452705e-01,8.754632215295578002e-01,-2.545041482791641357e-04,7.061671686568672841e-03
4.758951790358072031e+01,1.602464166489314321e-02,2.127869087763840095e-01,8.754992081569433759e-01,-2.543174425499641206e-04,-1.493045740280011385e-02
4.760952190438087683e+01,1.601955616895310228e-02,2.127289673378019441e-01,8.755351617500893857e-01,-2.541309754407325081e-04,-5.104177822175289328e-03
4.762952590518104046e+01,1.601447439860344268e-02,2.126710518960988894e-01,8.755710823480187255e-01,-2.539447463811702818e-04,-2.302841046910731118e-02
4.764952990598119698e+01,1.600939634877131257e-02,2.126131624282976695e-01,8.756069699897074399e-01,-2.537587548083483982e-04,2.358137576426387258e-02
4.766953390678136060e+01,1.600432201486925651e-02,2.125552989112040880e-01,8.756428247143217547e-01,-2.535730003892112255e-04,-3.290610880438140512e-02
4.768953790758151712e+01,1.599925139248808623e-02,2.124974613216405461e-01,8.756786465609154302e-01,-2.533874828709453686e-04,8.768995925194670790e-03
4.770954190838168074e+01,1.599418447716805317e-02,2.124396496365036913e-01,8.757144355684313153e-01,-2.532022019730495108e-04,4.488200906360035117e-03
4.772954590918183726e+01,1.598912126444329562e-02,2.123818638327271691e-01,8.757501917757516408e-01,-2.530171574091129999e-04,8.502965645149969387e-03
4.774954990998200088e+01,1.598406174984183525e-02,2.123241038872814013e-01,8.757859152216986853e-01,-2.528323488868132463e-04,-2.066587876872964802e-02
4.776955391078215740e+01,1.597900592888559790e-02,2.122663697771738633e-01,8.758216059450338875e-01,-2.526477761079313350e-04,2.042216781750518656e-02
4.778955791158232103e+01,1.597395379709038929e-02,2.122086614794486958e-01,8.758572639844587338e-01,-2.524634387683424852e-04,1.903527931428675157e-02
4.780956191238247754e+01,1.596890534996590547e-02,2.121509789711871485e-01,8.758928893786142034e-01,-2.522793365580247235e-04,2.939349678644306504e-03
4.782956591318264117e+01,1.596386058301572930e-02,2.120933222295072196e-01,8.759284821660809905e-01,-2.520954691610666903e-04,6.001139494811629123e-03
4.784956991398279769e+01,1.595881949173734785e-02,2.120356912315638775e-01,8.759640423853792823e-01,-2.519118362556641705e-04,-3.399096653485716817e-03
4.786957391478296131e+01,1.595378207162211764e-02,2.119780859545488672e-01,8.759995700749693137e-01,-2.517284375141252972e-04,1.260928071821538522e-02
4.788957791558311783e+01,1.594874831815530289e-02,2.119205063756910146e-01,8.760350652732503685e-01,-2.515452726028757566e-04,-1.667552820436382296e-02
4.790958191638328145e+01,1.594371822681604767e-02,2.118629524722558111e-01,8.760705280185618893e-01,-2.513623411824665935e-04,1.084576308155142665e-02
4.792958591718343797e+01,1.593869179307738984e-02,2.118054242215458571e-01,8.761059583491828118e-01,-2.511796429075655382e-04,7.875349301939428559e-03
4.794958991798360159e+01,1.593366901240625064e-02,2.117479216009004461e-01,8.761413563033316754e-01,-2.509971774269734862e-04,-2.845156579545871089e-02
4.796959391878375811e+01,1.592864988026345199e-02,2.116904445876958973e-01,8.761767219191667344e-01,-2.508149443836158246e-04,-5.273182452940777809e-02
4.798959791958392174e+01,1.592363439210369921e-02,2.116329931593453340e-01,8.762120552347857361e-01,-2.506329434145597793e-04,-2.595231552664329158e-03
4.800960192038407826e+01,1.591862254337558791e-02,2.115755672932988773e-01,8.762473562882263645e-01,-2.504511741510031392e-04,-3.481652185172136316e-03
4.802960592118424188e+01,1.591361432952159705e-02,2.115181669670434250e-01,8.762826251174656855e-01,-2.502696362182863996e-04,2.411074816076689067e-02
4.804960992198439840e+01,1.590860974597811325e-02,2.114607921581028172e-01,8.763178617604205911e-01,-2.500883292358997007e-04,9.018477969061715858e-04
4.806961392278456202e+01,1.590360878817539264e-02,2.114034428440377533e-01,8.763530662549476880e-01,-2.499072528174750216e-04,-1.020585956047038306e-02
4.808961792358471854e+01,1.589861145153759897e-02,2.113461190024458758e-01,8.763882386388428536e-01,-2.497264065708009254e-04,-2.744569500397037176e-02
4.810962192438488216e+01,1.589361773148276896e-02,2.112888206109616585e-01,8.764233789498421245e-01,-2.495457900978121507e-04,-2.014819436218544084e-03
4.812962592518503868e+01,1.588862762342284352e-02,2.112315476472565456e-01,8.764584872256208081e-01,-2.493654029946121634e-04,-1.192612303459085477e-02
4.814962992598520231e+01,1.588364112276364343e-02,2.111743000890387578e-01,8.764935635037940376e-01,-2.491852448514601456e-04,-2.230357877283883211e-02
4.816963392678535882e+01,1.587865822490488327e-02,2.111170779140535414e-01,8.765286078219166610e-01,-2.490053152527779354e-04,-2.657339028397714617e-03
4.818963792758552245e+01,1.587367892524017138e-02,2.110598811000828634e-01,8.765636202174829084e-01,-2.488256137771665058e-04,2.089091903590653207e-02
4.820964192838567897e+01,1.586870321915699947e-02,2.110027096249457723e-01,8.765986007279268355e-01,-2.486461399973842815e-04,1.606605254506162555e-03
4.822964592918584259e+01,1.586373110203674955e-02,2.109455634664980095e-01,8.766335493906223242e-01,-2.484668934803783633e-04,-2.122971997146707798e-02
4.824964992998599911e+01,1.585876256925470087e-02,2.108884426026324255e-01,8.766684662428826380e-01,-2.482878737872637118e-04,6.297171971978998001e-03
4.826965393078616273e+01,1.585379761618001260e-02,2.108313470112785082e-01,8.767033513219608665e-01,-2.481090804733483007e-04,-2.220946308283361370e-02
4.828965793158631925e+01,1.584883623817574111e-02,2.107742766704028825e-01,8.767382046650494809e-01,-2.479305130881149025e-04,-3.180148296660071511e-02
4.830966193238648287e+01,1.584387843059882617e-02,2.107172315580088939e-01,8.767730263092810006e-01,-2.477521711752427719e-04,9.637335567465796921e-03
4.832966593318663939e+01,1.583892418880010824e-02,2.106602116521368584e-01,8.768078162917272156e-01,-2.475740542726050444e-04,-1.125459310538685226e-02
4.834966993398680302e+01,1.583397350812430077e-02,2.106032169308639235e-01,8.768425746493999640e-01,-2.473961619122591951e-04,2.202402259399079479e-02
4.836967393478695953e+01,1.582902638391002481e-02,2.105462473723041794e-01,8.768773014192503545e-01,-2.472184936204756614e-04,5.973232631383899351e-03
4.838967793558712316e+01,1.582408281148978135e-02,2.104893029546086036e-01,8.769119966381694331e-01,-2.470410489177196287e-04,-1.637544593510295229e-02
4.840968193638727968e+01,1.581914278618995820e-02,2.104323836559650329e-01,8.769466603429876272e-01,-2.468638273186649079e-04,4.139241893667570601e-03
4.842968593718743620e+01,1.581420630333084387e-02,2.103754894545981913e-01,8.769812925704753015e-01,-2.466868283321965380e-04,2.566361305445277047e-02
4.844968993798759982e+01,1.580927335822661026e-02,2.103186203287697453e-01,8.770158933573424243e-01,-2.465100514614073160e-04,-4.020781644313605255e-03
4.846969393878775634e+01,1.580434394618531607e-02,2.102617762567781934e-01,8.770504627402382347e-01,-2.463334962036099404e-04,-2.146894791960539742e-02
4.848969793958791996e+01,1.579941806250891381e-02,2.102049572169589209e-01,8.770850007557522421e-01,-2.461571620503396132e-04,-1.347531181878106402e-02
4.850970194038807648e+01,1.579449570249324628e-02,2.101481631876842837e-01,8.771195074404131153e-01,-2.459810484873453662e-04,-1.650720101481821175e-02
4.852970594118824010e+01,1.578957686142804656e-02,2.100913941473634139e-01,8.771539828306893494e-01,-2.458051549946178166e-04,-2.386556345051904504e-02
4.854970994198839662e+01,1.578466153459693461e-02,2.100346500744424694e-01,8.771884269629891540e-01,-2.456294810463614114e-04,-2.609532323717028701e-02
4.856971394278856025e+01,1.577974971735996920e-02,2.099779309473559785e-01,8.772228398737124122e-01,-2.454540261508323523e-04,8.202138969740742011e-03
4.858971794358871676e+01,1.577484140560862780e-02,2.099212367443104577e-01,8.772572215994387523e-01,-2.452787900682554256e-04,2.194383841024337423e-02
4.860972194438888039e+01,1.576993659526464836e-02,2.098645674435915542e-01,8.772915721765851549e-01,-2.451037725687069124e-04,-7.482774750697302260e-03
4.862972594518903691e+01,1.576503528222122572e-02,2.098079230235356252e-01,8.773258916414924391e-01,-2.449289734056956172e-04,1.548671647098816967e-02
4.864972994598920053e+01,1.576013746236534785e-02,2.097513034625129724e-01,8.773601800304458020e-01,-2.447543923270404514e-04,1.791918380344643263e-02
4.866973394678935705e+01,1.575524313157781325e-02,2.096947087389281761e-01,8.773944373796745966e-01,-2.445800290748634948e-04,3.343463982391688127e-02
4.868973794758952067e+01,1.575035228573322052e-02,2.096381388312198168e-01,8.774286637253531085e-01,-2.444058833856168830e-04,-3.971367731276634686e-03
4.870974194838967719e+01,1.574546492069997181e-02,2.095815937178606980e-01,8.774628591035998904e-01,-2.442319549900654613e-04,-7.232559401488159075e-03
4.872974594918984081e+01,1.574058103234027284e-02,2.095250733773576235e-01,8.774970235504777616e-01,-2.440582436133023961e-04,8.180863926769695732e-03
4.874974994998999733e+01,1.573570061651013638e-02,2.094685777882515643e-01,8.775311571019943635e-01,-2.438847489747439715e-04,1.707651598887028428e-03
4.876975395079016096e+01,1.573082366905936835e-02,2.094121069291176307e-01,8.775652597941016042e-01,-2.437114707881330583e-04,5.797029935022594491e-03
4.878975795159031748e+01,1.572595018583158866e-02,2.093556607785650170e-01,8.775993316626957697e-01,-2.435384087615547269e-04,2.568763071130305761e-02
4.880976195239048110e+01,1.572108016266422076e-02,2.092992393152370012e-01,8.776333727436177456e-01,-2.433655625974275732e-04,-8.828784775757504352e-03
4.882976595319063762e+01,1.571621359538848475e-02,2.092428425178110563e-01,8.776673830726527958e-01,-2.431929319925037192e-04,4.087569018863933083e-03
4.884976995399080124e+01,1.571135047982940430e-02,2.091864703649986834e-01,8.777013626855307837e-01,-2.430205166378818227e-04,-1.986780680111601208e-02
4.886977395479095776e+01,1.570649081180581358e-02,2.091301228355456066e-01,8.777353116179258397e-01,-2.428483162190018738e-04,-3.431581518642431907e-03
4.888977795559112138e+01,1.570163458713034685e-02,2.090737999082314946e-01,8.777692299054568048e-01,-2.426763304156634091e-04,-1.370886042277402392e-02
4.890978195639127790e+01,1.569678180160943848e-02,2.090175015618703502e-01,8.778031175836865652e-01,-2.425045589020090320e-04,-1.539335362389250388e-02
4.892978595719144153e+01,1.569193245104332987e-02,2.089612277753100655e-01,8.778369746881230506e-01,-2.423330013465322189e-04,-4.636627168604778512e-03
4.894978995799159804e+01,1.568708653122606600e-02,2.089049785274328386e-01,8.778708012542181249e-01,-2.421616574120981358e-04,-9.173226737113425455e-03
4.896979395879176167e+01,1.568224403794548846e-02,2.088487537971548402e-01,8.779045973173683626e-01,-2.419905267559184850e-04,7.189535646407110500e-03
4.898979795959191819e+01,1.567740496698325631e-02,2.087925535634264362e-01,8.779383629129148270e-01,-2.418196090295818626e-04,1.583489097658503583e-02
4.900980196039208181e+01,1.567256931411481827e-02,2.087363778052321039e-01,8.779720980761429594e-01,-2.416489038790346766e-04,-3.008889789407870330e-02
4.902980596119223833e+01,1.566773707510943706e-02,2.086802265015904045e-01,8.780058028422825789e-01,-2.414784109446002289e-04,1.982569278425213785e-02
4.904980996199240195e+01,1.566290824573016854e-02,2.086240996315539831e-01,8.780394772465081044e-01,-2.413081298609787151e-04,-4.476844923682141847e-02
4.906981396279255847e+01,1.565808282173387911e-02,2.085679971742097072e-01,8.780731213239385546e-01,-2.411380602572333470e-04,4.707910980308269502e-03
4.908981796359272209e+01,1.565326079887123523e-02,2.085119191086784451e-01,8.781067351096369933e-01,-2.409682017568189755e-04,1.396491134240516671e-02
4.910982196439287861e+01,1.564844217288671041e-02,2.084558654141152600e-01,8.781403186386113058e-01,-2.407985539775751513e-04,-1.325505905894319020e-02
4.912982596519304224e+01,1.564362693951857827e-02,2.083998360697092711e-01,8.781738719458137554e-01,-2.406291165317183192e-04,-4.822622481149967458e-03
4.914982996599319875e+01,1.563881509449891946e-02,2.083438310546837646e-01,8.782073950661408723e-01,-2.404598890258678387e-04,-1.587589967354122514e-02
4.916983396679336238e+01,1.563400663355361125e-02,2.082878503482960830e-01,8.782408880344340085e-01,-2.402908710610164936e-04,1.765472818491481063e-02
4.918983796759351890e+01,1.562920155240234490e-02,2.082318939298377358e-01,8.782743508854786718e-01,-2.401220622325729928e-04,-6.368347389625227117e-02
4.920984196839368252e+01,1.562439984675860136e-02,2.081759617786343164e-01,8.783077836540048589e-01,-2.399534621303298781e-04,-1.966407218518999300e-02
4.922984596919383904e+01,1.561960151232967900e-02,2.081200538740455575e-01,8.783411863746872772e-01,-2.397850703384912796e-04,-3.897963760040039360e-02
4.924984996999400266e+01,1.561480654481666938e-02,2.080641701954652756e-01,8.783745590821449012e-01,-2.396168864356599051e-04,3.528315226249714026e-03
4.926985397079415918e+01,1.561001493991447456e-02,2.080083107223214267e-01,8.784079018109409720e-01,-2.394489099948526531e-04,2.574492219766649770e-02
4.928985797159432281e+01,1.560522669331179321e-02,2.079524754340760506e-01,8.784412145955836637e-01,-2.392811405834910712e-04,2.359226428723298907e-02
4.930986197239447932e+01,1.560044180069113627e-02,2.078966643102253542e-01,8.784744974705251952e-01,-2.391135777634169693e-04,1.312390697400607140e-02
4.932986597319464295e+01,1.559566025772880608e-02,2.078408773302996282e-01,8.785077504701624962e-01,-2.389462210908837453e-04,4.725581462796285201e-03
4.934986997399479947e+01,1.559088206009492245e-02,2.077851144738632472e-01,8.785409736288367633e-01,-2.387790701165746002e-04,-1.556001306565230058e-02
4.936987397479496309e+01,1.558610720345339484e-02,2.077293757205147251e-01,8.785741669808340149e-01,-2.386121243855869253e-04,2.412964624169438785e-02
4.938987797559511961e+01,1.558133568346194847e-02,2.076736610498867430e-01,8.786073305603840922e-01,-2.384453834374487824e-04,1.222783718890583550e-02
4.940988197639528323e+01,1.557656749577210169e-02,2.076179704416460103e-01,8.786404644016619914e-01,-2.382788468061215054e-04,-1.712439398021903258e-02
4.942988597719543975e+01,1.557180263602918509e-02,2.075623038754934035e-01,8.786735685387867534e-01,-2.381125140199927617e-04,-2.582940600809699450e-02
4.944988997799560337e+01,1.556704109987232416e-02,2.075066613311638830e-01,8.787066430058220190e-01,-2.379463846018921649e-04,-1.281146466700371772e-02
4.946989397879575989e+01,1.556228288293445665e-02,2.074510427884265762e-01,8.787396878367758069e-01,-2.377804580690869377e-04,2.139847965818236081e-02
4.948989797959592352e+01,1.555752798086165560e-02,2.073954482270729260e-01,8.787727030656135030e-01,-2.376147339426286018e-04,2.477959190259866259e-02
4.950990198039608003e+01,1.555277638974018710e-02,2.073398776266929533e-01,8.788056887264688033e-01,-2.374492119526609712e-04,3.207846106111217344e-02
4.952990598119624366e+01,1.554802810584414788e-02,2.072843309668702116e-01,8.788386448533945794e-01,-2.372838919152062132e-04,-1.574573412657333943e-02
4.954990998199640018e+01,1.554328312539202117e-02,2.072288082272599197e-01,8.788715714803401191e-01,-2.371187736166539481e-04,-7.434248751214728515e-03
4.956991398279656380e+01,1.553854144459604868e-02,2.071733093875486875e-01,8.789044686412038621e-01,-2.369538568379198767e-04,2.741712867369298229e-02
4.958991798359672032e+01,1.553380305966224270e-02,2.071178344274549055e-01,8.789373363698328445e-01,-2.367891413544492493e-04,4.164313957484739280e-03
4.960992198439688394e+01,1.552906796679037228e-02,2.070623833267283831e-01,8.789701747000231435e-01,-2.366246269362229371e-04,1.504779930304038678e-02
4.962992598519704046e+01,1.552433616217397880e-02,2.070069560651505713e-01,8.790029836655196549e-01,-2.364603133477635039e-04,-2.665540622837369450e-02
4.964992998599720408e+01,1.551960764200035689e-02,2.069515526225344793e-01,8.790357633000160931e-01,-2.362962003481291345e-04,-7.624136349862087325e-03
4.966993398679736060e+01,1.551488240245057874e-02,2.068961729787247295e-01,8.790685136371551023e-01,-2.361322876909223087e-04,-5.519119358576203300e-04
4.968993798759752423e+01,1.551016043969946634e-02,2.068408171135974749e-01,8.791012347105281455e-01,-2.359685751242924026e-04,-7.314291987204144495e-03
4.970994198839768075e+01,1.550544174991561920e-02,2.067854850070605099e-01,8.791339265536755043e-01,-2.358050623909382915e-04,-8.510418455291525464e-03
4.972994598919784437e+01,1.550072632926139185e-02,2.067301766390531592e-01,8.791665892000865012e-01,-2.356417492281083492e-04,-3.288244257606817711e-02
4.974994998999800089e+01,1.549601417389290595e-02,2.066748919895463332e-01,8.791992226831991664e-01,-2.354786353676065203e-04,3.238660476561479318e-02
4.976995399079816451e+01,1.549130527996004682e-02,2.066196310385425006e-01,8.792318270364004595e-01,-2.353157205357983908e-04,2.744390244992642690e-03
4.978995799159832103e+01,1.548659964360646867e-02,2.065643937660757989e-01,8.792644022930261594e-01,-2.351530044536016481e-04,-2.930126882675200550e-02
4.980996199239848465e+01,1.548189726096957722e-02,2.065091801522118409e-01,8.792969484863609742e-01,-2.349904868365051622e-04,2.138008155779563477e-02
4.982996599319864117e+01,1.547719812818055922e-02,2.064539901770478803e-01,8.793294656496384309e-01,-2.348281673945620471e-04,1.213851695544256037e-03
4.984996999399880480e+01,1.547250224136434947e-02,2.063988238207126735e-01,8.793619538160409865e-01,-2.346660458323931303e-04,1.424177511470160057e-02
4.986997399479896131e+01,1.546780959663966032e-02,2.063436810633666740e-01,8.793944130186999164e-01,-2.345041218491938917e-04,-3.917747031209777020e-03
4.988997799559912494e+01,1.546312019011895911e-02,2.062885618852018099e-01,8.794268432906954258e-01,-2.343423951387266571e-04,-1.569364930678689499e-02
4.990998199639928146e+01,1.545843401790848205e-02,2.062334662664416507e-01,8.794592446650563167e-01,-2.341808653893422826e-04,-1.518118232359450329e-02
4.992998599719944508e+01,1.545375107610822384e-02,2.061783941873412962e-01,8.794916171747607647e-01,-2.340195322839671438e-04,6.886606283029157380e-03
4.994998999799960160e+01,1.544907136081195322e-02,2.061233456281874876e-01,8.795239608527353203e-01,-2.338583955001118098e-04,1.552997397479224245e-02
4.996999399879976522e+01,1.544439486810719221e-02,2.060683205692984687e-01,8.795562757318555747e-01,-2.336974547098701754e-04,9.848772217337667390e-03
4.998999799959992174e+01,1.543972159407523519e-02,2.060133189910241525e-01,8.795885618449461596e-01,-2.335367095799290027e-04,1.298259745875790516e-02
5.001000200040008536e+01,1.543505153479113497e-02,2.059583408737458987e-01,8.796208192247804147e-01,-2.333761597715679204e-04,2.416494100506210579e-02
5.003000600120024188e+01,1.543038468632371325e-02,2.059033861978768198e-01,8.796530479040803874e-01,-2.332158049406568220e-04,5.879351172683931932e-03
5.005001000200040551e+01,1.542572104473555021e-02,2.058484549438614475e-01,8.796852479155172766e-01,-2.330556447376688767e-04,2.024921299836418900e-02
5.007001400280056203e+01,1.542106060608299835e-02,2.057935470921760102e-01,8.797174192917111002e-01,-2.328956788076727222e-04,2.235662669825274132e-02
5.009001800360072565e+01,1.541640336641616343e-02,2.057386626233282112e-01,8.797495620652305837e-01,-2.327359067903437412e-04,6.099734817767819492e-03
5.011002200440088217e+01,1.541174932177892531e-02,2.056838015178574230e-01,8.797816762685933822e-01,-2.325763283199640610e-04,-1.232666530209930097e-03
5.013002600520104579e+01,1.540709846820892404e-02,2.056289637563345485e-01,8.798137619342660809e-01,-2.324169430254242885e-04,-8.370247558000093110e-03
5.015003000600120231e+01,1.540245080173756158e-02,2.055741493193620761e-01,8.798458190946641944e-01,-2.322577505302252446e-04,-2.370290661640350044e-02
5.017003400680136593e+01,1.539780631839000706e-02,2.055193581875740805e-01,8.798778477821518340e-01,-2.320987504524840359e-04,-3.075554691324169226e-02
5.019003800760152245e+01,1.539316501418519327e-02,2.054645903416361941e-01,8.799098480290422630e-01,-2.319399424049383915e-04,2.668001887423390381e-02
5.021004200840168608e+01,1.538852688513581493e-02,2.054098457622456908e-01,8.799418198675974523e-01,-2.317813259949397242e-04,1.874472799917160470e-04
5.023004600920184259e+01,1.538389192724833564e-02,2.053551244301313472e-01,8.799737633300283024e-01,-2.316229008244722123e-04,-1.049518352648117631e-02
5.025005001000200622e+01,1.537926013652297745e-02,2.053004263260535256e-01,8.800056784484945327e-01,-2.314646664901389220e-04,3.205456005860939789e-02
5.027005401080216274e+01,1.537463150895373130e-02,2.052457514308042574e-01,8.800375652551047923e-01,-2.313066225831748174e-04,1.995573081220827771e-02
5.029005801160231925e+01,1.537000604052834833e-02,2.051910997252070212e-01,8.800694237819165489e-01,-2.311487686894458937e-04,1.749895044529145138e-03
5.031006201240248288e+01,1.536538372722834507e-02,2.051364711901169646e-01,8.801012540609362000e-01,-2.309911043894543811e-04,2.069828585960306611e-02
5.033006601320263940e+01,1.536076456502900346e-02,2.050818658064208211e-01,8.801330561241189621e-01,-2.308336292583378774e-04,-3.187669999983813816e-03
5.035007001400280302e+01,1.535614854989936912e-02,2.050272835550367989e-01,8.801648300033688699e-01,-2.306763428658814910e-04,7.841761990141467992e-03
5.037007401480295954e+01,1.535153567780225478e-02,2.049727244169148310e-01,8.801965757305388882e-01,-2.305192447765065655e-04,3.711220681175245173e-02
5.039007801560312316e+01,1.534692594469422647e-02,2.049181883730363252e-01,8.802282933374308005e-01,-2.303623345492776184e-04,2.190057724542070552e-02
5.041008201640327968e+01,1.534231934652562947e-02,2.048636754044143027e-01,8.802599828557954309e-01,-2.302056117379205555e-04,-4.716952357076657255e-03
5.043008601720344330e+01,1.533771587929683676e-02,2.048091854920604249e-01,8.802916443173659511e-01,-2.300490759179745631e-04,1.466066166835921537e-02
5.045009001800359982e+01,1.533311553949828938e-02,2.047547186167666122e-01,8.803232777540465070e-01,-2.298927268980901009e-04,2.445497463100010371e-02
5.047009401880376345e+01,1.532851832367913315e-02,2.047002747593764105e-01,8.803548831976125699e-01,-2.297365645111959509e-04,-1.494481338057441827e-03
5.049009801960391997e+01,1.532392422835227377e-02,2.046458539007844357e-01,8.803864606797657810e-01,-2.295805885703531071e-04,-7.455562106965366032e-03
5.051010202040408359e+01,1.531933325002437195e-02,2.045914560219145861e-01,8.804180102321611523e-01,-2.294247988833568105e-04,3.845920700412204518e-02
5.053010602120424011e+01,1.531474538519586766e-02,2.045370811037199588e-01,8.804495318864061781e-01,-2.292691952527660393e-04,-4.915197046267922275e-03
5.055011002200440373e+01,1.531016063036094894e-02,2.044827291271829606e-01,8.804810256740617236e-01,-2.291137774758705489e-04,-2.532376869202158237e-02
5.057011402280456025e+01,1.530557898200758313e-02,2.044284000733152529e-01,8.805124916266409141e-01,-2.289585453447273017e-04,4.013568165980994050e-03
5.059011802360472387e+01,1.530100043661749253e-02,2.043740939231576959e-01,8.805439297756104677e-01,-2.288034986461457213e-04,4.702469230793777932e-02
5.061012202440488039e+01,1.529642499066617006e-02,2.043198106577805429e-01,8.805753401523895851e-01,-2.286486371616894275e-04,1.397216056394661593e-02
5.063012602520504402e+01,1.529185264062286886e-02,2.042655502582831073e-01,8.806067227883503934e-01,-2.284939606676918492e-04,2.065185277690289450e-02
5.065013002600520053e+01,1.528728338295061266e-02,2.042113127057941790e-01,8.806380777148181682e-01,-2.283394689352397436e-04,-4.173869540234156905e-02
5.067013402680536416e+01,1.528271721410618192e-02,2.041570979814716080e-01,8.806694049630707788e-01,-2.281851617301940138e-04,-9.301714929624305475e-03
5.069013802760552068e+01,1.527815413054012944e-02,2.041029060665026929e-01,8.807007045643392429e-01,-2.280310388131775653e-04,2.600880119863747952e-02
5.071014202840568430e+01,1.527359412869676650e-02,2.040487369421038200e-01,8.807319765498072828e-01,-2.278770999395900512e-04,-6.082128702096158135e-03
5.073014602920584082e+01,1.526903720501417497e-02,2.039945905895207412e-01,8.807632209506117693e-01,-2.277233448596061374e-04,2.840857068072196942e-02
5.075015003000600444e+01,1.526448335592419520e-02,2.039404669900284350e-01,8.807944377978422779e-01,-2.275697733181702986e-04,1.168495628316209602e-02
5.077015403080616096e+01,1.525993257785243813e-02,2.038863661249311621e-01,8.808256271225413103e-01,-2.274163850550141655e-04,1.015091105395513407e-02
5.079015803160632458e+01,1.525538486721827666e-02,2.038322879755623818e-01,8.808567889557044062e-01,-2.272631798046469837e-04,3.588474870345808448e-02
5.081016203240648110e+01,1.525084022043484908e-02,2.037782325232848912e-01,8.808879233282798094e-01,-2.271101572963651546e-04,-7.755939500946173321e-03
5.083016603320664473e+01,1.524629863390905386e-02,2.037241997494906587e-01,8.809190302711689124e-01,-2.269573172542513687e-04,-7.011614552061559875e-03
5.085017003400680125e+01,1.524176010404156359e-02,2.036701896356009900e-01,8.809501098152257015e-01,-2.268046593971737371e-04,4.520908323513323467e-03
5.087017403480696487e+01,1.523722462722680755e-02,2.036162021630664176e-01,8.809811619912574221e-01,-2.266521834388048745e-04,6.797936836245818334e-03
5.089017803560712139e+01,1.523269219985298219e-02,2.035622373133667562e-01,8.810121868300239134e-01,-2.264998890875976126e-04,-3.151438695868694767e-02
5.091018203640728501e+01,1.522816281830204933e-02,2.035082950680110470e-01,8.810431843622380521e-01,-2.263477760468118882e-04,2.703876798043308022e-02
5.093018603720744153e+01,1.522363647894973623e-02,2.034543754085375855e-01,8.810741546185656414e-01,-2.261958440145104068e-04,7.030416061870586181e-03
5.095019003800760515e+01,1.521911317816553207e-02,2.034004783165139219e-01,8.811050976296255222e-01,-2.260440926835499686e-04,-8.515390024164720857e-04
5.097019403880776167e+01,1.521459291231269315e-02,2.033466037735369714e-01,8.811360134259890176e-01,-2.258925217416005507e-04,1.490106585979404305e-02
