x,H,lam,y
3.473862115692486263e+00,1.060922188854647601e+02,1.266689271255313720e+00,6.774646865584122990e-01
1.547259421129118628e+00,1.478421303067851227e+02,1.039634551598991097e+00,7.652846362356285903e-02
1.629706097905712303e+00,1.104728365422917591e+02,1.481312874453534878e+00,1.655672044884775873e-01
3.357818402071786057e-01,1.401561910619964522e+02,1.442300944598486456e+00,5.292681223151612241e-03
2.867849710438891364e+00,1.002301069174436492e+02,1.270370322125545792e+00,4.901804995331431880e-01
3.490167646073373042e+00,8.087879449404788090e+01,1.479218985638381056e+00,1.080552899051968163e+00
1.854558691958531069e+00,1.236808285944355816e+02,1.476926578896053499e+00,1.896135270617579083e-01
3.571424586631548159e+00,1.243653277736648022e+02,8.350115287509050077e-01,3.955206658390646446e-01
3.351803985351369253e+00,1.028640719303026287e+02,1.430419804369052139e+00,7.382083164813231235e-01
3.138519078042168786e+00,8.752807931598144364e+01,1.081485056725902005e+00,5.769870859031294152e-01
1.645023905561348476e+00,9.423059390723283002e+01,1.460407663464993844e+00,1.969077347506851261e-01
3.215541918186017423e+00,1.005628731432612426e+02,9.267529609560336556e-01,4.466217946939575745e-01
2.571037624037854741e+00,1.225095723524708262e+02,9.302616064122749551e-01,2.317154368681603460e-01
3.826387948133918027e+00,1.102644637386519832e+02,1.185574476643643571e+00,7.385945280115875367e-01
8.302729802763851863e-01,1.322587484066264665e+02,1.098037752739530859e+00,2.622368176843548060e-02
3.244084260925042429e+00,1.217439987105030355e+02,1.347502315388394711e+00,5.414041429153658713e-01
1.924176159896012095e+00,1.052263258249929692e+02,8.189283551165216224e-01,1.341044330392650308e-01
1.238123912010458350e+00,1.317199348805822865e+02,1.083663466728027824e+00,5.782495033580609123e-02
4.158253378962346036e-01,1.476782605183833539e+02,1.403363598413663205e+00,7.465219083523101998e-03
3.736986382054681144e+00,1.181112217865946832e+02,8.328184147720102404e-01,4.566923002268684084e-01
4.555581392947017361e-01,1.360032225128442462e+02,8.111556017079031289e-01,5.658699882045730399e-03
3.493045839214053316e+00,1.288041137203818494e+02,1.463562677735755990e+00,6.433972458442667186e-01
1.711591319252591337e+00,1.481899243178737038e+02,1.135733767225345581e+00,1.020800895686348325e-01
3.612416433122640491e+00,9.095157687000195779e+01,1.455419394715626646e+00,1.002051319491448433e+00
1.460639041868620813e+00,1.103972246431146687e+02,1.152795904425423457e+00,1.034051176266487099e-01
2.759346991975791585e+00,1.435507394753622350e+02,1.183172863517716777e+00,2.867101715749389990e-01
1.650537967402726958e+00,1.095103930151888250e+02,1.354155516087553801e+00,1.566292695466523222e-01
1.539773502913490688e+00,1.195781077255480511e+02,1.069343099659948448e+00,9.790208521079322990e-02
2.692876803986201661e+00,9.847510457454413313e+01,1.118305297762581585e+00,3.865485805889015136e-01
3.169477617327677521e+00,1.008843898830853618e+02,9.746565904270171332e-01,4.550020093909351582e-01
8.226873225642195031e-01,1.209536610772489098e+02,1.349550380711697528e+00,3.481992624079419119e-02
6.124290424645976172e-01,9.755154840488975765e+01,1.267923371500536689e+00,2.275523841682752443e-02
1.178991036884558641e+00,8.531872083031498732e+01,1.014569005101595423e+00,7.772544511057888350e-02
8.410941047107310942e-01,1.246362618941656280e+02,9.440097010679268097e-01,2.465080842875200934e-02
1.199106691225489518e+00,1.046814351908296175e+02,1.400966063169559073e+00,8.960370715392022845e-02
3.716540211239633518e+00,1.054361553559965188e+02,1.194986745344584378e+00,7.367452932823320699e-01
3.653799163210428969e+00,1.011800833339309236e+02,9.833070476127482307e-01,6.096370181545287537e-01
2.586307088888536221e+00,8.431286991372263628e+01,1.038513750240432021e+00,3.898799277087151016e-01
3.653760481079066924e+00,1.076993707074385469e+02,8.612218250812886389e-01,4.984188563940244454e-01
1.382820782118360903e+00,9.000134969040345823e+01,1.278323256451269874e+00,1.275656197570156913e-01
6.484445863056544912e-01,1.243507550124903958e+02,1.260464248446479862e+00,1.961152251056897527e-02
1.653187941175743081e+00,1.023326375934181272e+02,1.085102535200235252e+00,1.351587869606922232e-01
3.554533814743157549e+00,1.389888086743210351e+02,1.169310103826328495e+00,4.881968051615362958e-01
4.044134486361003478e-01,1.131773652313308673e+02,1.393854509762123772e+00,9.322254772549613128e-03
3.537412100768924983e+00,1.365956578590435413e+02,9.954411343367829401e-01,4.186691424156782082e-01
1.993516083939209205e+00,9.342641569504631605e+01,1.051130941203633817e+00,2.098017378124621690e-01
3.054449760702471206e+00,1.349070005239851753e+02,8.278103298605076210e-01,2.624839877404013255e-01
2.250412994341959738e+00,9.222619452360108028e+01,1.306462813998238603e+00,3.380522080180120015e-01
6.340032603838589020e-01,8.095785796935609824e+01,1.107436850185016697e+00,2.589209963298432296e-02
3.014945591258086033e+00,1.169688900987146951e+02,1.290349822016348957e+00,4.666294874895685063e-01
7.721023051203217413e-01,1.088561172260715750e+02,9.810381332861551895e-01,2.492631331636639691e-02
3.796600605156699615e+00,9.525413557160592859e+01,1.405142131721405008e+00,1.016818124102940590e+00
2.193205511664558127e+00,1.463928213310070703e+02,1.080358181899946146e+00,1.616487179217146464e-01
2.687711599579141186e+00,1.203810724593845265e+02,1.433786903200498397e+00,3.993887604469771313e-01
3.536590387392492540e-01,1.399312988250614751e+02,1.115549090535276067e+00,4.548859703348455581e-03
8.077744289002126710e-01,8.367097345990325152e+01,1.045737847062805814e+00,3.835471366090683482e-02
3.324402576786204655e+00,9.155771391888720245e+01,1.207077090631308414e+00,6.913547227866720934e-01
5.151645422306887490e-01,9.707771295851911475e+01,1.236879433889922497e+00,1.578550349574647446e-02
4.553199635485640773e-01,8.659428980108565099e+01,8.958446026393885875e-01,1.006607788777178630e-02
6.204325111407970050e-01,1.494831016360093088e+02,1.330109479112244752e+00,1.554778194827145452e-02
9.450336592040491368e-01,1.085695180535310840e+02,9.303207669084633258e-01,3.551493279044817819e-02
3.077255893846876589e+00,8.683131070252319716e+01,1.391464701930315684e+00,7.244580010942350823e-01
2.761054019786873592e+00,1.112875366684313576e+02,8.530402204393876531e-01,2.715070972828699802e-01
3.225878560881692891e+00,1.475880794269206717e+02,8.615418228102105225e-01,2.766368641203342804e-01
3.118716077084747074e+00,1.214267945146299041e+02,9.169328668146491390e-01,3.396739786078399881e-01
5.396255981829991555e-01,1.457835690325785265e+02,1.373991167957925752e+00,1.248245099900757195e-02
1.214762695792436897e+00,8.993902387733496084e+01,1.415556902901330405e+00,1.090748639515549678e-01
3.736214978469829973e+00,1.302144652186140945e+02,9.251059329241747564e-01,4.570322220343378539e-01
2.281153916834182560e+00,1.299495106372142459e+02,1.051734636596391326e+00,1.935915452388518310e-01
2.904753228068592819e+00,1.176556981449231358e+02,1.275298694919977827e+00,4.250861681296997929e-01
3.915023801010667714e+00,9.726629640988871017e+01,1.114715792760141877e+00,8.318568993212172025e-01
3.729544949084619976e+00,1.095021590094506365e+02,1.405948920630772703e+00,8.420477362154272782e-01
3.729302365490014370e+00,1.163548856464512511e+02,9.816914986328847403e-01,5.458780571593444542e-01
1.818366476053526970e+00,1.403585453962427323e+02,1.234491014528374730e+00,1.328527086291425852e-01
2.282160760903270358e+00,1.178569030358213610e+02,1.326172572442145370e+00,2.717263282490345877e-01
5.485880187267966335e-01,1.367926000076659250e+02,1.224142843068557474e+00,1.230832208279315429e-02
4.765783382452168926e-01,1.024802524088500491e+02,1.441298922455865661e+00,1.486998888969872507e-02
2.277672426473713596e+00,1.026443410938943686e+02,8.772561426237817095e-01,2.068542421172986367e-01
1.151146402179939132e+00,1.263087409130877603e+02,1.327216187294843586e+00,6.404620892388634967e-02
1.603678868515750366e+00,1.496495393594809968e+02,1.309578764151887897e+00,1.022582214481630586e-01
1.222767468098642230e+00,8.729784235240389023e+01,9.683605151935807953e-01,7.789992447804983122e-02
2.027373282701731227e+00,1.413603982013550251e+02,1.390982361642282061e+00,1.848377436827089715e-01
3.731061344010364600e+00,8.601656459009902278e+01,1.400516158367721697e+00,1.093675356548580835e+00
1.152164783990853536e+00,1.451918588214482213e+02,1.456719250692754652e+00,6.063723078023650764e-02
6.017298889061195588e-01,1.104793485026422104e+02,1.482415278576283857e+00,2.252386023179027072e-02
3.827067236421926921e+00,1.102816363921083109e+02,8.516071076934703665e-01,5.274282449269137585e-01
2.657363511481495522e+00,1.103326580422953356e+02,1.492331961058630085e+00,4.465924516178323422e-01
1.670123569370762340e+00,1.040491378272816974e+02,9.643751650499294836e-01,1.204070332895962187e-01
2.160763457500488371e+00,1.098129181895617421e+02,1.254386845971444231e+00,2.482603050607948558e-01
6.584994404809543234e-01,1.377199049326119109e+02,1.200155865772127406e+00,1.726222621138096339e-02
1.451035293564299389e+00,1.258815092721480369e+02,8.075614049468688993e-01,6.211884442735455397e-02
4.429307450447833583e-01,8.607828523406648458e+01,1.292748008255947934e+00,1.383437978625053945e-02
8.553065373504933344e-01,1.056874688646057052e+02,1.103737948966624138e+00,3.551253814480977850e-02
2.055034072001558965e+00,1.441853901465709953e+02,8.947408528259589433e-01,1.194030457357020958e-01
6.052602333033112458e-01,1.328115416283800982e+02,8.117607870262510961e-01,1.025443021781628078e-02
1.496698179545704832e+00,1.388424588607250882e+02,1.386289822141316463e+00,1.022395122583829030e-01
2.491064604336076016e+00,1.483749256181980343e+02,1.068758248369906072e+00,2.034073983844042477e-01
3.490034422141230497e+00,1.468057721630988510e+02,8.667439323596486389e-01,3.277975373942959569e-01
1.145569987362867082e+00,1.153859807261657693e+02,1.469829656255979167e+00,7.737610212641195251e-02
1.642521096453188445e+00,1.302166687994572953e+02,1.427357159436695389e+00,1.358977041415105891e-01
1.325886186676909828e+00,9.544897793213893067e+01,1.206038815492547212e+00,1.039552911834009524e-01
1.359447569433572367e+00,1.141446197203702013e+02,1.385931955031810769e+00,1.039734863817842470e-01
3.852549434478357071e+00,1.311752717174970826e+02,8.762781809838433578e-01,4.565577491006266309e-01
1.902413124507616349e+00,8.843645967074557745e+01,1.250405941848259816e+00,2.411168294428844283e-01
3.294873597729191861e+00,1.214375076619808596e+02,1.414791126696457901e+00,5.887422029134968815e-01
8.541172345617692452e-01,1.313675243894446680e+02,1.423629815322447367e+00,3.625084637259830267e-02
2.007154568231198866e+00,8.468925998265929422e+01,1.357339979892854043e+00,3.055172943743556524e-01
2.030030094445206768e+00,9.436314102417171057e+01,9.196356186430711954e-01,1.882126739912645397e-01
2.602617425511069893e+00,8.796453451102584609e+01,8.076819385541691432e-01,2.928228078092394715e-01
2.789127202894678526e+00,1.187446792046031021e+02,9.418159785863323696e-01,2.856221768650131776e-01
1.751681848689781162e+00,1.097181181128943308e+02,1.112309715730087856e+00,1.445179328753024017e-01
1.033659644201636363e+00,1.121396528891601747e+02,1.081611938028147035e+00,4.774590419216001580e-02
3.795535624196090474e+00,1.472158263618119065e+02,8.060578236173976396e-01,3.595068843149437643e-01
1.670591693586223947e+00,1.181440482365701996e+02,1.243261502444631628e+00,1.358263838566923232e-01
7.623093713846486041e-01,1.487164557693949689e+02,1.365834193842483391e+00,2.423909472353249009e-02
2.304340024893031025e+00,8.771105857879959444e+01,1.266001816449457307e+00,3.622526780725212614e-01
1.065520229387189488e+00,9.457866227781843804e+01,1.143193400217645816e+00,6.420193947352501040e-02
3.262790963825066726e+00,9.483781191162630364e+01,1.163856503585659841e+00,6.174019134183372781e-01
2.855651364514648627e+00,8.757330998631330488e+01,1.246257789067602983e+00,5.506985149675277524e-01
2.519746864733434677e+00,1.476770737706601722e+02,1.043645402825763790e+00,2.042597586920772146e-01
3.572103367122574924e-01,1.339761257885076020e+02,1.147371396475910910e+00,5.001225117221617597e-03
1.863445505881314190e+00,1.293366750950734456e+02,9.708320454213481554e-01,1.197348521252386555e-01
2.343001079512913254e+00,1.198299070086367095e+02,8.299862785245990526e-01,1.756414307456339030e-01
3.126155237209441218e+00,8.685541726606480495e+01,1.341523391412468902e+00,7.201145922359579732e-01
1.561371803257072033e+00,1.419789253781153775e+02,1.358674393989276252e+00,1.064602953508114319e-01
3.761829650039671513e+00,8.341392081080084608e+01,1.363108978780961822e+00,1.118189380137512456e+00
1.951847166163609426e+00,9.141032669701434088e+01,1.137204896616187622e+00,2.227628533834127289e-01
6.188663126625268962e-01,1.184155082080286263e+02,1.439783669038083413e+00,2.149700417345287717e-02
1.913198923156492981e+00,1.171867058981855507e+02,8.358754046303185081e-01,1.207098688379355939e-01
3.412182174472041307e+00,1.490243439576124729e+02,1.299228551135794607e+00,4.636354070103458902e-01
9.959498076642303577e-01,1.058074997722765289e+02,1.191933650708015824e+00,5.195347963303393463e-02
1.493214113034855961e+00,1.340019635035733927e+02,1.265221674806513263e+00,9.646763008506369086e-02
3.916883952821068604e+00,8.438328999702684996e+01,1.195732195629116701e+00,1.045091201932105696e+00
5.717053496587278794e-01,8.245878951536610657e+01,1.219311238484274584e+00,2.274021627075674401e-02
1.553892571195746530e+00,1.452489304763981295e+02,1.474509956289696833e+00,1.116768530504499146e-01
1.925709984714939482e+00,1.418757523431189327e+02,8.026919767951076201e-01,9.568418074881852864e-02
2.080845113926596657e+00,1.430039679803036279e+02,1.110698116131442426e+00,1.534210487369186415e-01
2.329185023658902232e+00,9.051494956236888356e+01,1.255502794799144839e+00,3.549803641874969551e-01
2.834668637628968924e+00,1.095406086507738621e+02,1.218927694523415983e+00,4.174097960702539134e-01
1.746626481469826242e+00,1.256046811974863573e+02,1.275481845478611875e+00,1.427062262233730061e-01
4.275968199983705698e-01,1.253810393478579641e+02,1.364467899246551763e+00,9.149209269715330092e-03
1.553238108996195743e+00,1.140127172700572515e+02,1.273656108818754795e+00,1.249112531631135087e-01
3.786355489615660375e-01,1.280928447754382091e+02,1.412393995476834530e+00,7.257982448547488710e-03
2.153311048461444166e+00,8.985655998726568328e+01,1.010054819057528253e+00,2.451685811098368306e-01
3.515797043718741577e+00,1.115156010921751175e+02,9.847518641014169072e-01,5.089777967383837254e-01
6.115508280756309922e-01,8.273945027217880011e+01,1.085111028353042517e+00,2.307350718721941016e-02
1.804984069633539079e+00,1.197212071259662736e+02,1.185945899060911524e+00,1.491418244056852416e-01
3.678338106971234200e+00,1.157488316596602544e+02,1.273405054096281130e+00,6.959934610870719407e-01
3.372123694582956244e+00,1.440213474574813688e+02,1.273361696808079424e+00,4.604565280946120165e-01
3.031741061972849760e+00,8.539685263221399225e+01,9.631039572858426379e-01,4.908045119737263207e-01
2.929313832914374860e+00,1.476393764761726288e+02,1.164443783145119982e+00,3.085563541856386482e-01
3.285525045808636579e-01,1.462632891661574206e+02,1.491561123232416186e+00,5.004976622649147042e-03
1.912300452357768910e+00,1.389327134679845130e+02,1.448240536718502502e+00,1.744389581705328984e-01
3.591056892135792378e+00,1.389556850240501831e+02,1.000084583478766609e+00,4.255914963442791188e-01
2.972189607560804081e+00,9.079717057708613481e+01,1.455477944853793337e+00,6.737937877711974721e-01
1.602176376152689041e+00,1.477300164413287860e+02,1.202349258302966906e+00,9.500947524860467452e-02
2.374205829423423619e+00,1.175796474229208428e+02,9.799669025574925252e-01,2.174657408137764814e-01
2.590960919719020428e+00,1.242404797528675857e+02,1.244739508191709421e+00,3.108110902974288714e-01
3.495499526598379259e+00,1.004126368597811023e+02,1.369062042079385755e+00,7.888708942928100987e-01
2.329998956358413142e+00,1.239676870279044039e+02,1.320897393996245839e+00,2.672487149107432569e-01
3.461130052015918501e+00,9.099209800584110042e+01,1.336484763906272022e+00,8.392824364507229795e-01
3.026248371302485474e+00,1.090232646393327940e+02,1.257858907209093102e+00,4.941867808944028773e-01
3.987839410761075065e+00,1.332489138288523236e+02,1.372708287627981472e+00,7.596572656044742189e-01
1.562461200030784925e+00,1.275061231967145403e+02,8.666354506275558700e-01,7.625625529871830899e-02
2.208040898517757977e+00,1.470392630949352792e+02,1.261113019853803641e+00,1.904680204443949532e-01
2.634763190179268744e+00,9.106896656934991086e+01,8.584737058350545569e-01,3.076936286161630618e-01
3.550578159567596703e-01,1.016638789208830929e+02,1.039372914134017334e+00,6.001003797356483337e-03
2.294896998547876432e+00,1.363046119275990407e+02,1.459787924867368414e+00,2.588339966772588152e-01
2.039235236737195756e+00,9.926766562247748027e+01,9.945611598133732301e-01,1.947777270463462718e-01
1.331236694601729331e+00,1.207979811858977115e+02,1.087551420810003222e+00,7.360325730413247447e-02
2.577779335324101417e+00,1.464168018419986481e+02,1.423732131885338426e+00,2.949519020831913307e-01
2.968766957089444158e+00,9.905384881123657692e+01,1.464547684849352605e+00,6.157926550060014437e-01
2.779823105520565996e+00,1.046887911168707603e+02,9.946919385769447119e-01,3.429311804718357393e-01
3.653517566003700701e+00,1.016148661238315896e+02,1.284104303995308838e+00,7.975332517932188781e-01
2.020607404903594251e+00,8.558261030108862144e+01,8.905224534724300867e-01,2.000876867601363573e-01
2.934676857973743225e+00,1.224781811763194526e+02,1.333233288281890694e+00,4.347030021541552491e-01
9.641241622484220120e-01,1.251131569893675106e+02,1.259625141134906423e+00,4.305830002290439440e-02
2.715662830499241842e+00,1.247605370079332801e+02,1.308681882381932171e+00,3.577331301553041132e-01
7.884048836784167680e-01,1.128011570772072645e+02,1.058978106061958968e+00,2.701829782489935036e-02
3.245123905755960880e+00,1.054443266020152379e+02,1.148171244884204079e+00,5.374774048104807855e-01
3.304309846009019225e+00,9.076606545811289095e+01,8.856005344564749082e-01,5.025079188581188516e-01
8.153045710255113487e-01,1.203967745210991040e+02,1.007170081444455745e+00,2.564107862454785905e-02
3.722296462026431829e+00,8.270890807550158286e+01,9.453145362036181609e-01,7.544529604579458537e-01
2.109807567203618284e+00,1.257058938637801475e+02,1.385571434350610032e+00,2.263442415091044824e-01
3.678958298955608441e+00,1.187768763237153848e+02,9.304330631082208258e-01,4.920261411329963641e-01
3.500682775984529371e+00,8.227884770330176423e+01,9.860808349521732463e-01,6.995617478749470708e-01
1.607593508595202225e+00,9.181919221774616346e+01,1.435169102562045218e+00,1.898708045193946425e-01
2.997241067889442334e+00,1.360762552542837511e+02,1.403440323516999433e+00,4.262973129690933449e-01
3.561649824154328847e+00,9.029988441285310330e+01,1.488708219161057000e+00,1.004635628461560737e+00
3.996085927591965792e+00,8.547780262135927387e+01,1.121620557465141887e+00,1.004197239853243939e+00
1.237527668628884747e+00,9.555056579047020193e+01,1.336521679928927897e+00,1.002605192549842900e-01
3.219243602167990659e+00,9.686332154104131575e+01,1.188601576147956917e+00,6.001340706589087803e-01
1.732012948866488822e+00,1.474323563396678765e+02,1.087308574723938159e+00,1.006233760655806525e-01
5.517746928920428395e-01,1.105911698050903880e+02,1.005876965772365406e+00,1.283382884928288906e-02
1.338943927069789375e+00,9.841128164488212349e+01,1.281920111430734366e+00,1.091378201202958670e-01
8.891079647710266043e-01,1.332975720821983714e+02,1.215793801878672920e+00,3.302289989531442815e-02
2.971993147925546808e+00,1.122682580293732428e+02,1.232640459349243045e+00,4.522894383641029026e-01
2.317615655725548507e+00,1.190156930439770662e+02,1.265054584653770631e+00,2.644593679316021295e-01
8.623488840234242447e-01,1.251909556235687973e+02,9.373067730718883661e-01,2.560703660707115345e-02
2.537278891127463964e+00,8.659324603234509254e+01,9.381627861761583365e-01,3.290493731386599507e-01
8.950747254744998438e-01,1.361016429049836916e+02,1.446177326511248307e+00,3.893683160375754210e-02
2.416634344758989528e+00,1.463063456338015271e+02,1.246850268628303837e+00,2.268958918175559281e-01
1.572469167842467819e+00,8.978271272617864440e+01,9.448832217421666568e-01,1.221439125050323982e-01
3.106638800707014259e+00,1.295163884142718871e+02,1.205856571456430215e+00,4.145722540272195333e-01
2.126233639993363678e+00,1.480124246838030615e+02,1.393915647862962848e+00,1.938807790348533455e-01
3.348423948998059174e+00,1.258635480369439819e+02,1.380279283048251315e+00,5.704951091976597777e-01
1.601818299310601601e+00,1.158590437783098679e+02,9.075794886070218670e-01,9.297412045510686229e-02
1.798337035531659467e+00,9.771701909042405987e+01,1.002974780206014049e+00,1.552271778862805152e-01
1.310253399285977505e+00,1.495219884082483759e+02,1.190860169824229153e+00,6.209518230946723533e-02
2.866665334701284706e+00,1.421910828128851847e+02,1.276423132823556683e+00,3.376098482525657918e-01
3.732658457086806880e+00,1.347462244515641885e+02,8.165415465910949022e-01,3.876118706066957742e-01
5.610532222183540751e-01,8.689060556226087328e+01,9.020028652924253487e-01,1.533539846855774130e-02
2.460491172620195233e+00,9.379084933546886305e+01,1.099633968194962286e+00,3.337592035839266891e-01
2.275765951435195777e+00,1.131084714876322721e+02,1.364569230897844765e+00,2.906257312376658297e-01
3.415934314895908042e+00,9.241310662789196329e+01,1.274793759051303654e+00,7.651176539763449025e-01
2.064163860380880067e+00,1.226416001536167357e+02,1.122657018068757173e+00,1.800070118180294165e-01
2.633982792113183535e+00,9.081470231790561343e+01,1.350573098911992398e+00,4.883432574611563104e-01
1.402795534079360973e+00,1.263622367772657924e+02,1.162626812032618195e+00,8.328800064281492721e-02
2.582151047098646401e+00,9.612623773952543615e+01,8.823443427287872565e-01,2.868838244160509254e-01
3.336482311602752215e+00,8.537508814575566873e+01,1.132695746686153804e+00,7.033119414388030455e-01
7.392411172281883047e-01,1.123388609073441557e+02,8.014422773144788126e-01,1.805212346777827423e-02
2.785205578155874218e+00,1.370637586132320962e+02,1.465543637082667106e+00,3.812296519745594914e-01
7.339466487000889661e-01,1.303630887111652328e+02,9.424687677134794273e-01,1.786021014706036872e-02
3.188939586417319116e+00,1.268276465482415034e+02,1.046187153126382219e+00,3.871999423345246494e-01
2.230746923035643370e+00,9.505627009499873736e+01,1.161720077596184231e+00,2.855989390054221588e-01
2.549131450470548010e+00,1.267344166809264721e+02,8.204894680089650505e-01,1.936263216026555822e-01
1.775434458839352692e+00,8.133040992383182299e+01,1.345724132489559244e+00,2.469292302849724896e-01
2.081621500507732758e+00,1.458700361947715578e+02,1.368080368638488808e+00,1.852555332406974342e-01
9.563374281267763566e-01,1.423599995992636309e+02,1.169424972003008545e+00,3.424107964984945268e-02
3.333028666793015571e+00,8.898499759963864619e+01,9.615201202135527092e-01,5.678047073402782141e-01
1.212358913755738454e+00,1.438493396847110830e+02,8.020012020469666769e-01,3.731449902555949300e-02
2.528890069934962792e+00,9.418687851234976449e+01,1.337337966330665262e+00,4.282623702326239234e-01
2.835462479442157679e+00,1.161776707055398958e+02,1.342847390373596461e+00,4.325120154264161521e-01
1.394414162233460486e+00,8.957011876122133742e+01,1.166379129164203832e+00,1.189048287522220942e-01
7.461022188297008473e-01,1.299089686964844077e+02,8.166897505921971723e-01,1.605269813559753386e-02
8.881238800672213163e-01,1.339749773154226773e+02,1.162085737716494815e+00,3.132233933507928836e-02
8.273866330228134558e-01,1.290698311511047791e+02,9.406544996790571211e-01,2.289767896643749717e-02
2.066851550416451300e+00,9.083459610882127322e+01,8.934981900986971315e-01,1.973185030792600214e-01
1.571255851090435307e+00,1.075498034218276473e+02,1.110745327518911640e+00,1.185519632201449403e-01
8.469530967183614978e-01,1.335216376211263309e+02,9.412786664826922056e-01,2.315351103273172520e-02
3.603950700964376086e+00,1.060861021842937504e+02,1.080813460413945659e+00,6.205484749595646665e-01
1.250368896516221184e+00,8.812586636476883939e+01,1.075780480686261198e+00,8.963390743607353717e-02
3.012187423610486747e-01,1.177913925359698908e+02,9.839562677156727943e-01,3.498814367243221774e-03
1.465621095866818990e+00,1.232975422780184829e+02,1.495134476060271611e+00,1.201383056726260390e-01
1.253752789342724050e+00,1.444835844156957876e+02,1.210013871788702788e+00,5.994793766720847572e-02
1.765312103454530712e+00,9.168704062396962229e+01,1.427947280702835053e+00,2.283450031812960523e-01
1.175522899372115404e+00,1.486860634301795869e+02,1.493736732855396099e+00,6.308666187888697929e-02
1.550857738717803525e+00,8.499039780877897954e+01,1.320874580978080193e+00,1.762743938041221869e-01
2.358368945846754272e+00,1.195427644681442416e+02,8.902705282721984359e-01,1.914244533930133108e-01
5.493133904171239035e-01,1.225325916814818612e+02,9.658178219009019294e-01,1.095263487675973528e-02
5.525935538504510580e-01,1.047290076059602910e+02,1.332330329859609419e+00,1.806269259753887774e-02
1.243005643006822369e+00,1.302724444607925705e+02,1.319380429006582922e+00,7.182905306155965008e-02
1.930732058083312719e+00,9.766008325907873200e+01,8.648834276498321705e-01,1.543331540363866161e-01
2.249981849914765242e+00,1.481321692349193029e+02,8.170654716909391269e-01,1.269457550360940379e-01
1.425251644506571269e+00,8.648799618168473557e+01,1.313243835530540693e+00,1.452241873341971468e-01
4.066473037038177418e-01,1.048267675616232566e+02,1.014416945736436926e+00,7.438468017318077691e-03
3.576446085822197141e+00,8.872454020473797698e+01,9.451746255802132568e-01,6.453825367716031769e-01
1.354945734983491246e+00,1.108415466302352002e+02,1.469462437048478343e+00,1.130113746539979092e-01
2.152355091482095695e+00,1.460743349340774841e+02,9.730627060923792149e-01,1.404996149835721353e-01
6.574706588084593406e-01,1.470898244996252515e+02,1.005984880637837087e+00,1.343628804071376505e-02
8.284414116671170447e-01,9.713825690364326704e+01,1.214937554581464907e+00,4.008891844888533978e-02
2.794334332797701492e+00,8.939609754968805078e+01,9.392905920413453513e-01,3.867717093026158404e-01
1.181967585965771228e+00,1.029383113100441420e+02,9.862347095598580360e-01,6.232824794962710246e-02
2.562831343741574397e+00,9.576502270255593885e+01,1.471645271879257866e+00,4.765009397611674746e-01
2.243008533424847961e+00,8.039186666885238708e+01,1.076345086402165752e+00,3.191560744953521045e-01
2.267277128172405565e+00,9.528185818299193954e+01,1.289660895301579790e+00,3.271579888143479331e-01
3.629746515059047773e+00,1.009394531111216793e+02,1.054094923906053971e+00,6.473904605459681605e-01
2.049903131523891808e+00,1.465075580921621849e+02,9.848581081632618028e-01,1.285621397420488310e-01
3.680964742189424932e+00,1.167791880514927669e+02,1.159046950010659716e+00,6.270418502604100386e-01
2.524947038881804939e+00,1.339865825604155702e+02,1.153684417667030448e+00,2.520116287269566491e-01
3.046462571805482966e+00,8.805682873035934222e+01,1.274794174430799565e+00,6.387788850598585810e-01
2.042670351412856355e+00,1.292946137439668348e+02,1.332918227922639254e+00,1.979285407861901269e-01
2.646972265066782626e+00,8.189677326793841416e+01,1.393469683030398532e+00,5.689444054280455854e-01
3.626504136225334296e+00,1.107680149961421705e+02,1.386503546173722068e+00,7.741752410740168067e-01
2.482881188615283730e+00,1.092903718242222197e+02,1.130557969697496112e+00,2.970415648089809735e-01
2.881476481322928773e+00,1.454088862494150192e+02,1.161402597172764839e+00,3.027033863369301137e-01
1.017634886204832778e+00,1.409915615147837116e+02,1.157840945193024051e+00,3.879033005906693671e-02
5.908017557180559320e-01,1.130242674000715652e+02,1.179571555143095862e+00,1.686249352462339951e-02
3.825652186536778299e+00,1.193148727843446864e+02,1.115170258878676712e+00,6.367479554491011218e-01
9.776883178254792695e-01,9.009447666326852300e+01,1.103918079770875638e+00,5.491544426519043287e-02
1.459570439322748214e+00,1.488305233577789011e+02,1.478209368673610635e+00,9.618978198485086950e-02
1.808062843296237565e+00,9.892235908940628519e+01,1.079390038733499591e+00,1.667573020348795676e-01
3.323031795563481605e+00,1.121513657046387067e+02,1.266625026379696317e+00,5.831457512529193421e-01
1.397624910715864033e+00,1.276146151288455854e+02,1.422067364580873905e+00,1.001145210858024603e-01
8.815725066028934354e-01,9.402740291508010273e+01,1.398494933533726892e+00,5.409594464462844782e-02
1.881622641456164979e+00,9.259110445128388278e+01,1.339668861655857635e+00,2.408717654142820963e-01
3.353145551816748782e+00,1.046750846360884140e+02,9.504916935436357184e-01,4.776650777684325888e-01
4.629413932406474252e-01,1.182518936317741947e+02,1.454838171490427268e+00,1.217088754381564532e-02
2.274348635065746027e+00,1.393267948210625207e+02,1.015731011102508186e+00,1.723935791467693657e-01
2.904949400410521410e+00,1.291095408083810128e+02,1.467004639167595714e+00,4.432282411801586330e-01
2.026093260110595651e+00,1.084638928115444685e+02,1.031242155708934627e+00,1.815161755118781250e-01
