t,Ca,B,Ca_er,dCa_dt,dCa_dt_noisy
7.589517903580715874e+00,3.162452698695080944e+00,2.756767313738022640e+00,9.837111840215430902e+01,7.824517256798613207e-02,5.731065657522953216e-02
7.593518703740747888e+00,3.162765594779485934e+00,2.756929020150665099e+00,9.837025314182085367e+01,7.817183939803284964e-02,9.243826396720652983e-02
7.597519503900779902e+00,3.163078197560132754e+00,2.757090555569545298e+00,9.836938787891276093e+01,7.809855140986332600e-02,9.134909609557499699e-02
7.601520304060811917e+00,3.163390507220775305e+00,2.757251920159491387e+00,9.836852261344286319e+01,7.802530858761280719e-02,5.782333543075743321e-02
7.605521104220843931e+00,3.163702523944984968e+00,2.757413114085259576e+00,9.836765734542396444e+01,7.795211091560538819e-02,8.125814095837712026e-02
7.609521904380875945e+00,3.164014247916150602e+00,2.757574137511535906e+00,9.836679207486889709e+01,7.787895837836589230e-02,1.073814227404427390e-01
7.613522704540907959e+00,3.164325679317480322e+00,2.757734990602933145e+00,9.836592680179045090e+01,7.780585096060832484e-02,9.601738102442228251e-02
7.617523504700939974e+00,3.164636818331997947e+00,2.757895673523993008e+00,9.836506152620141563e+01,7.773278864724264547e-02,1.113794850961209865e-01
7.621524304860971988e+00,3.164947665142546995e+00,2.758056186439185264e+00,9.836419624811456686e+01,7.765977142337088246e-02,5.550024478351541640e-02
7.625525105021004002e+00,3.165258219931787131e+00,2.758216529512907744e+00,9.836333096754266592e+01,7.758679927428746570e-02,6.388864259571633286e-02
7.629525905181036016e+00,3.165568482882196832e+00,2.758376702909487665e+00,9.836246568449847416e+01,7.751387218548233538e-02,8.455803670053317622e-02
7.633526705341068030e+00,3.165878454176072054e+00,2.758536706793178528e+00,9.836160039899472451e+01,7.744099014263372549e-02,8.572798635363984565e-02
7.637527505501100045e+00,3.166188133995526233e+00,2.758696541328163665e+00,9.836073511104417832e+01,7.736815313161604646e-02,7.903738225725387423e-02
7.641528305661132059e+00,3.166497522522491170e+00,2.758856206678554468e+00,9.835986982065955431e+01,7.729536113849566625e-02,7.071895611001868809e-02
7.645529105821164073e+00,3.166806619938716150e+00,2.759015703008390386e+00,9.835900452785354275e+01,7.722261414952757974e-02,7.015561283169695350e-02
7.649529905981196087e+00,3.167115426425767932e+00,2.759175030481638480e+00,9.835813923263886238e+01,7.714991215115918344e-02,6.612000637089032740e-02
7.653530706141228102e+00,3.167423942165031203e+00,2.759334189262195203e+00,9.835727393502821769e+01,7.707725513003294004e-02,8.720303820029118302e-02
7.657531506301260116e+00,3.167732167337708571e+00,2.759493179513884620e+00,9.835640863503427056e+01,7.700464307297727462e-02,2.289829408764837426e-02
7.661532306461292130e+00,3.168040102124820123e+00,2.759652001400458854e+00,9.835554333266969707e+01,7.693207596701534534e-02,1.099988063619044276e-01
7.665533106621324144e+00,3.168347746707204760e+00,2.759810655085598530e+00,9.835467802794715908e+01,7.685955379935727194e-02,6.735858007953930693e-02
7.669533906781356158e+00,3.168655101265517526e+00,2.759969140732913662e+00,9.835381272087930427e+01,7.678707655740735216e-02,4.921521752386665005e-02
7.673534706941388173e+00,3.168962165980232282e+00,2.760127458505940101e+00,9.835294741147878028e+01,7.671464422875640121e-02,8.862291640201411247e-02
7.677535507101420187e+00,3.169268941031640363e+00,2.760285608568143978e+00,9.835208209975822058e+01,7.664225680118785800e-02,4.953782207926210601e-02
7.681536307261452201e+00,3.169575426599851031e+00,2.760443591082919479e+00,9.835121678573021597e+01,7.656991426267367729e-02,8.527453681449904954e-02
7.685537107421484215e+00,3.169881622864791471e+00,2.760601406213587516e+00,9.835035146940739992e+01,7.649761660137366359e-02,6.942539609727063632e-02
7.689537907581516230e+00,3.170187530006205456e+00,2.760759054123399281e+00,9.834948615080236323e+01,7.642536380564035614e-02,8.918222631503539000e-02
7.693538707741548244e+00,3.170493148203656464e+00,2.760916534975532688e+00,9.834862082992768251e+01,7.635315586401036914e-02,9.306287873886016915e-02
7.697539507901580258e+00,3.170798477636524115e+00,2.761073848933095043e+00,9.834775550679594858e+01,7.628099276521393968e-02,1.030771260896383018e-01
7.701540308061612272e+00,3.171103518484006845e+00,2.761230996159120821e+00,9.834689018141970962e+01,7.620887449816515780e-02,6.718290593538399358e-02
7.705541108221644286e+00,3.171408270925120121e+00,2.761387976816573886e+00,9.834602485381154224e+01,7.613680105196940495e-02,7.117535833344218466e-02
7.709541908381676301e+00,3.171712735138697337e+00,2.761544791068345273e+00,9.834515952398396621e+01,7.606477241591835803e-02,7.666204252146682774e-02
7.713542708541708315e+00,3.172016911303390252e+00,2.761701439077255404e+00,9.834429419194951549e+01,7.599278857949232080e-02,4.852396973048588025e-02
7.717543508701740329e+00,3.172320799597667218e+00,2.761857921006051431e+00,9.834342885772073828e+01,7.592084953235700429e-02,8.859338780589262607e-02
7.721544308861772343e+00,3.172624400199815842e+00,2.762014237017410778e+00,9.834256352131011170e+01,7.584895526436907787e-02,7.922312184583121808e-02
7.725545109021804357e+00,3.172927713287940765e+00,2.762170387273937600e+00,9.834169818273016972e+01,7.577710576556839772e-02,4.975065557607896011e-02
7.729545909181836372e+00,3.173230739039963666e+00,2.762326371938164105e+00,9.834083284199337527e+01,7.570530102618222568e-02,1.006885224378331889e-01
7.733546709341868386e+00,3.173533477633625033e+00,2.762482191172552781e+00,9.833996749911223390e+01,7.563354103662778272e-02,1.037168737245339201e-01
7.737547509501900400e+00,3.173835929246482834e+00,2.762637845139491510e+00,9.833910215409919431e+01,7.556182578750314516e-02,4.997631107292516139e-02
7.741548309661932414e+00,3.174138094055912962e+00,2.762793334001298895e+00,9.833823680696671943e+01,7.549015526959446110e-02,8.768075693931005887e-02
7.745549109821964429e+00,3.174439972239108343e+00,2.762948657920220707e+00,9.833737145772725796e+01,7.541852947387572836e-02,1.011718978077947861e-01
7.749549909981996443e+00,3.174741563973080716e+00,2.763103817058431222e+00,9.833650610639325862e+01,7.534694839150524182e-02,9.287678292010201342e-02
7.753550710142028457e+00,3.175042869434658410e+00,2.763258811578032326e+00,9.833564075297712748e+01,7.527541201382381697e-02,5.637556948190802775e-02
7.757551510302060471e+00,3.175343888800489012e+00,2.763413641641054852e+00,9.833477539749129903e+01,7.520392033236078522e-02,4.796607831540736222e-02
7.761552310462092485e+00,3.175644622247036697e+00,2.763568307409458136e+00,9.833391003994816515e+01,7.513247333882899781e-02,7.351906819909385937e-02
7.765553110622124500e+00,3.175945069950584010e+00,2.763722809045129125e+00,9.833304468036013191e+01,7.506107102512604712e-02,6.582315024678782323e-02
7.769553910782156514e+00,3.176245232087230086e+00,2.763877146709883270e+00,9.833217931873957696e+01,7.498971338333293435e-02,7.550383455140542710e-02
7.773554710942188528e+00,3.176545108832893760e+00,2.764031320565464078e+00,9.833131395509887795e+01,7.491840040571595694e-02,7.352283097190838446e-02
7.777555511102220542e+00,3.176844700363310459e+00,2.764185330773544003e+00,9.833044858945039834e+01,7.484713208472482115e-02,8.604725203765084540e-02
7.781556311262252557e+00,3.177144006854033531e+00,2.764339177495723110e+00,9.832958322180648736e+01,7.477590841299242008e-02,6.420454166317020317e-02
7.785557111422284571e+00,3.177443028480433806e+00,2.764492860893529969e+00,9.832871785217948002e+01,7.470472938333527768e-02,7.209793866017839836e-02
7.789557911582316585e+00,3.177741765417700037e+00,2.764646381128421204e+00,9.832785248058171135e+01,7.463359498875321574e-02,1.346148662787463035e-01
7.793558711742348599e+00,3.178040217840839787e+00,2.764799738361781944e+00,9.832698710702550216e+01,7.456250522242913181e-02,7.257387676163838675e-02
7.797559511902380613e+00,3.178338385924676768e+00,2.764952932754924930e+00,9.832612173152317325e+01,7.449146007772800004e-02,8.981692989369995106e-02
7.801560312062412628e+00,3.178636269843853501e+00,2.765105964469092736e+00,9.832525635408701703e+01,7.442045954819831444e-02,8.077166388756434889e-02
7.805561112222444642e+00,3.178933869772829546e+00,2.765258833665454219e+00,9.832439097472931167e+01,7.434950362756798103e-02,7.927926532718035380e-02
7.809561912382476656e+00,3.179231185885883271e+00,2.765411540505108068e+00,9.832352559346234955e+01,7.427859230975142335e-02,5.659589220381584795e-02
7.813562712542508670e+00,3.179528218357110081e+00,2.765564085149080142e+00,9.832266021029838043e+01,7.420772558883936831e-02,8.529348258951904849e-02
7.817563512702540685e+00,3.179824967360422860e+00,2.765716467758325692e+00,9.832179482524968250e+01,7.413690345911083668e-02,7.363906099081062029e-02
7.821564312862572699e+00,3.180121433069553305e+00,2.765868688493726690e+00,9.832092943832847709e+01,7.406612591501671172e-02,9.093956726586271966e-02
7.825565113022604713e+00,3.180417615658049701e+00,2.766020747516094946e+00,9.832006404954702816e+01,7.399539295120016735e-02,1.155336695068945874e-01
7.829565913182636727e+00,3.180713515299278704e+00,2.766172644986169438e+00,9.831919865891754284e+01,7.392470456247568489e-02,7.812201671155313831e-02
7.833566713342668741e+00,3.181009132166424891e+00,2.766324381064618088e+00,9.831833326645224247e+01,7.385406074384359698e-02,8.958012999077002991e-02
7.837567513502700756e+00,3.181304466432490319e+00,2.766475955912036433e+00,9.831746787216331995e+01,7.378346149048276015e-02,5.380396775603219633e-02
7.841568313662732770e+00,3.181599518270294968e+00,2.766627369688948956e+00,9.831660247606296821e+01,7.371290679775233112e-02,7.653461273222003647e-02
7.845569113822764784e+00,3.181894287852476744e+00,2.766778622555807754e+00,9.831573707816338015e+01,7.364239666119076766e-02,1.051500486802833811e-01
7.849569913982796798e+00,3.182188775359674260e+00,2.766929714666821472e+00,9.831487167847680553e+01,7.357193106347648115e-02,7.284636540030808849e-02
7.853570714142828812e+00,3.182482980979024934e+00,2.767080646170487324e+00,9.831400627701552253e+01,7.350150997613480452e-02,6.122919314656197209e-02
7.857571514302860827e+00,3.182776904892884229e+00,2.767231417218413370e+00,9.831314087379173827e+01,7.343113337787543493e-02,7.802321981026626163e-02
7.861572314462892841e+00,3.183070547283428198e+00,2.767382027962144164e+00,9.831227546881764567e+01,7.336080124759170040e-02,7.012710909130988324e-02
7.865573114622924855e+00,3.183363908332653480e+00,2.767532478553161646e+00,9.831141006210543765e+01,7.329051356436622200e-02,6.893521623336501536e-02
7.869573914782956869e+00,3.183656988222378192e+00,2.767682769142885579e+00,9.831054465366729289e+01,7.322027030746469656e-02,6.622053849668521619e-02
7.873574714942988884e+00,3.183949787134239706e+00,2.767832899882670894e+00,9.830967924351536169e+01,7.315007145633967145e-02,1.133333888389620875e-01
7.877575515103020898e+00,3.184242305249696869e+00,2.767982870923812122e+00,9.830881383166182275e+01,7.307991699063021152e-02,5.610755319335687663e-02
7.881576315263052912e+00,3.184534542750029562e+00,2.768132682417538071e+00,9.830794841811879792e+01,7.300980689015712510e-02,6.519698202309714974e-02
7.885577115423084926e+00,3.184826499816337364e+00,2.768282334515017595e+00,9.830708300289845170e+01,7.293974113493195688e-02,6.197493384701970032e-02
7.889577915583116940e+00,3.185118176629540887e+00,2.768431827367353826e+00,9.830621758601289173e+01,7.286971970514466435e-02,9.811194970684185279e-02
7.893578715743148955e+00,3.185409573370381331e+00,2.768581161125589052e+00,9.830535216747423988e+01,7.279974258117571928e-02,6.766025988744135689e-02
7.897579515903180969e+00,3.185700690219420927e+00,2.768730335940701170e+00,9.830448674729461800e+01,7.272980974358433937e-02,9.925232873846569215e-02
7.901580316063212983e+00,3.185991527357042052e+00,2.768879351963606350e+00,9.830362132548609111e+01,7.265992117311748100e-02,7.642432131377584204e-02
7.905581116223244997e+00,3.186282084963447669e+00,2.769028209345156810e+00,9.830275590206078107e+01,7.259007685070595350e-02,7.255516708411213767e-02
7.909581916383277012e+00,3.186572363218662218e+00,2.769176908236143042e+00,9.830189047703073868e+01,7.252027675746242075e-02,4.373602460566777123e-02
7.913582716543309026e+00,3.186862362302529839e+00,2.769325448787291144e+00,9.830102505040804317e+01,7.245052087468439872e-02,9.710714870995189318e-02
7.917583516703341040e+00,3.187152082394715258e+00,2.769473831149265486e+00,9.830015962220474535e+01,7.238080918385225715e-02,8.362749251846259002e-02
7.921584316863373054e+00,3.187441523674704680e+00,2.769622055472666933e+00,9.829929419243289601e+01,7.231114166662877540e-02,8.083790414039250527e-02
7.925585117023405068e+00,3.187730686321804452e+00,2.769770121908033289e+00,9.829842876110453176e+01,7.224151830486069681e-02,7.031799106774831720e-02
7.929585917183437083e+00,3.188019570515141510e+00,2.769918030605840187e+00,9.829756332823167497e+01,7.217193908057695229e-02,6.426256519928068289e-02
7.933586717343469097e+00,3.188308176433663377e+00,2.770065781716499309e+00,9.829669789382634804e+01,7.210240397598732809e-02,4.716464963493199186e-02
7.937587517503501111e+00,3.188596504256138608e+00,2.770213375390360167e+00,9.829583245790054491e+01,7.203291297348646260e-02,9.137151656256256582e-02
7.941588317663533125e+00,3.188884554161155904e+00,2.770360811777709209e+00,9.829496702046628798e+01,7.196346605564962751e-02,7.776586077534609898e-02
7.945589117823565140e+00,3.189172326327124996e+00,2.770508091028769382e+00,9.829410158153554278e+01,7.189406320523117344e-02,6.513521952487889843e-02
7.949589917983597154e+00,3.189459820932275758e+00,2.770655213293701902e+00,9.829323614112028906e+01,7.182470440517374488e-02,5.964113997752222562e-02
7.953590718143629168e+00,3.189747038154659542e+00,2.770802178722604037e+00,9.829237069923249237e+01,7.175538963859351416e-02,7.450006252317352418e-02
7.957591518303661182e+00,3.190033978172147844e+00,2.770948987465510438e+00,9.829150525588411824e+01,7.168611888879261596e-02,7.029288708294441357e-02
7.961592318463693196e+00,3.190320641162432302e+00,2.771095639672392696e+00,9.829063981108710379e+01,7.161689213925237496e-02,1.048990902827567212e-01
7.965593118623725211e+00,3.190607027303026033e+00,2.771242135493159342e+00,9.828977436485340036e+01,7.154770937363486016e-02,8.745136705030728819e-02
7.969593918783756337e+00,3.190893136771261851e+00,2.771388475077657176e+00,9.828890891719491663e+01,7.147857057578399509e-02,5.998402121010994181e-02
7.973594718943788351e+00,3.191178969744294935e+00,2.771534658575668164e+00,9.828804346812358972e+01,7.140947572972133894e-02,4.972558171922676629e-02
7.977595519103820365e+00,3.191464526399098833e+00,2.771680686136912541e+00,9.828717801765129991e+01,7.134042481964941729e-02,6.705128032296639451e-02
7.981596319263852379e+00,3.191749806912469456e+00,2.771826557911047484e+00,9.828631256578995590e+01,7.127141782995161101e-02,5.347050537488399341e-02
7.985597119423884394e+00,3.192034811461022858e+00,2.771972274047667550e+00,9.828544711255145216e+01,7.120245474518938078e-02,7.315729610652152437e-02
7.989597919583916408e+00,3.192319540221195240e+00,2.772117834696303351e+00,9.828458165794765478e+01,7.113353555010537566e-02,7.965466810257421093e-02
7.993598719743948422e+00,3.192603993369243831e+00,2.772263240006423324e+00,9.828371620199044401e+01,7.106466022961877016e-02,8.423737133046244052e-02
7.997599519903980436e+00,3.192888171081246895e+00,2.772408490127432845e+00,9.828285074469165750e+01,7.099582876882937210e-02,7.977770152946449256e-02
8.001600320064012450e+00,3.193172073533102395e+00,2.772553585208674676e+00,9.828198528606316131e+01,7.092704115301717849e-02,6.758964695605497452e-02
8.005601120224044465e+00,3.193455700900530214e+00,2.772698525399427627e+00,9.828111982611676467e+01,7.085829736763604725e-02,8.335218042041564468e-02
8.009601920384076479e+00,3.193739053359069491e+00,2.772843310848909226e+00,9.828025436486433364e+01,7.078959739832391129e-02,5.350463260823243306e-02
8.013602720544108493e+00,3.194022131084080840e+00,2.772987941706272608e+00,9.827938890231764901e+01,7.072094123089212037e-02,6.966446166283929431e-02
8.017603520704140507e+00,3.194304934250745465e+00,2.773132418120608289e+00,9.827852343848853423e+01,7.065232885133188034e-02,8.742465780143311715e-02
8.021604320864172522e+00,3.194587463034064712e+00,2.773276740240944171e+00,9.827765797338877007e+01,7.058376024581147767e-02,7.687786405076095508e-02
8.025605121024204536e+00,3.194869717608861404e+00,2.773420908216245540e+00,9.827679250703017999e+01,7.051523540067805573e-02,4.563673370505955118e-02
8.029605921184236550e+00,3.195151698149778507e+00,2.773564922195414173e+00,9.827592703942450214e+01,7.044675430245439518e-02,4.790040603585013490e-02
8.033606721344268564e+00,3.195433404831278690e+00,2.773708782327288791e+00,9.827506157058351732e+01,7.037831693783924703e-02,3.864510166461741780e-02
8.037607521504300578e+00,3.195714837827647425e+00,2.773852488760645940e+00,9.827419610051897791e+01,7.030992329371188454e-02,1.069711071145846293e-01
8.041608321664332593e+00,3.195995997312989001e+00,2.773996041644198218e+00,9.827333062924263629e+01,7.024157335712477579e-02,3.983738300626196022e-02
8.045609121824364607e+00,3.196276883461228735e+00,2.774139441126596495e+00,9.827246515676623062e+01,7.017326711530880168e-02,6.801262646207575924e-02
8.049609921984396621e+00,3.196557496446113422e+00,2.774282687356427690e+00,9.827159968310147065e+01,7.010500455566825995e-02,1.074499208217629398e-01
8.053610722144428635e+00,3.196837836441209113e+00,2.774425780482216553e+00,9.827073420826009453e+01,7.003678566578841469e-02,9.220306238519276887e-02
8.057611522304460649e+00,3.197117903619904222e+00,2.774568720652423881e+00,9.826986873225379782e+01,6.996861043342417208e-02,9.694487121144690356e-02
8.061612322464492664e+00,3.197397698155405532e+00,2.774711508015448747e+00,9.826900325509429024e+01,6.990047884651162668e-02,6.056143247578224531e-02
8.065613122624524678e+00,3.197677220220743077e+00,2.774854142719626271e+00,9.826813777679323891e+01,6.983239089315695924e-02,8.526149563146603882e-02
8.069613922784556692e+00,3.197956469988765260e+00,2.774996624913229848e+00,9.826727229736232516e+01,6.976434656164609560e-02,1.313280115064160702e-01
8.073614722944588706e+00,3.198235447632142847e+00,2.775138954744468922e+00,9.826640681681321610e+01,6.969634584043704617e-02,6.962778148961851210e-02
8.077615523104620721e+00,3.198514153323365861e+00,2.775281132361489878e+00,9.826554133515756462e+01,6.962838871816334763e-02,7.856452095297145055e-02
8.081616323264652735e+00,3.198792587234745799e+00,2.775423157912377370e+00,9.826467585240703784e+01,6.956047518363495108e-02,6.392855465481733779e-02
8.085617123424684749e+00,3.199070749538414304e+00,2.775565031545151662e+00,9.826381036857324602e+01,6.949260522583222688e-02,6.990845228489088459e-02
8.089617923584716763e+00,3.199348640406324495e+00,2.775706753407771288e+00,9.826294488366782787e+01,6.942477883391207083e-02,7.758528808758964612e-02
8.093618723744748777e+00,3.199626260010248746e+00,2.775848323648130833e+00,9.826207939770240785e+01,6.935699599720568376e-02,9.778450886625579541e-02
8.097619523904780792e+00,3.199903608521781795e+00,2.775989742414063155e+00,9.826121391068858202e+01,6.928925670521679514e-02,5.197976194271480138e-02
8.101620324064812806e+00,3.200180686112337636e+00,2.776131009853337162e+00,9.826034842263793223e+01,6.922156094762299539e-02,4.135379608171674271e-02
8.105621124224844820e+00,3.200457492953151295e+00,2.776272126113659144e+00,9.825948293356206875e+01,6.915390871427484765e-02,7.037583850791419293e-02
8.109621924384876834e+00,3.200734029215278387e+00,2.776413091342672335e+00,9.825861744347255922e+01,6.908629999519599885e-02,7.390689517051018953e-02
8.113622724544908849e+00,3.201010295069596001e+00,2.776553905687957791e+00,9.825775195238097126e+01,6.901873478058551115e-02,9.796321153344794697e-02
8.117623524704940863e+00,3.201286290686800484e+00,2.776694569297032622e+00,9.825688646029885831e+01,6.895121306081042345e-02,8.402655420735570535e-02
8.121624324864972877e+00,3.201562016237409214e+00,2.776835082317351322e+00,9.825602096723775958e+01,6.888373482641396706e-02,5.712159393440147809e-02
8.125625125025004891e+00,3.201837471891761489e+00,2.776975444896305767e+00,9.825515547320922849e+01,6.881630006810923739e-02,8.087945704095023114e-02
8.129625925185036905e+00,3.202112657820015418e+00,2.777115657181224773e+00,9.825428997822479005e+01,6.874890877678518919e-02,9.180175557359435135e-02
8.133626725345068920e+00,3.202387574192151032e+00,2.777255719319374538e+00,9.825342448229594083e+01,6.868156094349742169e-02,7.513679909088305520e-02
8.137627525505100934e+00,3.202662221177968060e+00,2.777395631457957315e+00,9.825255898543420585e+01,6.861425655947606117e-02,6.254910534475059680e-02
8.141628325665132948e+00,3.202936598947087710e+00,2.777535393744113179e+00,9.825169348765106747e+01,6.854699561612309644e-02,8.281098683156271067e-02
8.145629125825164962e+00,3.203210707668951773e+00,2.777675006324919593e+00,9.825082798895802227e+01,6.847977810501049145e-02,6.211002443086229008e-02
8.149629925985196977e+00,3.203484547512821301e+00,2.777814469347390514e+00,9.824996248936653842e+01,6.841260401788329393e-02,3.179201633478877936e-02
8.153630726145228991e+00,3.203758118647780151e+00,2.777953782958477280e+00,9.824909698888809828e+01,6.834547334665419527e-02,9.568106199668098555e-02
8.157631526305261005e+00,3.204031421242731437e+00,2.778092947305067728e+00,9.824823148753414159e+01,6.827838608340874860e-02,4.319129565832271339e-02
8.161632326465293019e+00,3.204304455466398860e+00,2.778231962533987520e+00,9.824736598531610809e+01,6.821134222040270423e-02,6.221305004421134877e-02
8.165633126625325033e+00,3.204577221487327154e+00,2.778370828791998814e+00,9.824650048224546595e+01,6.814434175006223171e-02,6.250770009649211922e-02
8.169633926785357048e+00,3.204849719473881642e+00,2.778509546225801596e+00,9.824563497833359804e+01,6.807738466498258756e-02,6.204376563432453806e-02
8.173634726945389062e+00,3.205121949599214481e+00,2.778648114978326866e+00,9.824476947359200096e+01,6.801047095005818832e-02,6.297440084710864694e-02
8.177635527105421076e+00,3.205393912046564875e+00,2.778786535184279760e+00,9.824390396803221392e+01,6.794360057350501414e-02,3.978418504837230585e-02
8.181636327265453090e+00,3.205665606993488126e+00,2.778924806982003837e+00,9.824303846166567666e+01,6.787677351196808040e-02,7.902432122246416668e-02
8.185637127425485104e+00,3.205937034617131864e+00,2.779062930509953677e+00,9.824217295450382892e+01,6.780998974262975043e-02,6.897648413842956405e-02
8.189637927585517119e+00,3.206208195094469637e+00,2.779200905906527463e+00,9.824130744655809622e+01,6.774324924284258476e-02,6.913410803307766528e-02
8.193638727745549133e+00,3.206479088602300020e+00,2.779338733310067866e+00,9.824044193783991830e+01,6.767655199013444811e-02,8.970671854831541170e-02
8.197639527905581147e+00,3.206749715317247951e+00,2.779476412858861156e+00,9.823957642836067805e+01,6.760989796220095993e-02,9.018368887621003305e-02
8.201640328065613161e+00,3.207020075415763838e+00,2.779613944691138538e+00,9.823871091813178680e+01,6.754328713691526431e-02,9.489377697358578057e-02
8.205641128225645176e+00,3.207290169074123565e+00,2.779751328945073929e+00,9.823784540716462743e+01,6.747671949231970334e-02,1.050534107592686478e-01
8.209641928385677190e+00,3.207559996468428487e+00,2.779888565758786179e+00,9.823697989547061127e+01,6.741019500662970287e-02,7.703567345956750800e-02
8.213642728545709204e+00,3.207829557774606322e+00,2.780025655270338181e+00,9.823611438306107857e+01,6.734371365823188516e-02,3.713938822483162094e-02
8.217643528705741218e+00,3.208098853168409370e+00,2.780162597617735543e+00,9.823524886994739802e+01,6.727727542568218144e-02,7.209186658306940276e-02
8.221644328865773232e+00,3.208367882825416295e+00,2.780299392938929692e+00,9.823438335614093830e+01,6.721088028771238232e-02,6.802714339383772457e-02
8.225645129025805247e+00,3.208636646921030788e+00,2.780436041371814770e+00,9.823351784165302547e+01,6.714452822322125591e-02,6.908184070360329221e-02
8.229645929185837261e+00,3.208905145630482902e+00,2.780572543054229406e+00,9.823265232649501399e+01,6.707821921128120923e-02,5.562849796338972808e-02
8.233646729345869275e+00,3.209173379128828163e+00,2.780708898123956274e+00,9.823178681067821572e+01,6.701195323113262603e-02,4.979246921541664872e-02
8.237647529505901289e+00,3.209441347590947125e+00,2.780845106718722093e+00,9.823092129421395668e+01,6.694573026219041711e-02,8.343225674478491061e-02
8.241648329665933304e+00,3.209709051191546259e+00,2.780981168976197182e+00,9.823005577711353453e+01,6.687955028403569369e-02,8.683662014695424369e-02
8.245649129825965318e+00,3.209976490105158398e+00,2.781117085033995906e+00,9.822919025938824689e+01,6.681341327642165151e-02,4.501566226714663610e-02
8.249649929985997332e+00,3.210243664506140515e+00,2.781252855029677562e+00,9.822832474104937717e+01,6.674731921927135048e-02,7.809737999288079990e-02
8.253650730146029346e+00,3.210510574568676390e+00,2.781388479100744604e+00,9.822745922210822300e+01,6.668126809267793664e-02,6.385945692777258986e-02
8.257651530306061360e+00,3.210777220466775272e+00,2.781523957384643531e+00,9.822659370257602518e+01,6.661525987690330997e-02,5.941712086427183848e-02
8.261652330466093375e+00,3.211043602374271888e+00,2.781659290018764441e+00,9.822572818246406712e+01,6.654929455237834635e-02,8.079121047693257895e-02
8.265653130626125389e+00,3.211309720464825990e+00,2.781794477140442812e+00,9.822486266178360381e+01,6.648337209970556216e-02,6.601116860785816165e-02
8.269653930786157403e+00,3.211575574911924136e+00,2.781929518886956831e+00,9.822399714054584763e+01,6.641749249965400725e-02,5.587958209710759683e-02
8.273654730946189417e+00,3.211841165888877470e+00,2.782064415395529178e+00,9.822313161876205356e+01,6.635165573316126331e-02,6.800487519940699721e-02
8.277655531106221432e+00,3.212106493568823495e+00,2.782199166803326573e+00,9.822226609644343398e+01,6.628586178133599738e-02,2.687884707545965673e-02
8.281656331266253446e+00,3.212371558124724746e+00,2.782333773247459785e+00,9.822140057360120124e+01,6.622011062545396509e-02,5.488451255079610652e-02
8.285657131426285460e+00,3.212636359729370117e+00,2.782468234864983181e+00,9.822053505024656772e+01,6.615440224695723348e-02,5.785386563260009468e-02
8.289657931586317474e+00,3.212900898555373086e+00,2.782602551792895618e+00,9.821966952639073156e+01,6.608873662746039823e-02,3.860125675261034256e-02
8.293658731746349488e+00,3.213165174775173938e+00,2.782736724168139553e+00,9.821880400204484829e+01,6.602311374874070271e-02,7.001619033342507126e-02
8.297659531906381503e+00,3.213429188561037098e+00,2.782870752127602376e+00,9.821793847722011606e+01,6.595753359274880712e-02,7.176314542822338771e-02
8.301660332066413517e+00,3.213692940085054683e+00,2.783004635808113747e+00,9.821707295192770459e+01,6.589199614159690910e-02,5.424465002304044298e-02
8.305661132226445531e+00,3.213956429519142066e+00,2.783138375346449145e+00,9.821620742617875521e+01,6.582650137756840270e-02,6.279166157748077015e-02
8.309661932386477545e+00,3.214219657035042754e+00,2.783271970879326762e+00,9.821534189998442343e+01,6.576104928311299336e-02,7.957088557467677237e-02
8.313662732546509559e+00,3.214482622804323064e+00,2.783405422543409724e+00,9.821447637335583636e+01,6.569563984084747510e-02,8.721917644163931782e-02
8.317663532706541574e+00,3.214745326998377895e+00,2.783538730475304313e+00,9.821361084630414950e+01,6.563027303355362108e-02,5.073819180178021360e-02
8.321664332866573588e+00,3.215007769788425396e+00,2.783671894811561298e+00,9.821274531884044734e+01,6.556494884418229141e-02,7.263647565811259810e-02
8.325665133026605602e+00,3.215269951345510524e+00,2.783804915688675941e+00,9.821187979097585696e+01,6.549966725584932536e-02,8.651498900839665884e-02
8.329665933186637616e+00,3.215531871840503264e+00,2.783937793243086656e+00,9.821101426272147705e+01,6.543442825183776179e-02,6.508235579186494313e-02
8.333666733346669631e+00,3.215793531444099962e+00,2.784070527611175905e+00,9.821014873408840629e+01,6.536923181559495255e-02,5.016728011908806045e-02
8.337667533506701645e+00,3.216054930326822436e+00,2.784203118929270193e+00,9.820928320508771492e+01,6.530407793073489398e-02,5.017794653012304373e-02
8.341668333666733659e+00,3.216316068659017091e+00,2.784335567333641404e+00,9.820841767573047321e+01,6.523896658103822688e-02,5.898144527681855459e-02
8.345669133826765673e+00,3.216576946610857579e+00,2.784467872960503243e+00,9.820755214602773719e+01,6.517389775044934996e-02,4.468046579323792927e-02
8.349669933986797687e+00,3.216837564352342138e+00,2.784600035946014795e+00,9.820668661599059135e+01,6.510887142307919540e-02,1.055102128192002275e-01
8.353670734146829702e+00,3.217097922053294035e+00,2.784732056426278746e+00,9.820582108563003487e+01,6.504388758320345243e-02,5.377200244712761201e-02
8.357671534306861716e+00,3.217358019883364229e+00,2.784863934537342267e+00,9.820495555495713802e+01,6.497894621526301151e-02,7.265333237103185904e-02
8.361672334466893730e+00,3.217617858012026932e+00,2.784995670415195690e+00,9.820409002398291420e+01,6.491404730386274302e-02,6.867341795819544015e-02
