t,phi,omega,theta,domega_dt,domega_dt_noisy
1.219443888777755625e+01,2.811455339367310846e-01,6.503570632873086899e-01,-2.157616104709814478e-02,-3.155599097245726181e+00,-3.454158999603279323e+00
1.219843968793758826e+01,2.837221638604058849e-01,6.376844487505189951e-01,-1.915325347867600364e-02,-3.179350310155176107e+00,-3.053969509996289133e+00
1.220244048809762027e+01,2.862479045871542116e-01,6.249179009793619510e-01,-1.672932354884156675e-02,-3.202555932024194973e+00,-3.403798040309634843e+00
1.220644128825765229e+01,2.887223847504738483e-01,6.120596056956462139e-01,-1.430478643065480511e-02,-3.225214446314017991e+00,-3.320504567823103770e+00
1.221044208841768430e+01,2.911452416054203796e-01,5.991117548908082568e-01,-1.188005699616498378e-02,-3.247324418391714484e+00,-3.348087741590882516e+00
1.221444288857771632e+01,2.935161211664453762e-01,5.860765464433571603e-01,-9.455549725446637382e-03,-3.268884494510668315e+00,-2.815020394379029511e+00
1.221844368873774833e+01,2.958346783181637352e-01,5.729561829302572962e-01,-7.031678465903915681e-03,-3.289893400344104712e+00,-3.426553990358666812e+00
1.222244448889778035e+01,2.981005768163336733e-01,5.597528716048485453e-01,-4.608856427928131883e-03,-3.310349938660057667e+00,-3.456819660572898467e+00
1.222644528905781236e+01,3.003134892878567830e-01,5.464688243968457426e-01,-2.187496184897748733e-03,-3.330252987008732291e+00,-3.410117602012839644e+00
1.223044608921784437e+01,3.024730972061956957e-01,5.331062576852269030e-01,2.319903815380191213e-04,-3.349601495134528317e+00,-3.305217570485047940e+00
1.223444688937787639e+01,3.045790908108728656e-01,5.196673923645488413e-01,2.649192079071775036e-03,-3.368394481900413240e+00,-3.270121850199408708e+00
1.223844768953790840e+01,3.066311692445009007e-01,5.061544531469157615e-01,5.063698555641596259e-03,-3.386631034324034228e+00,-3.682635283973049400e+00
1.224244848969794042e+01,3.086290406040294032e-01,4.925696678464068778e-01,7.475100458292499583e-03,-3.404310305764311817e+00,-3.316604381625641196e+00
1.224644928985797243e+01,3.105724219407711151e-01,4.789152673764991985e-01,9.882989433762574480e-03,-3.421431513753895981e+00,-3.032192341263262314e+00
1.225045009001800445e+01,3.124610392573951012e-01,4.651934857002967827e-01,1.228695814298125938e-02,-3.437993937826942847e+00,-3.796796837734396135e+00
1.225445089017803646e+01,3.142946274415580610e-01,4.514065597573019284e-01,1.468660031047466785e-02,-3.453996916743895529e+00,-3.340063460768383230e+00
1.225845169033806847e+01,3.160729302920299855e-01,4.375567294070846769e-01,1.708151074002408829e-02,-3.469439846694472696e+00,-3.316761481217011198e+00
1.226245249049810049e+01,3.177957006084737301e-01,4.236462364554178239e-01,1.947128554223841873e-02,-3.484322180038288419e+00,-3.454559487765655135e+00
1.226645329065813250e+01,3.194627001955571144e-01,4.096773245592388313e-01,2.185552215829578496e-02,-3.498643423369394601e+00,-3.538953204260669505e+00
1.227045409081816452e+01,3.210736998632292005e-01,3.956522392050308978e-01,2.423381936632084538e-02,-3.512403135599810877e+00,-3.984572884110700208e+00
1.227445489097819653e+01,3.226284793908374415e-01,3.815732275698132114e-01,2.660577735313499753e-02,-3.525600925720844714e+00,-3.286740000308547849e+00
1.227845569113822854e+01,3.241268274781982095e-01,3.674425389604883407e-01,2.897099763157351404e-02,-3.538236450564174795e+00,-3.604236498595943861e+00
1.228245649129826056e+01,3.255685418458471592e-01,3.532624237145646773e-01,3.132908330838585914e-02,-3.550309413892998034e+00,-3.592667130664874975e+00
1.228645729145829257e+01,3.269534292512315532e-01,3.390351329382298995e-01,3.367963915217503379e-02,-3.561819564827008122e+00,-3.317447228884800037e+00
1.229045809161832281e+01,3.282813054887093185e-01,3.247629185063574675e-01,3.602227159339651402e-02,-3.572766696196310932e+00,-4.041975767954202325e+00
1.229445889177835483e+01,3.295519953836504312e-01,3.104480329942726491e-01,3.835658875328919193e-02,-3.583150642888720316e+00,-3.597913131895468464e+00
1.229845969193838684e+01,3.307653327149017719e-01,2.960927298753093240e-01,4.068220047387141602e-02,-3.592971279595295275e+00,-3.474882444259866254e+00
1.230246049209841885e+01,3.319211602413572604e-01,2.816992635509801834e-01,4.299871830336336048e-02,-3.602228519611164081e+00,-3.459339355586279030e+00
1.230646129225845087e+01,3.330193297659179708e-01,2.672698883201181652e-01,4.530575576952439176e-02,-3.610922313955097884e+00,-3.490182043296729208e+00
1.231046209241848288e+01,3.340597021370529385e-01,2.528068583149428172e-01,4.760292839887836358e-02,-3.619052650046720387e+00,-3.212192999877305333e+00
1.231446289257851490e+01,3.350421472487985497e-01,2.383124275010603532e-01,4.988985371671365160e-02,-3.626619550439737605e+00,-3.570867939905857380e+00
1.231846369273854691e+01,3.359665440283744475e-01,2.237888496323933996e-01,5.216615127999532642e-02,-3.633623071500811541e+00,-3.430832174641697208e+00
1.232246449289857892e+01,3.368327803536421139e-01,2.092383786146730651e-01,5.443144269262286533e-02,-3.640063301532129536e+00,-3.486428287254245362e+00
1.232646529305861094e+01,3.376407531028546294e-01,1.946632683446599121e-01,5.668535161996923061e-02,-3.645940360178823170e+00,-3.942869856419684904e+00
1.233046609321864295e+01,3.383903681873548508e-01,1.800657718165034893e-01,5.892750404150186305e-02,-3.651254397683274089e+00,-3.805501366337986191e+00
1.233446689337867497e+01,3.390815405509741698e-01,1.654481410852725876e-01,6.115752826359022870e-02,-3.656005593964101408e+00,-3.239892990243501636e+00
1.233846769353870698e+01,3.397141941700322354e-01,1.508126272669550461e-01,6.337505491950583270e-02,-3.660194157775311652e+00,-3.714992217364778249e+00
1.234246849369873900e+01,3.402882620378507306e-01,1.361614805311416321e-01,6.557971699804468479e-02,-3.663820325793351262e+00,-3.677458233245061159e+00
1.234646929385877101e+01,3.408036860906503707e-01,1.214969505455166660e-01,6.777114985496732191e-02,-3.666884361274039161e+00,-3.930579030020803444e+00
1.235047009401880302e+01,3.412604172613220577e-01,1.068212861756390464e-01,6.994899125186539168e-02,-3.669386553925843675e+00,-3.738239849222749545e+00
1.235447089417883504e+01,3.416584154861811440e-01,9.213673474082753612e-02,7.211288157410747357e-02,-3.671327219380345230e+00,-3.934192662422896003e+00
1.235847169433886705e+01,3.419976497033411778e-01,7.744554199071565503e-02,7.426246384053757088e-02,-3.672706698713712026e+00,-3.794701789521340185e+00
1.236247249449889907e+01,3.422780978527136253e-01,6.274995210525162459e-02,7.639738370347506913e-02,-3.673525358060406809e+00,-3.562985629545095456e+00
1.236647329465893108e+01,3.424997468468174988e-01,4.805220789363755240e-02,7.851728945260141868e-02,-3.673783588049528870e+00,-3.840180334403854534e+00
1.237047409481896310e+01,3.426625925317772214e-01,3.335455096574434231e-02,8.062183207704307075e-02,-3.673481803238757060e+00,-3.796596068130803747e+00
1.237447489497899511e+01,3.427666397356660677e-01,1.865922099387663097e-02,8.271066538479038277e-02,-3.672620442354285863e+00,-3.405187279130723610e+00
1.237847569513902712e+01,3.428119022451263653e-01,3.968448285309727520e-03,8.478344603262687185e-02,-3.671199966501349721e+00,-3.577279171921147860e+00
1.238247649529905914e+01,3.427984027597111849e-01,-1.071549777618016966e-02,8.683983353996639620e-02,-3.669197904022604817e+00,-3.566137991418334430e+00
1.238647729545909115e+01,3.427261734971322471e-01,-2.539014493044439852e-02,8.887949035032920164e-02,-3.666554778084994748e+00,-3.467800881010614233e+00
1.239047809561912317e+01,3.425952567734859011e-01,-4.005294014930224633e-02,9.090208191956052064e-02,-3.663268254403042601e+00,-3.773649492401135674e+00
1.239447889577915518e+01,3.424057051435292487e-01,-5.470129891169504821e-02,9.290727674598828201e-02,-3.659339248853699100e+00,-3.737576396774559218e+00
1.239847969593918720e+01,3.421575815170000423e-01,-6.933265486784305487e-02,9.489474639311532012e-02,-3.654768768956494274e+00,-4.066635210157960145e+00
1.240248049609921921e+01,3.418509590468924997e-01,-8.394444379024189329e-02,9.686416561276404991e-02,-3.649557916235622201e+00,-3.503016308805714907e+00
1.240648129625925122e+01,3.414859211361532809e-01,-9.853410618031399615e-02,9.881521239026329340e-02,-3.643707885983450634e+00,-3.685289117127618308e+00
1.241048209641928324e+01,3.410625614146612916e-01,-1.130990875796787642e-01,1.007475679912168964e-01,-3.637219967243617180e+00,-3.638233720859404219e+00
1.241448289657931525e+01,3.405809837462072109e-01,-1.276368382005386715e-01,1.026609169172660457e-01,-3.630095543253092583e+00,-3.848250867773763240e+00
1.241848369673934727e+01,3.400413021647181178e-01,-1.421448143205728820e-01,1.045549471010134845e-01,-3.622336090950812881e+00,-3.498516524872397504e+00
1.242248449689937928e+01,3.394436408561411489e-01,-1.566204786635847224e-01,1.064293499590103498e-01,-3.613943181138337568e+00,-3.488784306670743351e+00
1.242648529705941129e+01,3.387881341577157479e-01,-1.710613004080151489e-01,1.082838203928828541e-01,-3.604918478922322311e+00,-3.568751036116009079e+00
1.243048609721944331e+01,3.380749265057811370e-01,-1.854647556633901573e-01,1.101180568549897376e-01,-3.595263743608504203e+00,-3.913218379178193373e+00
1.243448689737947532e+01,3.373041724645161610e-01,-1.998283269124572215e-01,1.119317612833558018e-01,-3.584980829638363176e+00,-3.753612333129195733e+00
1.243848769753950734e+01,3.364760366385494694e-01,-2.141495044719180507e-01,1.137246392931527128e-01,-3.574071686052112451e+00,-3.581095585601812736e+00
1.244248849769953935e+01,3.355906936226792370e-01,-2.284257871735010381e-01,1.154964002657970085e-01,-3.562538356488125668e+00,-3.730083243768670620e+00
1.244648929785957137e+01,3.346483280018730522e-01,-2.426546823639613437e-01,1.172467573489501119e-01,-3.550382979849866949e+00,-3.473289269913507393e+00
1.245049009801960338e+01,3.336491343369983875e-01,-2.568337060265119542e-01,1.189754274711807280e-01,-3.537607790850334943e+00,-3.336517688743824817e+00
1.245449089817963539e+01,3.325933170865880140e-01,-2.709603832432476156e-01,1.206821314008690860e-01,-3.524215119883733482e+00,-3.675393786636060867e+00
1.245849169833966741e+01,3.314810906816449410e-01,-2.850322475751865259e-01,1.223665936777526692e-01,-3.510207394699521366e+00,-3.546551897251017049e+00
1.246249249849969942e+01,3.303126793446478082e-01,-2.990468430911395470e-01,1.240285428569630338e-01,-3.495587139004008304e+00,-3.632715234950602667e+00
1.246649329865973144e+01,3.290883170591850648e-01,-3.130017246663122643e-01,1.256677115448291415e-01,-3.480356972941174742e+00,-3.274182109158401133e+00
1.247049409881976345e+01,3.278082475699546916e-01,-3.268944579823049867e-01,1.272838363988772481e-01,-3.464519613975128198e+00,-3.285209029408190151e+00
1.247449489897979547e+01,3.264727243719947603e-01,-3.407226196041421851e-01,1.288766581359921115e-01,-3.448077877682432568e+00,-2.915756873340819677e+00
1.247849569913982748e+01,3.250820105871781163e-01,-3.544837977071211843e-01,1.304459216088344475e-01,-3.431034677286829648e+00,-3.429611228552125191e+00
1.248249649929985949e+01,3.236363791071345530e-01,-3.681755910026277556e-01,1.319913756962503570e-01,-3.413393026324937907e+00,-3.600196385642902008e+00
1.248649729945989151e+01,3.221361123499381085e-01,-3.817956109457710245e-01,1.335127735440573837e-01,-3.395156036701540536e+00,-3.313231578761429930e+00
1.249049809961992352e+01,3.205815021890542904e-01,-3.953414822999104516e-01,1.350098726254636006e-01,-3.376326918852300629e+00,-3.422805290886046237e+00
1.249449889977995554e+01,3.189728499533402428e-01,-4.088108431366562767e-01,1.364824347410676098e-01,-3.356908982774856831e+00,-3.318662724793504548e+00
1.249849969993998755e+01,3.173104664270445241e-01,-4.222013448358693521e-01,1.379302260188586260e-01,-3.336905639084505992e+00,-3.088097613157241295e+00
1.250250050010001956e+01,3.155946717542648661e-01,-4.355106526399345479e-01,1.393530169632144211e-01,-3.316320398981332129e+00,-3.373234733837314536e+00
1.250650130026005158e+01,3.138257954383044113e-01,-4.487364454522481116e-01,1.407505824300161745e-01,-3.295156875376684891e+00,-3.150498262223494272e+00
1.251050210042008359e+01,3.120041763655172495e-01,-4.618764160187494028e-01,1.421227016563230139e-01,-3.273418784211881594e+00,-3.696618236927982526e+00
1.251450290058011561e+01,3.101301624919496347e-01,-4.749282730588024193e-01,1.434691584608727144e-01,-3.251109941849755991e+00,-3.039268949971619449e+00
1.251850370074014762e+01,3.082041108368080984e-01,-4.878897413067012079e-01,1.447897412478872381e-01,-3.228234266099882621e+00,-3.201082381448309810e+00
1.252250450090017964e+01,3.062263874824587839e-01,-5.007585615116703082e-01,1.460842430070727616e-01,-3.204795777332205109e+00,-3.252298525175905564e+00
1.252650530106021165e+01,3.041973675744281680e-01,-5.135324904378643085e-01,1.473524613136196204e-01,-3.180798599600314081e+00,-3.280389233025719165e+00
1.253050610122024366e+01,3.021174351361955446e-01,-5.262093018009548206e-01,1.485941983937808242e-01,-3.156246959616429759e+00,-2.872379636279247528e+00
1.253450690138027568e+01,2.999869832284982607e-01,-5.387867853147152442e-01,1.498092610413502279e-01,-3.131145189756591396e+00,-3.231788271576988336e+00
1.253850770154030769e+01,2.978064138018452489e-01,-5.512627478220518684e-01,1.509974607261608537e-01,-3.105497727389809448e+00,-2.851133812494066611e+00
1.254250850170033971e+01,2.955761373813002302e-01,-5.636350150756502808e-01,1.521586137349346113e-01,-3.079309112270062876e+00,-3.179838705117664865e+00
1.254650930186037172e+01,2.932965730664272574e-01,-5.759014317382675774e-01,1.532925411713042252e-01,-3.052583987622102146e+00,-3.042355028306329423e+00
1.255051010202040374e+01,2.909681485312908267e-01,-5.880598613827319188e-01,1.543990689558131790e-01,-3.025327101224118742e+00,-2.953122983688477365e+00
1.255451090218043575e+01,2.885913000244557658e-01,-6.001081864919427522e-01,1.554780278259158544e-01,-2.997543306484424797e+00,-2.591324801985511073e+00
1.255851170234046776e+01,2.861664721806422840e-01,-6.120443093066960660e-01,1.565292533811689646e-01,-2.969237561313526008e+00,-2.917922117239034829e+00
1.256251250250049978e+01,2.836941181085458341e-01,-6.238661513632002276e-01,1.575525860351956187e-01,-2.940414930196801890e+00,-2.891474633607461264e+00
1.256651330266053179e+01,2.811746993949074125e-01,-6.355716537471983729e-01,1.585478710595032426e-01,-2.911080585216606398e+00,-2.922712133889853181e+00
1.257051410282056381e+01,2.786086856121973154e-01,-6.471587794723494547e-01,1.595149587374130318e-01,-2.881239801272228895e+00,-2.939632162759426404e+00
1.257451490298059582e+01,2.759965543135543542e-01,-6.586255135038430186e-01,1.604537043654781225e-01,-2.850897956977481495e+00,-2.970158961780844376e+00
1.257851570314062783e+01,2.733387910327860215e-01,-6.699698627583989818e-01,1.613639682534837583e-01,-2.820060535598441831e+00,-2.456255732817246518e+00
1.258251650330065985e+01,2.706358892843683805e-01,-6.811898561042679656e-01,1.622456157244471786e-01,-2.788733125970197069e+00,-2.492527650215589308e+00
1.258651730346069186e+01,2.678883504807662574e-01,-6.922835446886748123e-01,1.630985171273285350e-01,-2.756921422426941604e+00,-2.892078186833717535e+00
1.259051810362072388e+01,2.650966836759123813e-01,-7.032490029408035026e-01,1.639225478553850424e-01,-2.724631222661635377e+00,-2.690029156376343433e+00
1.259451890378075589e+01,2.622614060438027694e-01,-7.140843268356761309e-01,1.647175882844607586e-01,-2.691868434085562978e+00,-2.924700117859944104e+00
1.259851970394078791e+01,2.593830421361270067e-01,-7.247876369980519318e-01,1.654835239376803158e-01,-2.658639065936115653e+00,-2.467773281557079645e+00
1.260252050410081992e+01,2.564621237811985366e-01,-7.353570791106068816e-01,1.662202455041819904e-01,-2.624949228820467884e+00,-2.484821592803742263e+00
1.260652130426085193e+01,2.534991900839543844e-01,-7.457908239139343642e-01,1.669276488391178981e-01,-2.590805135403964510e+00,-2.565485362290560900e+00
1.261052210442088395e+01,2.504947874259554896e-01,-7.560870672065445053e-01,1.676056349636538545e-01,-2.556213101064472415e+00,-2.714784300136252604e+00
1.261452290458091596e+01,2.474494694653863180e-01,-7.662440298448648379e-01,1.682541100649693477e-01,-2.521179544510904869e+00,-2.365080910117333790e+00
1.261852370474094798e+01,2.443637968183499376e-01,-7.762599588237548698e-01,1.688729855142153957e-01,-2.485710984654313727e+00,-2.359335134651367571e+00
1.262252450490097999e+01,2.412383373113135276e-01,-7.861331265180423467e-01,1.694621778226449438e-01,-2.449814044015704795e+00,-2.482656595908093067e+00
1.262652530506101201e+01,2.380736658644387882e-01,-7.958618312483668467e-01,1.700216087005736176e-01,-2.413495447830548368e+00,-2.262997338700529770e+00
1.263052610522104402e+01,2.348703638641146396e-01,-8.054443994322846301e-01,1.705512051256370398e-01,-2.376762017171655916e+00,-2.642533980882839639e+00
1.263452690538107603e+01,2.316290191615586747e-01,-8.148791855890042957e-01,1.710508993429103730e-01,-2.339620669286985422e+00,-2.456329789328540958e+00
1.263852770554110805e+01,2.283502260728172972e-01,-8.241645723393872247e-01,1.715206288649082367e-01,-2.302078417909758201e+00,-2.489333642489023557e+00
1.264252850570114006e+01,2.250345853787656947e-01,-8.332989704059473590e-01,1.719603364715847904e-01,-2.264142373523371887e+00,-2.238392557382868464e+00
1.264652930586117208e+01,2.216827042923412150e-01,-8.422808187044089623e-01,1.723699702104586617e-01,-2.225819743201288947e+00,-1.889314620173882853e+00
1.265053010602120409e+01,2.182951959940017117e-01,-8.511085856788337400e-01,1.727494833825624077e-01,-2.187117825379021330e+00,-2.174526479972085369e+00
1.265453090618123611e+01,2.148726803165681987e-01,-8.597807675617722412e-01,1.730988345356986591e-01,-2.148044017807388517e+00,-1.917775476230514142e+00
1.265853170634126812e+01,2.114157829498840568e-01,-8.682958906703731605e-01,1.734179875213920641e-01,-2.108605808421151195e+00,-2.112113398125023966e+00
1.266253250650130013e+01,2.079251351423532512e-01,-8.766525122408189707e-01,1.737069115029810651e-01,-2.068810771861310460e+00,-2.147339077983379418e+00
1.266653330666133215e+01,2.044013737009404419e-01,-8.848492204283257001e-01,1.739655809556181210e-01,-2.028666569388283492e+00,-1.823419206056171582e+00
1.267053410682136416e+01,2.008451409911710117e-01,-8.928846343071430436e-01,1.741939756662694849e-01,-1.988180948744753263e+00,-1.877115541567471624e+00
1.267453490698139618e+01,1.972570849371310941e-01,-9.007574038705541408e-01,1.743920807337153711e-01,-1.947361743967578773e+00,-1.661103551435602732e+00
1.267853570714142819e+01,1.936378588618816732e-01,-9.084662103855025705e-01,1.745598865581006187e-01,-1.906216873316513460e+00,-1.709030657837431466e+00
1.268253650730146020e+01,1.899881212357694971e-01,-9.160097670429101502e-01,1.746973888038177436e-01,-1.864754336034817328e+00,-2.024989587872775942e+00
1.268653730746149222e+01,1.863085361687472075e-01,-9.233868180298593353e-01,1.748045884546408080e-01,-1.822982217594253829e+00,-2.330338330147294190e+00
1.269053810762152423e+01,1.825997724319732285e-01,-9.305961407007780073e-01,1.748814917949795544e-01,-1.780908678069437423e+00,-1.751372271717277274e+00
1.269453890778155625e+01,1.788625033780326390e-01,-9.376365457526109060e-01,1.749281104064714099e-01,-1.738541950723447860e+00,-1.971851437760844483e+00
1.269853970794158826e+01,1.750974069409370337e-01,-9.445068772248204070e-01,1.749444611679816797e-01,-1.695890341455734251e+00,-1.975851604352502289e+00
1.270254050810162028e+01,1.713051656361246622e-01,-9.512060124993855226e-01,1.749305662556032981e-01,-1.652962228199465367e+00,-1.947319822659336230e+00
1.270654130826165229e+01,1.674864665579408329e-01,-9.577328623048603218e-01,1.748864531423907354e-01,-1.609766060239861352e+00,-1.736264426663249427e+00
1.271054210842168430e+01,1.636420009345221638e-01,-9.640863714525882422e-01,1.748121545419999701e-01,-1.566310352447783272e+00,-1.604620461472993975e+00
1.271454290858171632e+01,1.597724645893868201e-01,-9.702655182326945793e-01,1.747077084476747200e-01,-1.522603689686268247e+00,-1.519929245967782450e+00
1.271854370874174833e+01,1.558785574292120835e-01,-9.762693153321915229e-01,1.745731581241554975e-01,-1.478654720179622739e+00,-1.068182326513869240e+00
1.272254450890178035e+01,1.519609829230495757e-01,-9.820968106775352924e-01,1.744085520621523333e-01,-1.434472148722561791e+00,-1.675437858522639267e+00
1.272654530906181236e+01,1.480204481023253416e-01,-9.877470874346263585e-01,1.742139439783446375e-01,-1.390064735737778445e+00,-1.390725520626065803e+00
1.273054610922184438e+01,1.440576635608398770e-01,-9.932192640088092217e-01,1.739893928153812552e-01,-1.345441296288291788e+00,-1.592870132850298326e+00
1.273454690938187639e+01,1.400733434547680734e-01,-9.985124940448726338e-01,1.737349627418805498e-01,-1.300610699045333218e+00,-1.498325660545881455e+00
1.273854770954190840e+01,1.360682052920730578e-01,-1.003625966641655598e+00,1.734507231177193354e-01,-1.255581862853891506e+00,-1.240961821398080422e+00
1.274254850970194042e+01,1.320429698294993681e-01,-1.008558906508222330e+00,1.731367484627682751e-01,-1.210363754423334770e+00,-1.125421588228221248e+00
1.274654930986197243e+01,1.279983612396664305e-01,-1.013310573942932669e+00,1.727931185150188287e-01,-1.164965388989343431e+00,-1.420869658114375156e+00
1.275055011002200445e+01,1.239351062558599892e-01,-1.017880265746216928e+00,1.724199181203780185e-01,-1.119395819514671153e+00,-8.894583626227132722e-01
1.275455091018203646e+01,1.198539341414680270e-01,-1.022267315251941699e+00,1.720172372281980333e-01,-1.073664135074795967e+00,-1.258589327912162714e+00
1.275855171034206847e+01,1.157555766899807659e-01,-1.026471092327410073e+00,1.715851708912762286e-01,-1.027779459550115959e+00,-8.350577540364605422e-01
1.276255251050210049e+01,1.116407682249906663e-01,-1.030491003373361414e+00,1.711238192658551538e-01,-9.817509502841302860e-01,-9.911648285235027389e-01
1.276655331066213250e+01,1.075102454448035316e-01,-1.034326491385371583e+00,1.706332875797332005e-01,-9.355877949974683583e-01,-7.533865276971782876e-01
1.277055411082216452e+01,1.033647472403101952e-01,-1.037977036016950017e+00,1.701136860846295396e-01,-8.892992083689125193e-01,-7.750173972527707456e-01
1.277455491098219653e+01,9.920501488956226521e-02,-1.041442153661153336e+00,1.695651301203664474e-01,-8.428944326875627002e-01,-8.992794379770998603e-01
1.277855571114222855e+01,9.503179122741241269e-02,-1.044721397894434078e+00,1.689877399723417051e-01,-7.963827271985098877e-01,-6.998810451634045471e-01
1.278255651130226056e+01,9.084582059901429030e-02,-1.047814359497767800e+00,1.683816408627656913e-01,-7.497733660785497189e-01,-1.017447638459820336e+00
1.278655731146229257e+01,8.664784885982258766e-02,-1.050720666456653518e+00,1.677469629506612159e-01,-7.030756369027204578e-01,-9.623048811910537292e-01
1.279055811162232459e+01,8.243862337559304532e-02,-1.053439983961113491e+00,1.670838413318636029e-01,-6.562988390908492953e-01,-7.267477929433091566e-01
1.279455891178235660e+01,7.821889279299439057e-02,-1.055972014345325727e+00,1.663924159820572846e-01,-6.094522798585746415e-01,-3.342111740766622874e-01
1.279855971194238862e+01,7.398940707120543747e-02,-1.058316497038366055e+00,1.656728317580567211e-01,-5.625452729868476442e-01,-7.112322899130010256e-01
1.280256051210242063e+01,6.975091729326715617e-02,-1.060473208764950215e+00,1.649252383821543932e-01,-5.155871350942260456e-01,-6.346369701310319300e-01
1.280656131226245265e+01,6.550417507230808789e-02,-1.062441963530490474e+00,1.641497903119472357e-01,-4.685871775510206394e-01,-1.349570516074120041e-01
1.281056211242248466e+01,6.124993254689549416e-02,-1.064222612620451480e+00,1.633466467392524213e-01,-4.215547047913360545e-01,-4.122717402946541321e-01
1.281456291258251667e+01,5.698894238103542620e-02,-1.065815044600350925e+00,1.625159715901074720e-01,-3.744990126697977373e-01,-3.737509682817076184e-01
1.281856371274254869e+01,5.272195772027249427e-02,-1.067219185279283167e+00,1.616579335123806693e-01,-3.274293863492189760e-01,-5.368507780243710892e-01
1.282256451290258070e+01,4.844973191829470005e-02,-1.068434997391107366e+00,1.607727057935635084e-01,-2.803550957877217753e-01,-2.676609429376092253e-01
1.282656531306261272e+01,4.417301874153028995e-02,-1.069462480841994134e+00,1.598604664302355205e-01,-2.332853962327954278e-01,-1.140639294889224248e-01
1.283056611322264473e+01,3.989257167257162506e-02,-1.070301672439032847e+00,1.589213979558908585e-01,-1.862295190746675599e-01,-1.968786344578082881e-01
1.283456691338267674e+01,3.560914378956904491e-02,-1.070952645815132387e+00,1.579556874087277574e-01,-1.391966689118177003e-01,1.421489498599087797e-02
1.283856771354270876e+01,3.132348776623083975e-02,-1.071415511429021583e+00,1.569635263316485063e-01,-9.219602191340796338e-02,-2.592527629175524206e-02
1.284256851370274077e+01,2.703635585449299175e-02,-1.071690416540485247e+00,1.559451107666773861e-01,-4.523672401315359526e-02,1.653108767464757378e-01
1.284656931386277279e+01,2.274849964756031628e-02,-1.071777544769677792e+00,1.549006411750093459e-01,1.672113124284960173e-03,1.674868932842137892e-01
1.285057011402280480e+01,1.846067020257075031e-02,-1.071677116285951747e+00,1.538303224846960249e-01,4.852141242769586471e-02,2.232755913416015203e-02
1.285457091418283682e+01,1.417361746539063348e-02,-1.071389387366869839e+00,1.527343639280868692e-01,9.530213911772911217e-02,2.696920066208339239e-01
1.285857171434286883e+01,9.888090121544703542e-03,-1.070914650230660348e+00,1.516129789961712382e-01,1.420053038326876127e-01,5.034855034608567426e-01
1.286257251450290084e+01,5.604835596216120597e-03,-1.070253233036215557e+00,1.504663854385782373e-01,1.886219641648279044e-01,2.498556302790807815e-01
1.286657331466293286e+01,1.324600007009556560e-03,-1.069405499775824664e+00,1.492948052460114639e-01,2.351432266461714327e-01,-8.514158487052780888e-03
1.287057411482296487e+01,-2.951871984679190625e-03,-1.068371849805774154e+00,1.480984645929664667e-01,2.815602496736482330e-01,3.202134733138382594e-01
1.287457491498299689e+01,-7.223837264218362780e-03,-1.067152717899917613e+00,1.468775938219685218e-01,3.278642459694856015e-01,2.884213386920848055e-01
1.287857571514302890e+01,-1.149055470487949163e-02,-1.065748573648148012e+00,1.456324272964465705e-01,3.740464885971751530e-01,8.926723810287514604e-01
1.288257651530306092e+01,-1.575128520089757664e-02,-1.064159921398500463e+00,1.443632033890685507e-01,4.200983126842033899e-01,5.712973691404646948e-01
1.288657731546309293e+01,-2.000529168814984063e-02,-1.062387300202947582e+00,1.430701644734249656e-01,4.660111169731895320e-01,2.447547920925235987e-01
1.289057811562312494e+01,-2.425183927456168315e-02,-1.060431283345931730e+00,1.417535568691450643e-01,5.117763663721384138e-01,4.740535333472093438e-01
1.289457891578315696e+01,-2.849019529779260249e-02,-1.058292478288658467e+00,1.404136308284407442e-01,5.573855938262565202e-01,8.495149360803160299e-01
1.289857971594318897e+01,-3.271962974071482289e-02,-1.055971525983235182e+00,1.390506403843909389e-01,6.028304058251435782e-01,3.701127281841620764e-01
1.290258051610322099e+01,-3.693941528630215188e-02,-1.053469100760530131e+00,1.376648433299055008e-01,6.481024841343775433e-01,5.491741686638820230e-01
1.290658131626325300e+01,-4.114882736306603450e-02,-1.050785910208476892e+00,1.362565011984244456e-01,6.931935873724639485e-01,6.926978877592363526e-01
1.291058211642328502e+01,-4.534714423780343562e-02,-1.047922694722979831e+00,1.348258792198016587e-01,7.380955529284419780e-01,7.075030851027294121e-01
1.291458291658331703e+01,-4.953364702092541427e-02,-1.044880227492507530e+00,1.333732463225504872e-01,7.828002980378050424e-01,6.630770507172151218e-01
1.291858371674334904e+01,-5.370762016230751917e-02,-1.041659313490681749e+00,1.318988749343689149e-01,8.272998258008297245e-01,8.522234649880497948e-01
1.292258451690338106e+01,-5.786835149194334560e-02,-1.038260789385279770e+00,1.304030409654229339e-01,8.715862265090027483e-01,5.879131546896236848e-01
1.292658531706341307e+01,-6.201513222262486358e-02,-1.034685523530081808e+00,1.288860238070765885e-01,9.156516785314091633e-01,7.982153718948414856e-01
1.293058611722344509e+01,-6.614725712988457629e-02,-1.030934415269695092e+00,1.273481062415184606e-01,9.594884508236910525e-01,8.378802231491240260e-01
1.293458691738347710e+01,-7.026402436937033424e-02,-1.027008395179525690e+00,1.257895745209682836e-01,1.003088901759518592e+00,9.407767964797751903e-01
1.293858771754350911e+01,-7.436473594187748004e-02,-1.022908424042063169e+00,1.242107181663422155e-01,1.046445484520541314e+00,9.843618455913719645e-01
