t,v,q_eff,p_pol,dv_dt,dv_dt_noisy
7.960592118423684305e+00,9.970157181536962732e-01,3.336546133020274474e-01,3.992025021814523678e-01,-2.179839003609018722e-04,-3.022172698756067492e-04
7.963592718543708315e+00,9.970150645931560307e-01,3.336546611861928024e-01,3.992034582518712571e-01,-2.176389220003988045e-04,-8.723295554717945890e-03
7.966593318663732326e+00,9.970144120663548826e-01,3.336547091820508681e-01,3.992044111419034702e-01,-2.172940077250495872e-04,-1.679970224326559486e-02
7.969593918783756337e+00,9.970137605730968744e-01,3.336547572885825708e-01,3.992053608615853677e-01,-2.169491602522083395e-04,1.644593009783665641e-02
7.972594518903780347e+00,9.970131101131803897e-01,3.336548055047728334e-01,3.992063074209261098e-01,-2.166043822860869161e-04,-1.150264040423704115e-03
7.975595119023804358e+00,9.970124606863978167e-01,3.336548538296106314e-01,3.992072508299074896e-01,-2.162596765172136726e-04,9.092519137970834706e-03
7.978595719143828369e+00,9.970118122925354376e-01,3.336549022620890481e-01,3.992081910984842663e-01,-2.159150456225167325e-04,7.282846450747111448e-03
7.981596319263852379e+00,9.970111649313738722e-01,3.336549508012052190e-01,3.992091282365838878e-01,-2.155704922656154210e-04,-7.416711469897292394e-03
7.984596919383876390e+00,9.970105186026876343e-01,3.336549994459603874e-01,3.992100622541066568e-01,-2.152260190965704645e-04,7.681182951244406535e-04
7.987597519503900401e+00,9.970098733062453533e-01,3.336550481953597935e-01,3.992109931609255646e-01,-2.148816287514121459e-04,-3.696515196890542108e-03
7.990598119623924411e+00,9.970092290418095526e-01,3.336550970484128964e-01,3.992119209668864577e-01,-2.145373238534586946e-04,9.507574480430353026e-03
7.993598719743948422e+00,9.970085858091369824e-01,3.336551460041331518e-01,3.992128456818079818e-01,-2.141931070114982960e-04,4.165425108743226607e-03
7.996599319863972433e+00,9.970079436079783974e-01,3.336551950615380124e-01,3.992137673154814714e-01,-2.138489808216903487e-04,-3.688907310431133874e-03
7.999599919983996443e+00,9.970073024380787796e-01,3.336552442196491497e-01,3.992146858776712270e-01,-2.135049478660944189e-04,1.643508673876276430e-02
8.002600520104019566e+00,9.970066622991767824e-01,3.336552934774921764e-01,3.992156013781141266e-01,-2.131610107133502519e-04,5.033481144222583768e-03
8.005601120224044465e+00,9.970060231910055082e-01,3.336553428340969241e-01,3.992165138265200142e-01,-2.128171719189414501e-04,4.460908991409860865e-03
8.008601720344067587e+00,9.970053851132919531e-01,3.336553922884971657e-01,3.992174232325713668e-01,-2.124734340239464725e-04,-7.987938557018545854e-03
8.011602320464092486e+00,9.970047480657571182e-01,3.336554418397307820e-01,3.992183296059235720e-01,-2.121297995568427464e-04,3.910387891285347153e-03
8.014602920584115608e+00,9.970041120481161201e-01,3.336554914868398725e-01,3.992192329562047615e-01,-2.117862710318413333e-04,-1.481127262422048813e-02
8.017603520704140507e+00,9.970034770600781915e-01,3.336555412288703670e-01,3.992201332930158109e-01,-2.114428509502191966e-04,4.452850385607866335e-03
8.020604120824163630e+00,9.970028431013465697e-01,3.336555910648725254e-01,3.992210306259305064e-01,-2.110995417994310230e-04,-9.521877048307184413e-03
8.023604720944188529e+00,9.970022101716183860e-01,3.336556409939004375e-01,3.992219249644952117e-01,-2.107563460528455446e-04,1.661962266994004931e-03
8.026605321064211651e+00,9.970015782705852203e-01,3.336556910150124122e-01,3.992228163182292566e-01,-2.104132661711888286e-04,-2.947859773818151206e-03
8.029605921184236550e+00,9.970009473979324355e-01,3.336557411272708662e-01,3.992237046966247149e-01,-2.100703046014618103e-04,2.108038313078234791e-03
8.032606521304259672e+00,9.970003175533393991e-01,3.336557913297422129e-01,3.992245901091464599e-01,-2.097274637764268146e-04,3.395288732485901573e-03
8.035607121424284571e+00,9.969996887364797056e-01,3.336558416214969180e-01,3.992254725652320535e-01,-2.093847461163422796e-04,-7.618356541337666706e-04
8.038607721544307694e+00,9.969990609470208431e-01,3.336558920016096108e-01,3.992263520742919680e-01,-2.090421540267561884e-04,-7.516640216705505317e-04
8.041608321664332593e+00,9.969984341846246378e-01,3.336559424691589726e-01,3.992272286457093644e-01,-2.086996899008930484e-04,-1.507671851967459266e-02
8.044608921784355715e+00,9.969978084489466985e-01,3.336559930232276816e-01,3.992281022888402586e-01,-2.083573561175722233e-04,-1.918752651354745792e-02
8.047609521904380614e+00,9.969971837396367498e-01,3.336560436629025794e-01,3.992289730130134662e-01,-2.080151550423875451e-04,1.240787548200234652e-02
8.050610122024403736e+00,9.969965600563387431e-01,3.336560943872745599e-01,3.992298408275304911e-01,-2.076730890273881247e-04,5.532163847111596679e-03
8.053610722144428635e+00,9.969959373986904128e-01,3.336561451954386248e-01,3.992307057416657479e-01,-2.073311604109673301e-04,-1.499882526118962410e-02
8.056611322264451758e+00,9.969953157663237198e-01,3.336561960864937726e-01,3.992315677646663397e-01,-2.069893715179599303e-04,1.888504942392922950e-02
8.059611922384476657e+00,9.969946951588647410e-01,3.336562470595431096e-01,3.992324269057521691e-01,-2.066477246598641404e-04,-7.350605181977005152e-03
8.062612522504499779e+00,9.969940755759334472e-01,3.336562981136938499e-01,3.992332831741159938e-01,-2.063062221345779435e-04,4.903319423334034227e-03
8.065613122624524678e+00,9.969934570171440358e-01,3.336563492480572046e-01,3.992341365789233154e-01,-2.059648662263852126e-04,4.046344233653426797e-03
8.068613722744547800e+00,9.969928394821044870e-01,3.336564004617486034e-01,3.992349871293123797e-01,-2.056236592057336665e-04,8.799365132373579944e-04
8.071614322864572699e+00,9.969922229704173411e-01,3.336564517538874730e-01,3.992358348343943431e-01,-2.052826033303867259e-04,5.879416502759925861e-03
8.074614922984595822e+00,9.969916074816785878e-01,3.336565031235971812e-01,3.992366797032529946e-01,-2.049417008435083787e-04,-1.394414773571020852e-02
8.077615523104620721e+00,9.969909930154787769e-01,3.336565545700054258e-01,3.992375217449449787e-01,-2.046009539754395368e-04,-5.660071890753761142e-04
8.080616123224643843e+00,9.969903795714022410e-01,3.336566060922437904e-01,3.992383609684997392e-01,-2.042603649429763912e-04,-2.744807388110475331e-03
8.083616723344668742e+00,9.969897671490275393e-01,3.336566576894480218e-01,3.992391973829195195e-01,-2.039199359488153007e-04,6.717122878727532862e-04
8.086617323464691864e+00,9.969891557479270139e-01,3.336567093607579193e-01,3.992400309971793071e-01,-2.035796691824826032e-04,-2.945349989599351133e-03
8.089617923584716763e+00,9.969885453676672338e-01,3.336567611053172788e-01,3.992408618202268888e-01,-2.032395668200431826e-04,-6.623872221051796925e-03
8.092618523704739886e+00,9.969879360078091057e-01,3.336568129222741708e-01,3.992416898609829068e-01,-2.028996310239894463e-04,-7.514551264687734794e-03
8.095619123824764785e+00,9.969873276679070973e-01,3.336568648107805513e-01,3.992425151283406359e-01,-2.025598639430331582e-04,8.644196074752889467e-03
8.098619723944787907e+00,9.969867203475100137e-01,3.336569167699925398e-01,3.992433376311663173e-01,-2.022202677125772841e-04,-8.682236291211392967e-03
8.101620324064812806e+00,9.969861140461606652e-01,3.336569687990702526e-01,3.992441573782988251e-01,-2.018808444543829239e-04,3.422722198118543710e-03
8.104620924184835928e+00,9.969855087633959778e-01,3.336570208971780249e-01,3.992449743785498883e-01,-2.015415962768885016e-04,3.297274125155479074e-03
8.107621524304860827e+00,9.969849044987467712e-01,3.336570730634841331e-01,3.992457886407040912e-01,-2.012025252743909753e-04,-1.180197418835097264e-03
8.110622124424883950e+00,9.969843012517382030e-01,3.336571252971610169e-01,3.992466001735186509e-01,-2.008636335285030050e-04,4.032838924412079397e-03
8.113622724544908849e+00,9.969836990218892137e-01,3.336571775973850573e-01,3.992474089857236952e-01,-2.005249231065986404e-04,5.220350778810110490e-03
8.116623324664931971e+00,9.969830978087129703e-01,3.336572299633369654e-01,3.992482150860221513e-01,-2.001863960627847661e-04,-5.521739925926276958e-03
8.119623924784956870e+00,9.969824976117165338e-01,3.336572823942012267e-01,3.992490184830895794e-01,-1.998480544375680346e-04,3.161805600200226496e-03
8.122624524904979992e+00,9.969818984304011922e-01,3.336573348891666013e-01,3.992498191855744505e-01,-1.995099002580769110e-04,1.885602202363280064e-02
8.125625125025004891e+00,9.969813002642622379e-01,3.336573874474259016e-01,3.992506172020980904e-01,-1.991719355375204392e-04,-1.090826450196321316e-02
8.128625725145028014e+00,9.969807031127890795e-01,3.336574400681759367e-01,3.992514125412544024e-01,-1.988341622760625427e-04,-3.222923518322325098e-03
8.131626325265052913e+00,9.969801069754649081e-01,3.336574927506176236e-01,3.992522052116102560e-01,-1.984965824598505790e-04,-7.867792869825789709e-03
8.134626925385076035e+00,9.969795118517673638e-01,3.336575454939560426e-01,3.992529952217052092e-01,-1.981591980619035187e-04,1.965195400778619456e-02
8.137627525505100934e+00,9.969789177411679804e-01,3.336575982974002152e-01,3.992537825800517304e-01,-1.978220110415290778e-04,-1.422569678870677992e-02
8.140628125625124056e+00,9.969783246431321855e-01,3.336576511601632711e-01,3.992545672951348656e-01,-1.974850233441571845e-04,-1.266486045605460858e-04
8.143628725745148955e+00,9.969777325571197446e-01,3.336577040814625583e-01,3.992553493754126825e-01,-1.971482369023530579e-04,9.094244772394949675e-03
8.146629325865172078e+00,9.969771414825843170e-01,3.336577570605192555e-01,3.992561288293158261e-01,-1.968116536345265732e-04,-8.878806853818855399e-03
8.149629925985196977e+00,9.969765514189735667e-01,3.336578100965588156e-01,3.992569056652479076e-01,-1.964752754459592188e-04,-1.556598041287341134e-03
8.152630526105220099e+00,9.969759623657294956e-01,3.336578631888107438e-01,3.992576798915852265e-01,-1.961391042281240837e-04,-7.315827702217913599e-03
8.155631126225244998e+00,9.969753743222877773e-01,3.336579163365084866e-01,3.992584515166768266e-01,-1.958031418589217809e-04,-1.360009779049231246e-02
8.158631726345268120e+00,9.969747872880783124e-01,3.336579695388896538e-01,3.992592205488446067e-01,-1.954673902030412691e-04,-9.058821332129333038e-04
8.161632326465293019e+00,9.969742012625253391e-01,3.336580227951960187e-01,3.992599869963833203e-01,-1.951318511114463750e-04,4.736818850789640406e-03
8.164632926585316142e+00,9.969736162450466566e-01,3.336580761046732957e-01,3.992607508675603545e-01,-1.947965264214590597e-04,-4.178959865179204640e-03
8.167633526705341040e+00,9.969730322350545126e-01,3.336581294665713071e-01,3.992615121706159509e-01,-1.944614179568426859e-04,1.436723958436314898e-03
8.170634126825364163e+00,9.969724492319549380e-01,3.336581828801439831e-01,3.992622709137632619e-01,-1.941265275281767178e-04,6.628850292581180137e-03
8.173634726945389062e+00,9.969718672351481903e-01,3.336582363446493060e-01,3.992630271051879620e-01,-1.937918569318713979e-04,1.173008357600865449e-02
8.176635327065412184e+00,9.969712862440286427e-01,3.336582898593493662e-01,3.992637807530486915e-01,-1.934574079515971601e-04,-1.253906607012797089e-02
8.179635927185437083e+00,9.969707062581217860e-01,3.336583434233673651e-01,3.992645318662568221e-01,-1.931231827100310383e-04,5.919418607669165062e-03
8.182636527305460206e+00,9.969701272768908273e-01,3.336583970358066864e-01,3.992652804538408540e-01,-1.927891833027606250e-04,-6.405319985190248422e-03
8.185637127425485104e+00,9.969695492995395147e-01,3.336584506959886509e-01,3.992660265236447348e-01,-1.924554112389953442e-04,-1.903335062880469331e-02
8.188637727545508227e+00,9.969689723252682656e-01,3.336585044032382985e-01,3.992667700834868771e-01,-1.921218680175085236e-04,-7.971938168903383928e-03
8.191638327665533126e+00,9.969683963532756099e-01,3.336585581568829451e-01,3.992675111411672639e-01,-1.917885551296072411e-04,6.207417795659666421e-03
8.194638927785556248e+00,9.969678213827584123e-01,3.336586119562524599e-01,3.992682497044673928e-01,-1.914554740600066252e-04,2.871137305559373545e-03
8.197639527905581147e+00,9.969672474129114281e-01,3.336586658006790995e-01,3.992689857811503318e-01,-1.911226262861082104e-04,-1.115695626272544642e-02
8.200640128025604270e+00,9.969666744429277472e-01,3.336587196894975071e-01,3.992697193789606636e-01,-1.907900132779305480e-04,1.585123396959667308e-02
8.203640728145629168e+00,9.969661024719983500e-01,3.336587736220447131e-01,3.992704505056244302e-01,-1.904576364986504400e-04,3.829069723904471138e-03
8.206641328265652291e+00,9.969655314993126627e-01,3.336588275976603013e-01,3.992711791688493550e-01,-1.901254974044086499e-04,-8.815706044688448014e-04
8.209641928385677190e+00,9.969649615240580021e-01,3.336588816156860759e-01,3.992719053763245651e-01,-1.897935974441017359e-04,-5.609386327735922662e-03
8.212642528505700312e+00,9.969643925454199085e-01,3.336589356754664504e-01,3.992726291357207580e-01,-1.894619380593681734e-04,3.975420816951268262e-03
8.215643128625725211e+00,9.969638245625821460e-01,3.336589897763481694e-01,3.992733504546901457e-01,-1.891305206851850995e-04,-4.066704379355115875e-03
8.218643728745748334e+00,9.969632575747265912e-01,3.336590439176803091e-01,3.992740693408665109e-01,-1.887993467488691124e-04,1.113490903324281661e-02
8.221644328865773232e+00,9.969626915810330114e-01,3.336590980988144439e-01,3.992747858018652063e-01,-1.884684176710338388e-04,2.937609064886250766e-03
8.224644928985796355e+00,9.969621265806797306e-01,3.336591523191046460e-01,3.992754998452829884e-01,-1.881377348651458448e-04,5.948226719386708224e-03
8.227645529105821254e+00,9.969615625728427410e-01,3.336592065779072636e-01,3.992762114786982952e-01,-1.878072997371499353e-04,-3.245722930875144692e-03
8.230646129225844376e+00,9.969609995566965921e-01,3.336592608745811428e-01,3.992769207096709683e-01,-1.874771136863712107e-04,-1.493731982065938171e-02
8.233646729345869275e+00,9.969604375314138345e-01,3.336593152084875169e-01,3.992776275457424195e-01,-1.871471781048072991e-04,5.072739441810089102e-03
8.236647329465892398e+00,9.969598764961650206e-01,3.336593695789900615e-01,3.992783319944356868e-01,-1.868174943774614238e-04,-1.025864724229588743e-02
8.239647929585917296e+00,9.969593164501189264e-01,3.336594239854547839e-01,3.992790340632551560e-01,-1.864880638820232139e-04,-1.248449069130338823e-03
8.242648529705940419e+00,9.969587573924425516e-01,3.336594784272502445e-01,3.992797337596869500e-01,-1.861588879892156490e-04,-3.278489652866550200e-04
8.245649129825965318e+00,9.969581993223008975e-01,3.336595329037472801e-01,3.992804310911985954e-01,-1.858299680625175032e-04,-7.976579440122186226e-03
8.248649729945988440e+00,9.969576422388573000e-01,3.336595874143192808e-01,3.992811260652391891e-01,-1.855013054586490684e-04,8.680780753687963522e-03
8.251650330066013339e+00,9.969570861412728746e-01,3.336596419583419681e-01,3.992818186892392873e-01,-1.851729015267394862e-04,-1.443002686081482598e-02
8.254650930186036462e+00,9.969565310287072935e-01,3.336596965351934507e-01,3.992825089706111275e-01,-1.848447576092981937e-04,1.468075017074503032e-02
8.257651530306061360e+00,9.969559769003181193e-01,3.336597511442543906e-01,3.992831969167483508e-01,-1.845168750411879666e-04,-6.074433490853990876e-03
8.260652130426084483e+00,9.969554237552611387e-01,3.336598057849076704e-01,3.992838825350261689e-01,-1.841892551505963649e-04,9.418863868586346486e-03
8.263652730546109382e+00,9.969548715926902505e-01,3.336598604565387816e-01,3.992845658328013636e-01,-1.838618992585500100e-04,1.270035397805549526e-02
8.266653330666132504e+00,9.969543204117573554e-01,3.336599151585354361e-01,3.992852468174122316e-01,-1.835348086785260069e-04,-8.777096605119681649e-03
8.269653930786157403e+00,9.969537702116126887e-01,3.336599698902880107e-01,3.992859254961785287e-01,-1.832079847174789000e-04,-7.515283782569934408e-03
8.272654530906180526e+00,9.969532209914047094e-01,3.336600246511890466e-01,3.992866018764016367e-01,-1.828814286749386175e-04,9.179991943980425270e-03
8.275655131026205424e+00,9.969526727502796559e-01,3.336600794406336945e-01,3.992872759653645076e-01,-1.825551418434545603e-04,1.676066512757594992e-03
8.278655731146228547e+00,9.969521254873822125e-01,3.336601342580193807e-01,3.992879477703313862e-01,-1.822291255082070238e-04,6.381150760651626034e-04
8.281656331266253446e+00,9.969515792018550648e-01,3.336601891027460298e-01,3.992886172985483650e-01,-1.819033809475345542e-04,-1.840121469674668372e-02
8.284656931386276568e+00,9.969510338928390114e-01,3.336602439742159532e-01,3.992892845572428850e-01,-1.815779094326286369e-04,-1.653698949263053206e-02
8.287657531506301467e+00,9.969504895594732963e-01,3.336602988718339047e-01,3.992899495536239018e-01,-1.812527122276030855e-04,5.166512027422499875e-03
8.290658131626324590e+00,9.969499462008947210e-01,3.336603537950070808e-01,3.992906122948819969e-01,-1.809277905890499527e-04,1.410141813245045957e-02
8.293658731746349488e+00,9.969494038162388660e-01,3.336604087431449539e-01,3.992912727881892665e-01,-1.806031457672191420e-04,-7.238279181792132803e-03
8.296659331866372611e+00,9.969488624046389802e-01,3.336604637156595499e-01,3.992919310406992661e-01,-1.802787790044085847e-04,-8.790068063826780506e-03
8.299659931986397510e+00,9.969483219652265360e-01,3.336605187119652816e-01,3.992925870595471771e-01,-1.799546915365879407e-04,1.902089353570341878e-03
8.302660532106420632e+00,9.969477824971313407e-01,3.336605737314789488e-01,3.992932408518496401e-01,-1.796308845918720420e-04,4.439193287503075298e-03
8.305661132226445531e+00,9.969472439994813140e-01,3.336606287736197940e-01,3.992938924247048660e-01,-1.793073593918809161e-04,5.417062156873637610e-03
8.308661732346468654e+00,9.969467064714021554e-01,3.336606838378095019e-01,3.992945417851926360e-01,-1.789841171507960960e-04,-4.558786094878237646e-03
8.311662332466493552e+00,9.969461699120182319e-01,3.336607389234721444e-01,3.992951889403741350e-01,-1.786611590757353207e-04,-1.952791613195706613e-02
8.314662932586516675e+00,9.969456343204515791e-01,3.336607940300341246e-01,3.992958338972921739e-01,-1.783384863667109022e-04,1.432446600352749004e-02
8.317663532706541574e+00,9.969450996958226785e-01,3.336608491569243995e-01,3.992964766629711337e-01,-1.780161002168656470e-04,-5.116076578891835293e-03
8.320664132826564696e+00,9.969445660372500129e-01,3.336609043035743127e-01,3.992971172444169103e-01,-1.776940018115846787e-04,1.231696978255555561e-02
8.323664732946589595e+00,9.969440333438502888e-01,3.336609594694175396e-01,3.992977556486168034e-01,-1.773721923299664827e-04,-1.996573151850766434e-02
8.326665333066612718e+00,9.969435016147382145e-01,3.336610146538902533e-01,3.992983918825397938e-01,-1.770506729434212501e-04,3.513729238604726846e-03
8.329665933186637616e+00,9.969429708490267217e-01,3.336610698564310140e-01,3.992990259531363217e-01,-1.767294448165590559e-04,-5.145765216737530762e-03
8.332666533306660739e+00,9.969424410458269659e-01,3.336611250764808245e-01,3.992996578673383978e-01,-1.764085091066625033e-04,-1.096289108101107350e-02
8.335667133426685638e+00,9.969419122042481041e-01,3.336611803134831300e-01,3.993002876320595473e-01,-1.760878669639781569e-04,9.471894942774098172e-03
8.338667733546708760e+00,9.969413843233974060e-01,3.336612355668836516e-01,3.993009152541948104e-01,-1.757675195315500094e-04,1.265740586877885099e-02
8.341668333666731883e+00,9.969408574023804759e-01,3.336612908361306640e-01,3.993015407406208528e-01,-1.754474679457052044e-04,-5.999247585185967478e-03
8.344668933786756782e+00,9.969403314403009198e-01,3.336613461206747733e-01,3.993021640981956888e-01,-1.751277133351936133e-04,6.252739705912418143e-03
8.347669533906779904e+00,9.969398064362603451e-01,3.336614014199691391e-01,3.993027853337590138e-01,-1.748082568217984578e-04,-1.085006414304743108e-02
8.350670134026804803e+00,9.969392823893586941e-01,3.336614567334691972e-01,3.993034044541319827e-01,-1.744890995200587547e-04,-6.316517892886981157e-03
8.353670734146827925e+00,9.969387592986941327e-01,3.336615120606328810e-01,3.993040214661173759e-01,-1.741702425379354491e-04,-2.610331900131277697e-03
8.356671334266852824e+00,9.969382371633627171e-01,3.336615674009204002e-01,3.993046363764994333e-01,-1.738516869758399697e-04,-3.623945266528541802e-03
8.359671934386875947e+00,9.969377159824588386e-01,3.336616227537945734e-01,3.993052491920439651e-01,-1.735334339270644399e-04,6.169219923143520051e-03
8.362672534506900845e+00,9.969371957550748897e-01,3.336616781187205505e-01,3.993058599194981850e-01,-1.732154844778788227e-04,-1.215648992078215487e-02
8.365673134626923968e+00,9.969366764803013758e-01,3.336617334951658687e-01,3.993064685655910440e-01,-1.728978397073505091e-04,9.442883508840592063e-03
8.368673734746948867e+00,9.969361581572271369e-01,3.336617888826005074e-01,3.993070751370328408e-01,-1.725805006875524850e-04,9.425805061961537237e-03
8.371674334866971989e+00,9.969356407849389035e-01,3.336618442804968887e-01,3.993076796405155560e-01,-1.722634684833829199e-04,-2.333531280010247427e-03
8.374674934986996888e+00,9.969351243625218517e-01,3.336618996883298216e-01,3.993082820827125734e-01,-1.719467441528010898e-04,-1.192806184705036930e-02
8.377675535107020011e+00,9.969346088890590485e-01,3.336619551055765021e-01,3.993088824702789585e-01,-1.716303287464526761e-04,-2.377612087795964377e-02
8.380676135227044909e+00,9.969340943636316732e-01,3.336620105317166241e-01,3.993094808098511250e-01,-1.713142233080999777e-04,-7.969623438308905345e-04
8.383676735347068032e+00,9.969335807853192399e-01,3.336620659662322685e-01,3.993100771080471678e-01,-1.709984288738725100e-04,-7.279113630300744139e-03
8.386677335467092931e+00,9.969330681531991534e-01,3.336621214086077924e-01,3.993106713714666411e-01,-1.706829464731829393e-04,8.459536637701917886e-04
8.389677935587116053e+00,9.969325564663473749e-01,3.336621768583302727e-01,3.993112636066906695e-01,-1.703677771287409604e-04,-1.064331971699937138e-02
8.392678535707140952e+00,9.969320457238374233e-01,3.336622323148888403e-01,3.993118538202818923e-01,-1.700529218551516397e-04,-1.435986100003915783e-04
8.395679135827164075e+00,9.969315359247414854e-01,3.336622877777754015e-01,3.993124420187844636e-01,-1.697383816608721840e-04,-7.803275013174111249e-04
8.398679735947188973e+00,9.969310270681295272e-01,3.336623432464839722e-01,3.993130282087241079e-01,-1.694241575467270167e-04,-5.783061003014790388e-05
8.401680336067212096e+00,9.969305191530698496e-01,3.336623987205111219e-01,3.993136123966080087e-01,-1.691102505063935002e-04,2.663665671746515574e-03
8.404680936187236995e+00,9.969300121786287550e-01,3.336624541993559179e-01,3.993141945889249755e-01,-1.687966615266101034e-04,2.725644502708578481e-03
8.407681536307260117e+00,9.969295061438708805e-01,3.336625096825197034e-01,3.993147747921453328e-01,-1.684833915870376231e-04,9.450644225863891190e-03
8.410682136427285016e+00,9.969290010478587538e-01,3.336625651695062644e-01,3.993153530127208639e-01,-1.681704416600787733e-04,-7.930630820448078544e-03
8.413682736547308139e+00,9.969284968896532373e-01,3.336626206598218847e-01,3.993159292570849228e-01,-1.678578127112528851e-04,6.972445463357551838e-03
8.416683336667333037e+00,9.969279936683133059e-01,3.336626761529751795e-01,3.993165035316524891e-01,-1.675455056988489622e-04,1.427397392306223702e-03
8.419683936787356160e+00,9.969274913828959361e-01,3.336627316484772066e-01,3.993170758428198908e-01,-1.672335215739673142e-04,-4.300672525686956814e-03
8.422684536907381059e+00,9.969269900324563283e-01,3.336627871458414107e-01,3.993176461969651370e-01,-1.669218612804640456e-04,-1.002529576159483932e-02
8.425685137027404181e+00,9.969264896160479061e-01,3.336628426445837903e-01,3.993182146004477517e-01,-1.666105257556310670e-04,1.428896138469863339e-02
8.428685737147429080e+00,9.969259901327219842e-01,3.336628981442225639e-01,3.993187810596087184e-01,-1.662995159288777058e-04,2.216581139903126430e-03
8.431686337267452203e+00,9.969254915815284335e-01,3.336629536442785038e-01,3.993193455807705905e-01,-1.659888327232572625e-04,-5.264769239945755845e-03
8.434686937387477101e+00,9.969249939615147937e-01,3.336630091442747137e-01,3.993199081702374920e-01,-1.656784770542596430e-04,5.722704816676944936e-04
8.437687537507500224e+00,9.969244972717269393e-01,3.336630646437367953e-01,3.993204688342950615e-01,-1.653684498301999373e-04,-9.781061876515701890e-05
8.440688137627525123e+00,9.969240015112091902e-01,3.336631201421927373e-01,3.993210275792103969e-01,-1.650587519528290414e-04,-5.319581797294572686e-03
8.443688737747548245e+00,9.969235066790033128e-01,3.336631756391728598e-01,3.993215844112321666e-01,-1.647493843160430238e-04,-1.379170977195919717e-02
8.446689337867573144e+00,9.969230127741499636e-01,3.336632311342100365e-01,3.993221393365906646e-01,-1.644403478072847813e-04,1.374830184152345779e-03
8.449689937987596267e+00,9.969225197956874673e-01,3.336632866268395281e-01,3.993226923614975887e-01,-1.641316433064754499e-04,-1.750643685523731391e-03
8.452690538107621165e+00,9.969220277426522614e-01,3.336633421165988711e-01,3.993232434921463181e-01,-1.638232716864307381e-04,-2.927145024536049328e-03
8.455691138227644288e+00,9.969215366140792289e-01,3.336633976030282112e-01,3.993237927347115246e-01,-1.635152338131384830e-04,9.607766301438492446e-03
8.458691738347669187e+00,9.969210464090012547e-01,3.336634530856699699e-01,3.993243400953496169e-01,-1.632075305453145608e-04,-1.311723586718643170e-02
8.461692338467692309e+00,9.969205571264491139e-01,3.336635085640690668e-01,3.993248855801985187e-01,-1.629001627345139092e-04,-9.570758967945090789e-03
8.464692938587717208e+00,9.969200687654522497e-01,3.336635640377728085e-01,3.993254291953776125e-01,-1.625931312251860383e-04,1.458756550748298818e-03
8.467693538707740331e+00,9.969195813250376625e-01,3.336636195063309440e-01,3.993259709469878516e-01,-1.622864368548138092e-04,8.114446797551503124e-03
8.470694138827765229e+00,9.969190948042310207e-01,3.336636749692955539e-01,3.993265108411116482e-01,-1.619800804536636329e-04,5.919409935308061511e-03
8.473694738947788352e+00,9.969186092020555501e-01,3.336637304262212722e-01,3.993270488838131516e-01,-1.616740628447160821e-04,7.066932865291798010e-03
8.476695339067813251e+00,9.969181245175332551e-01,3.336637858766650089e-01,3.993275850811377481e-01,-1.613683848443875357e-04,-2.187411140782343638e-02
8.479695939187836373e+00,9.969176407496838088e-01,3.336638413201862274e-01,3.993281194391126165e-01,-1.610630472611007669e-04,4.784421001928424941e-03
8.482696539307861272e+00,9.969171578975251080e-01,3.336638967563466673e-01,3.993286519637463394e-01,-1.607580508970751776e-04,4.001787144034539209e-03
8.485697139427884395e+00,9.969166759600733840e-01,3.336639521847105661e-01,3.993291826610290141e-01,-1.604533965469667756e-04,6.634785455002571025e-03
8.488697739547909293e+00,9.969161949363427588e-01,3.336640076048446035e-01,3.993297115369323635e-01,-1.601490849982012410e-04,-6.915135910840329581e-03
8.491698339667932416e+00,9.969157148253456890e-01,3.336640630163177912e-01,3.993302385974095703e-01,-1.598451170314041381e-04,4.925390152139550934e-03
8.494698939787957315e+00,9.969152356260927439e-01,3.336641184187016385e-01,3.993307638483953870e-01,-1.595414934200817259e-04,9.798871905058580828e-03
8.497699539907980437e+00,9.969147573375923832e-01,3.336641738115700417e-01,3.993312872958060256e-01,-1.592382149301907468e-04,1.576241658707194446e-02
8.500700140028005336e+00,9.969142799588516235e-01,3.336642291944992844e-01,3.993318089455393793e-01,-1.589352823212486499e-04,2.402435085346286536e-03
8.503700740148028459e+00,9.969138034888751498e-01,3.336642845670680368e-01,3.993323288034746898e-01,-1.586326963450290783e-04,-1.323967170751686774e-02
8.506701340268053357e+00,9.969133279266662040e-01,3.336643399288575229e-01,3.993328468754728799e-01,-1.583304577465888263e-04,4.485552281544916142e-04
8.509701940388076480e+00,9.969128532712260293e-01,3.336643952794512979e-01,3.993333631673763318e-01,-1.580285672638237493e-04,6.279833981942250891e-03
8.512702540508101379e+00,9.969123795215537598e-01,3.336644506184353043e-01,3.993338776850089977e-01,-1.577270256272467197e-04,4.985632705002669349e-03
8.515703140628124501e+00,9.969119066766470860e-01,3.336645059453979267e-01,3.993343904341762340e-01,-1.574258335608064163e-04,1.883471895770875634e-02
8.518703740748149400e+00,9.969114347355014782e-01,3.336645612599299371e-01,3.993349014206651892e-01,-1.571249917805689345e-04,-2.064309489115241213e-03
8.521704340868172523e+00,9.969109636971107413e-01,3.336646165616246607e-01,3.993354106502443046e-01,-1.568245009961888314e-04,-1.013855538046960075e-02
8.524704940988197421e+00,9.969104935604667928e-01,3.336646718500776432e-01,3.993359181286635917e-01,-1.565243619099654371e-04,-6.362621482194601684e-03
8.527705541108220544e+00,9.969100243245595516e-01,3.336647271248869839e-01,3.993364238616547435e-01,-1.562245752168844870e-04,6.416383568685102810e-03
